- 1131568353 2005.11.09 cn710 Nov 9 12:32:33 cn710/cn710 ntpd[19103]: synchronized to 10.100.18.250, stratum 3
- 1131569106 2005.11.09 bn202 Nov 9 12:45:06 bn202/bn202 ntpd[19808]: synchronized to 10.100.14.250, stratum 3
- 1131569109 2005.11.09 bn658 Nov 9 12:45:09 bn658/bn658 ntpd[23383]: synchronized to 10.100.16.250, stratum 3
- 1131569115 2005.11.09 cn708 Nov 9 12:45:15 cn708/cn708 ntpd[3219]: synchronized to 10.100.18.250, stratum 3
- 1131569116 2005.11.09 bn950 Nov 9 12:45:16 bn950/bn950 ntpd[14801]: synchronized to 10.100.20.250, stratum 3
- 1131569117 2005.11.09 bn490 Nov 9 12:45:17 bn490/bn490 ntpd[29477]: synchronized to 10.100.18.250, stratum 3
- 1131569120 2005.11.09 cn289 Nov 9 12:45:20 cn289/cn289 ntpd[23544]: synchronized to 10.100.18.250, stratum 3
- 1131569122 2005.11.09 bn38 Nov 9 12:45:22 bn38/bn38 ntpd[22638]: synchronized to 10.100.20.250, stratum 3
- 1131569122 2005.11.09 cn281 Nov 9 12:45:22 cn281/cn281 ntpd[13598]: synchronized to 10.100.20.250, stratum 3
- 1131569123 2005.11.09 bn661 Nov 9 12:45:23 bn661/bn661 ntpd[23903]: synchronized to 10.100.18.250, stratum 3
- 1131569127 2005.11.09 cn144 Nov 9 12:45:27 cn144/cn144 ntpd[27745]: synchronized to 10.100.18.250, stratum 3
- 1131569128 2005.11.09 bn35 Nov 9 12:45:28 bn35/bn35 ntpd[22710]: synchronized to 10.100.8.250, stratum 3
- 1131569129 2005.11.09 bn102 Nov 9 12:45:29 bn102/bn102 ntpd[22465]: synchronized to 10.100.20.250, stratum 3
- 1131569132 2005.11.09 bn658 Nov 9 12:45:32 bn658/bn658 ntpd[23383]: synchronized to 10.100.22.250, stratum 3
- 1131569144 2005.11.09 bn80 Nov 9 12:45:44 bn80/bn80 ntpd[22922]: synchronized to 10.100.16.250, stratum 3
- 1131569146 2005.11.09 cn46 Nov 9 12:45:46 cn46/cn46 ntpd[15291]: synchronized to 10.100.20.250, stratum 3
- 1131569149 2005.11.09 cn520 Nov 9 12:45:49 cn520/cn520 ntpd[30346]: synchronized to 10.100.20.250, stratum 3
- 1131569150 2005.11.09 bn1 Nov 9 12:45:50 bn1/bn1 ntpd[23146]: synchronized to 10.100.18.250, stratum 3
- 1131569150 2005.11.09 cn878 Nov 9 12:45:50 cn878/cn878 ntpd[29115]: synchronized to 10.100.16.250, stratum 3
- 1131569152 2005.11.09 bn100 Nov 9 12:45:52 bn100/bn100 ntpd[22734]: synchronized to 10.100.18.250, stratum 3
- 1131569155 2005.11.09 cn856 Nov 9 12:45:55 cn856/cn856 ntpd[28172]: synchronized to 10.100.16.250, stratum 3
- 1131569159 2005.11.09 cn322 Nov 9 12:45:59 cn322/cn322 ntpd[23336]: synchronized to 10.100.22.250, stratum 3
- 1131569159 2005.11.09 cn775 Nov 9 12:45:59 cn775/cn775 ntpd[27915]: synchronized to 10.100.16.250, stratum 3
- 1131569164 2005.11.09 cn137 Nov 9 12:46:04 cn137/cn137 ntpd[30947]: synchronized to 10.100.22.250, stratum 3
- 1131569165 2005.11.09 bn382 Nov 9 12:46:05 bn382/bn382 ntpd[29290]: synchronized to 10.100.22.250, stratum 3
- 1131569165 2005.11.09 cn794 Nov 9 12:46:05 cn794/cn794 ntpd[29916]: synchronized to 10.100.18.250, stratum 3
- 1131569168 2005.11.09 cn158 Nov 9 12:46:08 cn158/cn158 ntpd[9828]: synchronized to 10.100.20.250, stratum 3
- 1131569172 2005.11.09 cn730 Nov 9 12:46:12 cn730/cn730 ntpd[28778]: synchronized to 10.100.18.250, stratum 3
- 1131569177 2005.11.09 bn382 Nov 9 12:46:17 bn382/bn382 ntpd[29290]: synchronized to 10.100.16.250, stratum 3
- 1131569177 2005.11.09 cn212 Nov 9 12:46:17 cn212/cn212 ntpd[19672]: synchronized to 10.100.20.250, stratum 3
- 1131569178 2005.11.09 cn302 Nov 9 12:46:18 cn302/cn302 ntpd[23306]: synchronized to 10.100.20.250, stratum 3
- 1131569179 2005.11.09 cn648 Nov 9 12:46:19 cn648/cn648 ntpd[19117]: synchronized to 10.100.18.250, stratum 3
- 1131569183 2005.11.09 cn930 Nov 9 12:46:23 cn930/cn930 ntpd[28845]: synchronized to 10.100.16.250, stratum 3
- 1131569187 2005.11.09 cn967 Nov 9 12:46:27 cn967/cn967 ntpd[19908]: synchronized to 10.100.20.250, stratum 3
- 1131569188 2005.11.09 bn453 Nov 9 12:46:28 bn453/bn453 ntpd[30219]: synchronized to 10.100.18.250, stratum 3
- 1131569189 2005.11.09 bn253 Nov 9 12:46:29 bn253/bn253 ntpd[23014]: synchronized to 10.100.16.250, stratum 3
- 1131569189 2005.11.09 bn917 Nov 9 12:46:29 bn917/bn917 ntpd[25023]: synchronized to 10.100.20.250, stratum 3
- 1131569195 2005.11.09 bn570 Nov 9 12:46:35 bn570/bn570 ntpd[23815]: synchronized to 10.100.16.250, stratum 3
- 1131569195 2005.11.09 bn664 Nov 9 12:46:35 bn664/bn664 ntpd[23876]: synchronized to 10.100.22.250, stratum 3
- 1131569199 2005.11.09 bn562 Nov 9 12:46:39 bn562/bn562 ntpd[4600]: synchronized to 10.100.16.250, stratum 3
- 1131569199 2005.11.09 cn571 Nov 9 12:46:39 cn571/cn571 ntpd[17735]: synchronized to 10.100.22.250, stratum 3
- 1131569200 2005.11.09 bn547 Nov 9 12:46:40 bn547/bn547 ntpd[32225]: synchronized to 10.100.12.250, stratum 3
- 1131569200 2005.11.09 cn191 Nov 9 12:46:40 cn191/cn191 ntpd[15101]: synchronized to 10.100.16.250, stratum 3
- 1131569200 2005.11.09 cn759 Nov 9 12:46:40 cn759/cn759 ntpd[28733]: synchronized to 10.100.18.250, stratum 3
- 1131569203 2005.11.09 bn570 Nov 9 12:46:43 bn570/bn570 ntpd[23815]: synchronized to 10.100.20.250, stratum 3
- 1131569203 2005.11.09 cn409 Nov 9 12:46:43 cn409/cn409 ntpd[13152]: synchronized to 10.100.18.250, stratum 3
- 1131569205 2005.11.09 cn788 Nov 9 12:46:45 cn788/cn788 ntpd[27941]: synchronized to 10.100.18.250, stratum 3
- 1131569206 2005.11.09 cn765 Nov 9 12:46:46 cn765/cn765 ntpd[27990]: synchronized to 10.100.18.250, stratum 3
- 1131569208 2005.11.09 bn124 Nov 9 12:46:48 bn124/bn124 ntpd[22190]: synchronized to 10.100.20.250, stratum 3
- 1131569209 2005.11.09 cn48 Nov 9 12:46:49 cn48/cn48 ntpd[15915]: synchronized to 10.100.22.250, stratum 3
- 1131569213 2005.11.09 cn205 Nov 9 12:46:53 cn205/cn205 ntpd[20490]: synchronized to 10.100.20.250, stratum 3
- 1131569218 2005.11.09 bn313 Nov 9 12:46:58 bn313/bn313 ntpd[30192]: synchronized to 10.100.22.250, stratum 3
- 1131569220 2005.11.09 cn177 Nov 9 12:47:00 cn177/cn177 ntpd[9845]: synchronized to 10.100.16.250, stratum 3
- 1131569221 2005.11.09 bn426 Nov 9 12:47:01 bn426/bn426 ntpd[30064]: synchronized to 10.100.22.250, stratum 3
- 1131569222 2005.11.09 cn508 Nov 9 12:47:02 cn508/cn508 ntpd[15811]: synchronized to 10.100.18.250, stratum 3
- 1131569223 2005.11.09 cn13 Nov 9 12:47:03 cn13/cn13 ntpd[14847]: synchronized to 10.100.22.250, stratum 3
- 1131569223 2005.11.09 cn598 Nov 9 12:47:03 cn598/cn598 ntpd[18790]: synchronized to 10.100.18.250, stratum 3
- 1131569224 2005.11.09 bn568 Nov 9 12:47:04 bn568/bn568 ntpd[22809]: synchronized to 10.100.14.250, stratum 3
- 1131569227 2005.11.09 cn257 Nov 9 12:47:07 cn257/cn257 ntpd[11354]: synchronized to 10.100.20.250, stratum 3
- 1131569228 2005.11.09 bn325 Nov 9 12:47:08 bn325/bn325 ntpd[29392]: synchronized to 10.100.18.250, stratum 3
- 1131569228 2005.11.09 cn664 Nov 9 12:47:08 cn664/cn664 ntpd[21497]: synchronized to 10.100.16.250, stratum 3
- 1131569230 2005.11.09 bn977 Nov 9 12:47:10 bn977/bn977 ntpd[14424]: synchronized to 10.100.20.250, stratum 3
- 1131569233 2005.11.09 bn253 Nov 9 12:47:13 bn253/bn253 ntpd[23014]: synchronized to 10.100.20.250, stratum 3
- 1131569235 2005.11.09 bn327 Nov 9 12:47:15 bn327/bn327 ntpd[29577]: synchronized to 10.100.20.250, stratum 3
- 1131569235 2005.11.09 cn163 Nov 9 12:47:15 cn163/cn163 ntpd[10165]: synchronized to 10.100.18.250, stratum 3
- 1131569235 2005.11.09 cn786 Nov 9 12:47:15 cn786/cn786 ntpd[27662]: synchronized to 10.100.18.250, stratum 3
- 1131569237 2005.11.09 bn364 Nov 9 12:47:17 bn364/bn364 ntpd[28894]: synchronized to 10.100.14.250, stratum 3
- 1131569243 2005.11.09 bn857 Nov 9 12:47:23 bn857/bn857 ntpd[31082]: synchronized to 10.100.20.250, stratum 3
- 1131569246 2005.11.09 cn549 Nov 9 12:47:26 cn549/cn549 ntpd[14729]: synchronized to 10.100.18.250, stratum 3
- 1131569248 2005.11.09 cn91 Nov 9 12:47:28 cn91/cn91 ntpd[19566]: synchronized to 10.100.20.250, stratum 3
- 1131569250 2005.11.09 bn646 Nov 9 12:47:30 bn646/bn646 ntpd[26082]: synchronized to 10.100.18.250, stratum 3
- 1131569250 2005.11.09 cn424 Nov 9 12:47:30 cn424/cn424 ntpd[12754]: synchronized to 10.100.20.250, stratum 3
- 1131569251 2005.11.09 bn257 Nov 9 12:47:31 bn257/bn257 ntpd[23520]: synchronized to 10.100.12.250, stratum 3
- 1131569252 2005.11.09 bn257 Nov 9 12:47:32 bn257/bn257 ntpd[23520]: synchronized to 10.100.10.250, stratum 3
- 1131569256 2005.11.09 bn560 Nov 9 12:47:36 bn560/bn560 ntpd[30646]: synchronized to 10.100.12.250, stratum 3
- 1131569256 2005.11.09 cn974 Nov 9 12:47:36 cn974/cn974 ntpd[19725]: synchronized to 10.100.16.250, stratum 3
- 1131569257 2005.11.09 cn810 Nov 9 12:47:37 cn810/cn810 ntpd[28574]: synchronized to 10.100.20.250, stratum 3
- 1131569260 2005.11.09 bn560 Nov 9 12:47:40 bn560/bn560 ntpd[30646]: synchronized to 10.100.10.250, stratum 3
- 1131569262 2005.11.09 cn383 Nov 9 12:47:42 cn383/cn383 ntpd[9567]: synchronized to 10.100.16.250, stratum 3
- 1131569262 2005.11.09 cn664 Nov 9 12:47:42 cn664/cn664 ntpd[21497]: synchronized to 10.100.22.250, stratum 3
- 1131569265 2005.11.09 bn470 Nov 9 12:47:45 bn470/bn470 ntpd[29473]: synchronized to 10.100.22.250, stratum 3
- 1131569270 2005.11.09 cn914 Nov 9 12:47:50 cn914/cn914 ntpd[28922]: synchronized to 10.100.20.250, stratum 3
- 1131569275 2005.11.09 bn145 Nov 9 12:47:55 bn145/bn145 ntpd[22852]: synchronized to 10.100.20.250, stratum 3
- 1131569275 2005.11.09 cn288 Nov 9 12:47:55 cn288/cn288 ntpd[23770]: synchronized to 10.100.20.250, stratum 3
- 1131569275 2005.11.09 cn870 Nov 9 12:47:55 cn870/cn870 ntpd[28510]: synchronized to 10.100.20.250, stratum 3
- 1131569277 2005.11.09 bn403 Nov 9 12:47:57 bn403/bn403 ntpd[28876]: synchronized to 10.100.18.250, stratum 3
- 1131569279 2005.11.09 bn646 Nov 9 12:47:59 bn646/bn646 ntpd[26082]: synchronized to 10.100.16.250, stratum 3
- 1131569281 2005.11.09 cn878 Nov 9 12:48:01 cn878/cn878 ntpd[29115]: synchronized to 10.100.20.250, stratum 3
- 1131569283 2005.11.09 cn997 Nov 9 12:48:03 cn997/cn997 ntpd[19070]: synchronized to 10.100.16.250, stratum 3
- 1131569286 2005.11.09 bn678 Nov 9 12:48:06 bn678/bn678 ntpd[24506]: synchronized to 10.100.18.250, stratum 3
- 1131569286 2005.11.09 bn791 Nov 9 12:48:06 bn791/bn791 ntpd[24282]: synchronized to 10.100.18.250, stratum 3
- 1131569286 2005.11.09 cn278 Nov 9 12:48:06 cn278/cn278 ntpd[10806]: synchronized to 10.100.18.250, stratum 3
- 1131569287 2005.11.09 bn891 Nov 9 12:48:07 bn891/bn891 ntpd[25355]: synchronized to 10.100.16.250, stratum 3
- 1131569291 2005.11.09 cn92 Nov 9 12:48:11 cn92/cn92 ntpd[19774]: synchronized to 10.100.18.250, stratum 3
- 1131569292 2005.11.09 cn828 Nov 9 12:48:12 cn828/cn828 ntpd[28638]: synchronized to 10.100.16.250, stratum 3
- 1131569294 2005.11.09 bn459 Nov 9 12:48:14 bn459/bn459 ntpd[29139]: synchronized to 10.100.20.250, stratum 3
- 1131569296 2005.11.09 cn428 Nov 9 12:48:16 cn428/cn428 ntpd[12704]: synchronized to 10.100.18.250, stratum 3
- 1131569300 2005.11.09 cn269 Nov 9 12:48:20 cn269/cn269 ntpd[12178]: synchronized to 10.100.20.250, stratum 3
- 1131569304 2005.11.09 bn537 Nov 9 12:48:24 bn537/bn537 ntpd[29747]: synchronized to 10.100.14.250, stratum 3
- 1131569307 2005.11.09 cn468 Nov 9 12:48:27 cn468/cn468 ntpd[15480]: synchronized to 10.100.22.250, stratum 3
- 1131569312 2005.11.09 cn409 Nov 9 12:48:32 cn409/cn409 ntpd[13152]: synchronized to 10.100.20.250, stratum 3
- 1131569316 2005.11.09 bn93 Nov 9 12:48:36 bn93/bn93 ntpd[22271]: synchronized to 10.100.20.250, stratum 3
- 1131569316 2005.11.09 cn95 Nov 9 12:48:36 cn95/cn95 ntpd[19781]: synchronized to 10.100.20.250, stratum 3
- 1131569317 2005.11.09 bn867 Nov 9 12:48:37 bn867/bn867 ntpd[31250]: synchronized to 10.100.16.250, stratum 3
- 1131569318 2005.11.09 bn251 Nov 9 12:48:38 bn251/bn251 ntpd[23782]: synchronized to 10.100.20.250, stratum 3
- 1131569318 2005.11.09 cn623 Nov 9 12:48:38 cn623/cn623 ntpd[19028]: synchronized to 10.100.18.250, stratum 3
- 1131569318 2005.11.09 cn623 Nov 9 12:48:38 cn623/cn623 ntpd[19028]: synchronized to 10.100.22.250, stratum 3
- 1131569319 2005.11.09 cn518 Nov 9 12:48:39 cn518/cn518 ntpd[15606]: synchronized to 10.100.18.250, stratum 3
- 1131569319 2005.11.09 cn585 Nov 9 12:48:39 cn585/cn585 ntpd[18604]: synchronized to 10.100.18.250, stratum 3
- 1131569322 2005.11.09 bn934 Nov 9 12:48:42 bn934/bn934 ntpd[26315]: synchronized to 10.100.16.250, stratum 3
- 1131569330 2005.11.09 cn930 Nov 9 12:48:50 cn930/cn930 ntpd[28845]: synchronized to 10.100.22.250, stratum 3
- 1131569331 2005.11.09 cn266 Nov 9 12:48:51 cn266/cn266 ntpd[12066]: synchronized to 10.100.22.250, stratum 3
- 1131569336 2005.11.09 cn509 Nov 9 12:48:56 cn509/cn509 ntpd[13101]: synchronized to 10.100.22.250, stratum 3
- 1131569340 2005.11.09 cn267 Nov 9 12:49:00 cn267/cn267 ntpd[11990]: synchronized to 10.100.16.250, stratum 3
- 1131569343 2005.11.09 cn32 Nov 9 12:49:03 cn32/cn32 ntpd[16725]: synchronized to 10.100.22.250, stratum 3
- 1131569344 2005.11.09 bn451 Nov 9 12:49:04 bn451/bn451 ntpd[29633]: synchronized to 10.100.18.250, stratum 3
- 1131569344 2005.11.09 cn509 Nov 9 12:49:04 cn509/cn509 ntpd[13101]: synchronized to 10.100.18.250, stratum 3
- 1131569350 2005.11.09 bn295 Nov 9 12:49:10 bn295/bn295 ntpd[23968]: synchronized to 10.100.12.250, stratum 3
- 1131569350 2005.11.09 cn274 Nov 9 12:49:10 cn274/cn274 ntpd[10560]: synchronized to 10.100.22.250, stratum 3
- 1131569351 2005.11.09 cn500 Nov 9 12:49:11 cn500/cn500 ntpd[15463]: synchronized to 10.100.20.250, stratum 3
- 1131569352 2005.11.09 cn42 Nov 9 12:49:12 cn42/cn42 ntpd[16924]: synchronized to 10.100.16.250, stratum 3
- 1131569358 2005.11.09 cn926 Nov 9 12:49:18 cn926/cn926 ntpd[28225]: synchronized to 10.100.18.250, stratum 3
- 1131569360 2005.11.09 bn834 Nov 9 12:49:20 bn834/bn834 ntpd[21716]: synchronized to 10.100.20.250, stratum 3
- 1131569360 2005.11.09 cn232 Nov 9 12:49:20 cn232/cn232 ntpd[10673]: synchronized to 10.100.18.250, stratum 3
- 1131569370 2005.11.09 cn974 Nov 9 12:49:30 cn974/cn974 ntpd[19725]: synchronized to 10.100.22.250, stratum 3
- 1131569374 2005.11.09 bn964 Nov 9 12:49:34 bn964/bn964 ntpd[15605]: synchronized to 10.100.22.250, stratum 3
- 1131569379 2005.11.09 bn512 Nov 9 12:49:39 bn512/bn512 ntpd[28490]: synchronized to 10.100.12.250, stratum 3
- 1131569382 2005.11.09 cn918 Nov 9 12:49:42 cn918/cn918 ntpd[29960]: synchronized to 10.100.20.250, stratum 3
- 1131569386 2005.11.09 bn234 Nov 9 12:49:46 bn234/bn234 ntpd[23352]: synchronized to 10.100.14.250, stratum 3
- 1131569388 2005.11.09 cn508 Nov 9 12:49:48 cn508/cn508 ntpd[15811]: synchronized to 10.100.22.250, stratum 3
- 1131569393 2005.11.09 cn873 Nov 9 12:49:53 cn873/cn873 ntpd[29536]: synchronized to 10.100.22.250, stratum 3
- 1131569394 2005.11.09 cn257 Nov 9 12:49:54 cn257/cn257 ntpd[11354]: synchronized to 10.100.16.250, stratum 3
- 1131569394 2005.11.09 cn280 Nov 9 12:49:54 cn280/cn280 ntpd[15536]: synchronized to 10.100.20.250, stratum 3
- 1131569402 2005.11.09 bn106 Nov 9 12:50:02 bn106/bn106 ntpd[22697]: synchronized to 10.100.16.250, stratum 3
- 1131569402 2005.11.09 bn192 Nov 9 12:50:02 bn192/bn192 ntpd[31915]: synchronized to 10.100.8.250, stratum 3
- 1131569404 2005.11.09 cn670 Nov 9 12:50:04 cn670/cn670 ntpd[18560]: synchronized to 10.100.18.250, stratum 3
- 1131569405 2005.11.09 cn850 Nov 9 12:50:05 cn850/cn850 ntpd[28230]: synchronized to 10.100.20.250, stratum 3
- 1131569407 2005.11.09 bn192 Nov 9 12:50:07 bn192/bn192 ntpd[31915]: synchronized to 10.100.12.250, stratum 3
- 1131569408 2005.11.09 cn681 Nov 9 12:50:08 cn681/cn681 ntpd[18283]: synchronized to 10.100.16.250, stratum 3
- 1131569410 2005.11.09 bn791 Nov 9 12:50:10 bn791/bn791 ntpd[24282]: synchronized to 10.100.16.250, stratum 3
- 1131569412 2005.11.09 cn920 Nov 9 12:50:12 cn920/cn920 ntpd[29053]: synchronized to 10.100.20.250, stratum 3
- 1131569416 2005.11.09 bn766 Nov 9 12:50:16 bn766/bn766 ntpd[23292]: synchronized to 10.100.20.250, stratum 3
- 1131569418 2005.11.09 bn962 Nov 9 12:50:18 bn962/bn962 ntpd[16075]: synchronized to 10.100.8.250, stratum 3
- 1131569419 2005.11.09 cn64 Nov 9 12:50:19 cn64/cn64 ntpd[14668]: synchronized to 10.100.20.250, stratum 3
- 1131569423 2005.11.09 cn34 Nov 9 12:50:23 cn34/cn34 ntpd[20478]: synchronized to 10.100.20.250, stratum 3
- 1131569423 2005.11.09 cn835 Nov 9 12:50:23 cn835/cn835 ntpd[28019]: synchronized to 10.100.18.250, stratum 3
- 1131569427 2005.11.09 bn80 Nov 9 12:50:27 bn80/bn80 ntpd[22922]: synchronized to 10.100.20.250, stratum 3
- 1131569428 2005.11.09 cn316 Nov 9 12:50:28 cn316/cn316 ntpd[24483]: synchronized to 10.100.18.250, stratum 3
- 1131569430 2005.11.09 cn849 Nov 9 12:50:30 cn849/cn849 ntpd[28038]: synchronized to 10.100.20.250, stratum 3
- 1131569432 2005.11.09 cn698 Nov 9 12:50:32 cn698/cn698 ntpd[22859]: synchronized to 10.100.18.250, stratum 3
- 1131569433 2005.11.09 cn525 Nov 9 12:50:33 cn525/cn525 ntpd[16011]: synchronized to 10.100.18.250, stratum 3
- 1131569437 2005.11.09 bn79 Nov 9 12:50:37 bn79/bn79 ntpd[22348]: synchronized to 10.100.20.250, stratum 3
- 1131569437 2005.11.09 cn222 Nov 9 12:50:37 cn222/cn222 ntpd[9898]: synchronized to 10.100.18.250, stratum 3
- 1131569438 2005.11.09 bn975 Nov 9 12:50:38 bn975/bn975 ntpd[13594]: synchronized to 10.100.16.250, stratum 3
- 1131569439 2005.11.09 cn358 Nov 9 12:50:39 cn358/cn358 ntpd[9802]: synchronized to 10.100.18.250, stratum 3
- 1131569447 2005.11.09 bn181 Nov 9 12:50:47 bn181/bn181 ntpd[22064]: synchronized to 10.100.18.250, stratum 3
- 1131569450 2005.11.09 bn142 Nov 9 12:50:50 bn142/bn142 ntpd[23546]: synchronized to 10.100.18.250, stratum 3
- 1131569451 2005.11.09 bn562 Nov 9 12:50:51 bn562/bn562 ntpd[4600]: synchronized to 10.100.22.250, stratum 3
- 1131569451 2005.11.09 cn133 Nov 9 12:50:51 cn133/cn133 ntpd[25606]: synchronized to 10.100.22.250, stratum 3
- 1131569453 2005.11.09 cn42 Nov 9 12:50:53 cn42/cn42 ntpd[16924]: synchronized to 10.100.18.250, stratum 3
- 1131569456 2005.11.09 cn180 Nov 9 12:50:56 cn180/cn180 ntpd[15021]: synchronized to 10.100.20.250, stratum 3
- 1131569457 2005.11.09 cn420 Nov 9 12:50:57 cn420/cn420 ntpd[12970]: synchronized to 10.100.20.250, stratum 3
- 1131569459 2005.11.09 cn18 Nov 9 12:50:59 cn18/cn18 ntpd[25277]: synchronized to 10.100.18.250, stratum 3
- 1131569460 2005.11.09 bn758 Nov 9 12:51:00 bn758/bn758 ntpd[23037]: synchronized to 10.100.18.250, stratum 3
- 1131569461 2005.11.09 bn52 Nov 9 12:51:01 bn52/bn52 ntpd[22686]: synchronized to 10.100.18.250, stratum 3
- 1131569462 2005.11.09 cn856 Nov 9 12:51:02 cn856/cn856 ntpd[28172]: synchronized to 10.100.22.250, stratum 3
- 1131569464 2005.11.09 bn955 Nov 9 12:51:04 bn955/bn955 ntpd[16532]: synchronized to 10.100.18.250, stratum 3
- 1131569468 2005.11.09 cn603 Nov 9 12:51:08 cn603/cn603 ntpd[19182]: synchronized to 10.100.22.250, stratum 3
- 1131569475 2005.11.09 bn891 Nov 9 12:51:15 bn891/bn891 ntpd[25355]: synchronized to 10.100.22.250, stratum 3
- 1131569483 2005.11.09 bn115 Nov 9 12:51:23 bn115/bn115 ntpd[22400]: synchronized to 10.100.20.250, stratum 3
- 1131569484 2005.11.09 bn24 Nov 9 12:51:24 bn24/bn24 ntpd[22671]: synchronized to 10.100.18.250, stratum 3
- 1131569485 2005.11.09 cn462 Nov 9 12:51:25 cn462/cn462 ntpd[19359]: synchronized to 10.100.16.250, stratum 3
- 1131569487 2005.11.09 cn917 Nov 9 12:51:27 cn917/cn917 ntpd[29360]: synchronized to 10.100.22.250, stratum 3
- 1131569488 2005.11.09 cn163 Nov 9 12:51:28 cn163/cn163 ntpd[10165]: synchronized to 10.100.20.250, stratum 3
- 1131569489 2005.11.09 bn338 Nov 9 12:51:29 bn338/bn338 ntpd[29108]: synchronized to 10.100.20.250, stratum 3
- 1131569491 2005.11.09 bn438 Nov 9 12:51:31 bn438/bn438 ntpd[29106]: synchronized to 10.100.12.250, stratum 3
- 1131569492 2005.11.09 bn160 Nov 9 12:51:32 bn160/bn160 ntpd[22087]: synchronized to 10.100.18.250, stratum 3
- 1131569494 2005.11.09 cn758 Nov 9 12:51:34 cn758/cn758 ntpd[28753]: synchronized to 10.100.20.250, stratum 3
- 1131569495 2005.11.09 cn519 Nov 9 12:51:35 cn519/cn519 ntpd[16839]: synchronized to 10.100.18.250, stratum 3
- 1131569496 2005.11.09 cn885 Nov 9 12:51:36 cn885/cn885 ntpd[3147]: synchronized to 10.100.16.250, stratum 3
- 1131569499 2005.11.09 cn784 Nov 9 12:51:39 cn784/cn784 ntpd[26978]: synchronized to 10.100.22.250, stratum 3
- 1131569502 2005.11.09 cn624 Nov 9 12:51:42 cn624/cn624 ntpd[18555]: synchronized to 10.100.16.250, stratum 3
- 1131569505 2005.11.09 bn651 Nov 9 12:51:45 bn651/bn651 ntpd[24000]: synchronized to 10.100.20.250, stratum 3
- 1131569505 2005.11.09 cn658 Nov 9 12:51:45 cn658/cn658 ntpd[24187]: synchronized to 10.100.16.250, stratum 3
- 1131569506 2005.11.09 bn491 Nov 9 12:51:46 bn491/bn491 ntpd[29332]: synchronized to 10.100.20.250, stratum 3
- 1131569509 2005.11.09 cn314 Nov 9 12:51:49 cn314/cn314 ntpd[23612]: synchronized to 10.100.20.250, stratum 3
- 1131569514 2005.11.09 bn656 Nov 9 12:51:54 bn656/bn656 ntpd[23267]: synchronized to 10.100.20.250, stratum 3
- 1131569517 2005.11.09 cn669 Nov 9 12:51:57 cn669/cn669 ntpd[18564]: synchronized to 10.100.22.250, stratum 3
- 1131569519 2005.11.09 cn862 Nov 9 12:51:59 cn862/cn862 ntpd[27427]: synchronized to 10.100.18.250, stratum 3
- 1131569524 2005.11.09 cn493 Nov 9 12:52:04 cn493/cn493 ntpd[15332]: synchronized to 10.100.22.250, stratum 3
- 1131569526 2005.11.09 cn270 Nov 9 12:52:06 cn270/cn270 ntpd[11213]: synchronized to 10.100.22.250, stratum 3
- 1131569528 2005.11.09 bn1010 Nov 9 12:52:08 bn1010/bn1010 ntpd[15508]: synchronized to 10.100.20.250, stratum 3
- 1131569528 2005.11.09 bn886 Nov 9 12:52:08 bn886/bn886 ntpd[25137]: synchronized to 10.100.22.250, stratum 3
- 1131569528 2005.11.09 cn33 Nov 9 12:52:08 cn33/cn33 ntpd[17565]: synchronized to 10.100.18.250, stratum 3
- 1131569535 2005.11.09 bn24 Nov 9 12:52:15 bn24/bn24 ntpd[22671]: synchronized to 10.100.20.250, stratum 3
- 1131569538 2005.11.09 bn497 Nov 9 12:52:18 bn497/bn497 ntpd[28724]: synchronized to 10.100.22.250, stratum 3
- 1131569538 2005.11.09 cn357 Nov 9 12:52:18 cn357/cn357 ntpd[9795]: synchronized to 10.100.18.250, stratum 3
- 1131569540 2005.11.09 cn574 Nov 9 12:52:20 cn574/cn574 ntpd[17810]: synchronized to 10.100.22.250, stratum 3
- 1131569546 2005.11.09 cn128 Nov 9 12:52:26 cn128/cn128 ntpd[1872]: synchronized to 10.100.20.250, stratum 3
- 1131569548 2005.11.09 cn334 Nov 9 12:52:28 cn334/cn334 ntpd[22729]: synchronized to 10.100.18.250, stratum 3
- 1131569550 2005.11.09 bn920 Nov 9 12:52:30 bn920/bn920 ntpd[24980]: synchronized to 10.100.20.250, stratum 3
- 1131569553 2005.11.09 bn415 Nov 9 12:52:33 bn415/bn415 ntpd[28452]: synchronized to 10.100.18.250, stratum 3
- 1131569553 2005.11.09 cn181 Nov 9 12:52:33 cn181/cn181 ntpd[10728]: synchronized to 10.100.22.250, stratum 3
- 1131569555 2005.11.09 bn90 Nov 9 12:52:35 bn90/bn90 ntpd[22838]: synchronized to 10.100.18.250, stratum 3
- 1131569555 2005.11.09 cn379 Nov 9 12:52:35 cn379/cn379 ntpd[10573]: synchronized to 10.100.20.250, stratum 3
- 1131569558 2005.11.09 bn535 Nov 9 12:52:38 bn535/bn535 ntpd[29717]: synchronized to 10.100.18.250, stratum 3
- 1131569560 2005.11.09 bn867 Nov 9 12:52:40 bn867/bn867 ntpd[31250]: synchronized to 10.100.20.250, stratum 3
- 1131569561 2005.11.09 cn175 Nov 9 12:52:41 cn175/cn175 ntpd[9297]: synchronized to 10.100.18.250, stratum 3
