- 1132588427 2005.11.21 R43-M0-N0-I:J18-U01 2005-11-21-07.53.47.116201 R43-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
- 1132609448 2005.11.21 R10-M0-NC-I:J18-U11 2005-11-21-13.44.08.701622 R10-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609448 2005.11.21 R64-M0-NC-I:J18-U11 2005-11-21-13.44.08.847218 R64-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609449 2005.11.21 R25-M1-N8-I:J18-U01 2005-11-21-13.44.09.096925 R25-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609449 2005.11.21 R25-M1-NC-I:J18-U01 2005-11-21-13.44.09.273779 R25-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609449 2005.11.21 R67-M1-N4-I:J18-U11 2005-11-21-13.44.09.769529 R67-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609449 2005.11.21 R67-M1-N4-I:J18-U01 2005-11-21-13.44.09.998967 R67-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609450 2005.11.21 R67-M1-N0-I:J18-U11 2005-11-21-13.44.10.312288 R67-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609450 2005.11.21 R37-M0-N4-I:J18-U01 2005-11-21-13.44.10.693793 R37-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609455 2005.11.21 R31-M1-NC-I:J18-U01 2005-11-21-13.44.15.705953 R31-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609456 2005.11.21 R76-M0-NC-I:J18-U01 2005-11-21-13.44.16.085985 R76-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609456 2005.11.21 R70-M1-N0-I:J18-U01 2005-11-21-13.44.16.387941 R70-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609456 2005.11.21 R70-M1-N8-I:J18-U01 2005-11-21-13.44.16.605171 R70-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609456 2005.11.21 R73-M1-N0-I:J18-U11 2005-11-21-13.44.16.762361 R73-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609456 2005.11.21 R73-M1-N0-I:J18-U01 2005-11-21-13.44.16.931332 R73-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609457 2005.11.21 R70-M0-NC-I:J18-U01 2005-11-21-13.44.17.119384 R70-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609457 2005.11.21 R70-M1-N4-I:J18-U11 2005-11-21-13.44.17.291156 R70-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609457 2005.11.21 R70-M1-N4-I:J18-U01 2005-11-21-13.44.17.437970 R70-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609457 2005.11.21 R70-M0-N0-I:J18-U11 2005-11-21-13.44.17.624462 R70-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609457 2005.11.21 R70-M0-N8-I:J18-U01 2005-11-21-13.44.17.797176 R70-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609457 2005.11.21 R46-M0-N0-I:J18-U01 2005-11-21-13.44.17.956304 R46-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609458 2005.11.21 R46-M1-N4-I:J18-U11 2005-11-21-13.44.18.628974 R46-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609459 2005.11.21 R73-M0-N4-I:J18-U01 2005-11-21-13.44.19.001210 R73-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609459 2005.11.21 R76-M1-N4-I:J18-U11 2005-11-21-13.44.19.221542 R76-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609459 2005.11.21 R61-M1-N8-I:J18-U01 2005-11-21-13.44.19.675722 R61-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000045f
- 1132609459 2005.11.21 R61-M1-N0-I:J18-U11 2005-11-21-13.44.19.858118 R61-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609460 2005.11.21 R61-M0-N4-I:J18-U01 2005-11-21-13.44.20.191735 R61-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609461 2005.11.21 R46-M1-N0-I:J18-U01 2005-11-21-13.44.21.277782 R46-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609461 2005.11.21 R46-M0-NC-I:J18-U11 2005-11-21-13.44.21.438997 R46-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609461 2005.11.21 R46-M0-NC-I:J18-U01 2005-11-21-13.44.21.591317 R46-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609461 2005.11.21 R73-M0-N0-I:J18-U11 2005-11-21-13.44.21.740539 R73-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609461 2005.11.21 R73-M0-N0-I:J18-U01 2005-11-21-13.44.21.904698 R73-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609462 2005.11.21 R76-M1-N0-I:J18-U11 2005-11-21-13.44.22.864612 R76-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609464 2005.11.21 R10-M0-N0-I:J18-U01 2005-11-21-13.44.24.789400 R10-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609464 2005.11.21 R10-M1-NC-I:J18-U11 2005-11-21-13.44.24.931639 R10-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609465 2005.11.21 R10-M1-N8-I:J18-U01 2005-11-21-13.44.25.092274 R10-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609465 2005.11.21 R16-M0-N8-I:J18-U11 2005-11-21-13.44.25.654017 R16-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609465 2005.11.21 R16-M0-N8-I:J18-U01 2005-11-21-13.44.25.807106 R16-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609466 2005.11.21 R16-M1-N4-I:J18-U11 2005-11-21-13.44.26.148125 R16-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609466 2005.11.21 R10-M0-N8-I:J18-U01 2005-11-21-13.44.26.573045 R10-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609467 2005.11.21 R10-M1-N0-I:J18-U11 2005-11-21-13.44.27.492793 R10-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609467 2005.11.21 R07-M1-N4-I:J18-U11 2005-11-21-13.44.27.664978 R07-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000045f
- 1132609467 2005.11.21 R16-M0-NC-I:J18-U11 2005-11-21-13.44.27.836110 R16-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609468 2005.11.21 R16-M1-N8-I:J18-U11 2005-11-21-13.44.28.970863 R16-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609469 2005.11.21 R16-M1-N8-I:J18-U01 2005-11-21-13.44.29.135457 R16-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609471 2005.11.21 R16-M1-NC-I:J18-U11 2005-11-21-13.44.31.224007 R16-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609471 2005.11.21 R46-M0-N4-I:J18-U11 2005-11-21-13.44.31.534867 R46-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609473 2005.11.21 R04-M0-N0-I:J18-U01 2005-11-21-13.44.33.168646 R04-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609473 2005.11.21 R01-M0-N0-I:J18-U01 2005-11-21-13.44.33.731409 R01-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609475 2005.11.21 R07-M0-N8-I:J18-U01 2005-11-21-13.44.35.077142 R07-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609475 2005.11.21 R01-M1-NC-I:J18-U01 2005-11-21-13.44.35.456209 R01-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609476 2005.11.21 R04-M1-N8-I:J18-U01 2005-11-21-13.44.36.050422 R04-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609476 2005.11.21 R07-M0-NC-I:J18-U11 2005-11-21-13.44.36.390979 R07-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609476 2005.11.21 R07-M0-N0-I:J18-U11 2005-11-21-13.44.36.581088 R07-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609476 2005.11.21 R07-M0-N0-I:J18-U01 2005-11-21-13.44.36.718402 R07-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609477 2005.11.21 R13-M1-NC-I:J18-U01 2005-11-21-13.44.37.471543 R13-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609477 2005.11.21 R07-M1-N8-I:J18-U01 2005-11-21-13.44.37.633956 R07-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609477 2005.11.21 R07-M1-NC-I:J18-U11 2005-11-21-13.44.37.771276 R07-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609477 2005.11.21 R07-M1-NC-I:J18-U01 2005-11-21-13.44.37.945997 R07-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609478 2005.11.21 R07-M1-N0-I:J18-U11 2005-11-21-13.44.38.102059 R07-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609478 2005.11.21 R07-M1-N0-I:J18-U01 2005-11-21-13.44.38.268733 R07-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609478 2005.11.21 R07-M0-N4-I:J18-U01 2005-11-21-13.44.38.628740 R07-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609478 2005.11.21 R01-M0-N8-I:J18-U01 2005-11-21-13.44.38.833701 R01-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609479 2005.11.21 R04-M0-N8-I:J18-U01 2005-11-21-13.44.39.656213 R04-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609479 2005.11.21 R13-M1-N0-I:J18-U11 2005-11-21-13.44.39.812465 R13-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609480 2005.11.21 R13-M1-N4-I:J18-U01 2005-11-21-13.44.40.306743 R13-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609481 2005.11.21 R04-M1-NC-I:J18-U11 2005-11-21-13.44.41.662232 R04-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609482 2005.11.21 R04-M1-N4-I:J18-U11 2005-11-21-13.44.42.567016 R04-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609484 2005.11.21 R55-M1-NC-I:J18-U01 2005-11-21-13.44.44.267803 R55-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609484 2005.11.21 R55-M1-N4-I:J18-U01 2005-11-21-13.44.44.795737 R55-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000045f
- 1132609485 2005.11.21 R55-M0-N8-I:J18-U01 2005-11-21-13.44.45.969432 R55-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609487 2005.11.21 R40-M1-N4-I:J18-U01 2005-11-21-13.44.47.134216 R40-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609488 2005.11.21 R25-M0-N4-I:J18-U11 2005-11-21-13.44.48.119550 R25-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609488 2005.11.21 R40-M0-N0-I:J18-U11 2005-11-21-13.44.48.647882 R40-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609488 2005.11.21 R40-M0-N0-I:J18-U01 2005-11-21-13.44.48.800734 R40-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609488 2005.11.21 R43-M1-N0-I:J18-U11 2005-11-21-13.44.48.978014 R43-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609489 2005.11.21 R31-M0-N8-I:J18-U01 2005-11-21-13.44.49.467713 R31-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609489 2005.11.21 R22-M1-NC-I:J18-U11 2005-11-21-13.44.49.771420 R22-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609490 2005.11.21 R31-M0-NC-I:J18-U01 2005-11-21-13.44.50.226116 R31-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609490 2005.11.21 R37-M0-N0-I:J18-U11 2005-11-21-13.44.50.676585 R37-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000045f
- 1132609491 2005.11.21 R37-M1-N0-I:J18-U01 2005-11-21-13.44.51.099201 R37-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609491 2005.11.21 R37-M0-N8-I:J18-U11 2005-11-21-13.44.51.263350 R37-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609491 2005.11.21 R37-M0-N8-I:J18-U01 2005-11-21-13.44.51.410011 R37-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609491 2005.11.21 R37-M1-N8-I:J18-U11 2005-11-21-13.44.51.723196 R37-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609491 2005.11.21 R52-M1-N0-I:J18-U11 2005-11-21-13.44.51.907905 R52-M1-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609492 2005.11.21 R52-M1-N0-I:J18-U01 2005-11-21-13.44.52.056765 R52-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609492 2005.11.21 R25-M0-N0-I:J18-U01 2005-11-21-13.44.52.431422 R25-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609494 2005.11.21 R67-M0-N4-I:J18-U11 2005-11-21-13.44.54.811819 R67-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609496 2005.11.21 R67-M0-N0-I:J18-U11 2005-11-21-13.44.56.184018 R67-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609496 2005.11.21 R67-M0-N8-I:J18-U11 2005-11-21-13.44.56.360108 R67-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609496 2005.11.21 R67-M0-NC-I:J18-U11 2005-11-21-13.44.56.496606 R67-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609497 2005.11.21 R52-M1-NC-I:J18-U11 2005-11-21-13.44.57.031635 R52-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609498 2005.11.21 R55-M1-N8-I:J18-U11 2005-11-21-13.44.58.435212 R55-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609498 2005.11.21 R43-M1-N8-I:J18-U11 2005-11-21-13.44.58.588842 R43-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609498 2005.11.21 R31-M1-N8-I:J18-U01 2005-11-21-13.44.58.759885 R31-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609498 2005.11.21 R43-M0-N4-I:J18-U01 2005-11-21-13.44.58.909215 R43-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609499 2005.11.21 R34-M0-N4-I:J18-U01 2005-11-21-13.44.59.213358 R34-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609499 2005.11.21 R34-M1-N4-I:J18-U01 2005-11-21-13.44.59.761242 R34-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609500 2005.11.21 R52-M0-NC-I:J18-U11 2005-11-21-13.45.00.216051 R52-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609500 2005.11.21 R52-M0-N4-I:J18-U01 2005-11-21-13.45.00.387013 R52-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609500 2005.11.21 R43-M1-N4-I:J18-U01 2005-11-21-13.45.00.746895 R43-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609501 2005.11.21 R34-M1-N0-I:J18-U01 2005-11-21-13.45.01.199656 R34-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609502 2005.11.21 R43-M0-NC-I:J18-U01 2005-11-21-13.45.02.060848 R43-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609502 2005.11.21 R10-M0-NC-I:J18-U01 2005-11-21-13.45.02.357492 R10-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609502 2005.11.21 R64-M1-N0-I:J18-U01 2005-11-21-13.45.02.501528 R64-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609502 2005.11.21 R25-M1-N8-I:J18-U11 2005-11-21-13.45.02.651072 R25-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609502 2005.11.21 R25-M1-NC-I:J18-U11 2005-11-21-13.45.02.801705 R25-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609503 2005.11.21 R37-M0-N4-I:J18-U11 2005-11-21-13.45.03.295650 R37-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609505 2005.11.21 R73-M1-N8-I:J18-U01 2005-11-21-13.45.05.232405 R73-M1-N8-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609505 2005.11.21 R76-M1-NC-I:J18-U11 2005-11-21-13.45.05.452013 R76-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609505 2005.11.21 R70-M1-N8-I:J18-U11 2005-11-21-13.45.05.971888 R70-M1-N8-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609506 2005.11.21 R70-M1-NC-I:J18-U01 2005-11-21-13.45.06.205285 R70-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044a
- 1132609506 2005.11.21 R61-M0-N0-I:J18-U11 2005-11-21-13.45.06.410933 R61-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609506 2005.11.21 R61-M1-NC-I:J18-U11 2005-11-21-13.45.06.555727 R61-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609506 2005.11.21 R61-M1-NC-I:J18-U01 2005-11-21-13.45.06.705903 R61-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609507 2005.11.21 R61-M1-N4-I:J18-U11 2005-11-21-13.45.07.053841 R61-M1-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x00000462
- 1132609507 2005.11.21 R76-M0-N0-I:J18-U11 2005-11-21-13.45.07.476919 R76-M0-N0-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609507 2005.11.21 R76-M0-N0-I:J18-U01 2005-11-21-13.45.07.621806 R76-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000045f
- 1132609508 2005.11.21 R76-M1-N0-I:J18-U01 2005-11-21-13.45.08.106490 R76-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609509 2005.11.21 R10-M1-NC-I:J18-U01 2005-11-21-13.45.09.251099 R10-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609509 2005.11.21 R76-M0-N4-I:J18-U11 2005-11-21-13.45.09.416626 R76-M0-N4-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609510 2005.11.21 R10-M1-N0-I:J18-U01 2005-11-21-13.45.10.346956 R10-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609511 2005.11.21 R16-M1-NC-I:J18-U01 2005-11-21-13.45.11.837919 R16-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132609512 2005.11.21 R46-M0-N4-I:J18-U01 2005-11-21-13.45.12.160517 R46-M0-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x0000044d
- 1132611591 2005.11.21 R31-M1-NC-C:J17-U11 2005-11-21-14.19.51.373483 R31-M1-NC-C:J17-U11 RAS KERNEL INFO 1 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 251 seconds
- 1132611592 2005.11.21 R55-M0-N9-C:J06-U11 2005-11-21-14.19.52.064517 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 252 seconds
- 1132611592 2005.11.21 R55-M0-N9-C:J06-U11 2005-11-21-14.19.52.162954 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected over 252 seconds
- 1132611592 2005.11.21 R07-M0-N8-C:J11-U11 2005-11-21-14.19.52.966740 R07-M0-N8-C:J11-U11 RAS KERNEL INFO 1 ddr error(s) detected and corrected on rank 0, symbol 27 over 252 seconds
- 1132611593 2005.11.21 R07-M0-N8-C:J11-U11 2005-11-21-14.19.53.056872 R07-M0-N8-C:J11-U11 RAS KERNEL INFO CE sym 27, at 0x0a3bf660, mask 0x02
- 1132611593 2005.11.21 R07-M0-N8-C:J11-U11 2005-11-21-14.19.53.168272 R07-M0-N8-C:J11-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected over 252 seconds
- 1132612854 2005.11.21 R55-M0-N9-C:J06-U11 2005-11-21-14.40.54.429870 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected over 515 seconds
APPTO 1132613186 2005.11.21 R40-M1-N4-I:J18-U01 2005-11-21-14.46.26.888075 R40-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41425, Connection timed out
APPTO 1132613187 2005.11.21 R64-M0-N4-I:J18-U11 2005-11-21-14.46.27.132972 R64-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41362, Connection timed out
