1131366699 2005.11.07 R55-M1-N0-I:J18-U11 2005-11-07-04.31.39.161237 R55-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
1131372832 2005.11.07 R55-M0-N0-C:J09-U11 2005-11-07-06.13.52.474584 R55-M0-N0-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372832 2005.11.07 R22-M1-N8-C:J09-U01 2005-11-07-06.13.52.568873 R22-M1-N8-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372832 2005.11.07 R37-M1-NC-C:J09-U01 2005-11-07-06.13.52.771543 R37-M1-NC-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372833 2005.11.07 R52-M0-NB-C:J05-U01 2005-11-07-06.13.53.065294 R52-M0-NB-C:J05-U01 RAS KERNEL INFO 2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
1131372833 2005.11.07 R67-M1-N3-C:J09-U01 2005-11-07-06.13.53.251156 R67-M1-N3-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372833 2005.11.07 R61-M1-N4-C:J03-U11 2005-11-07-06.13.53.543176 R61-M1-N4-C:J03-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372833 2005.11.07 R31-M0-N3-C:J03-U01 2005-11-07-06.13.53.645978 R31-M0-N3-C:J03-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372833 2005.11.07 R04-M1-N7-C:J09-U01 2005-11-07-06.13.53.854404 R04-M1-N7-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372834 2005.11.07 R43-M0-NE-C:J14-U01 2005-11-07-06.13.54.058926 R43-M0-NE-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372834 2005.11.07 R34-M1-N6-C:J14-U11 2005-11-07-06.13.54.381940 R34-M1-N6-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372834 2005.11.07 R31-M1-NB-C:J12-U11 2005-11-07-06.13.54.496011 R31-M1-NB-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372834 2005.11.07 R22-M0-N6-C:J10-U01 2005-11-07-06.13.54.620638 R22-M0-N6-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372834 2005.11.07 R25-M1-NF-C:J12-U11 2005-11-07-06.13.54.728459 R25-M1-NF-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372834 2005.11.07 R67-M0-ND-C:J14-U11 2005-11-07-06.13.54.835884 R67-M0-ND-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372835 2005.11.07 R04-M1-N9-C:J14-U11 2005-11-07-06.13.55.285513 R04-M1-N9-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372835 2005.11.07 R55-M1-NC-C:J12-U01 2005-11-07-06.13.55.865915 R55-M1-NC-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372836 2005.11.07 R52-M1-N3-C:J08-U01 2005-11-07-06.13.56.384950 R52-M1-N3-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372836 2005.11.07 R64-M0-N8-C:J08-U11 2005-11-07-06.13.56.835117 R64-M0-N8-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372837 2005.11.07 R73-M0-NF-C:J08-U11 2005-11-07-06.13.57.188001 R73-M0-NF-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372837 2005.11.07 R04-M0-N3-C:J02-U01 2005-11-07-06.13.57.762327 R04-M0-N3-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372838 2005.11.07 R10-M0-N7-C:J17-U01 2005-11-07-06.13.58.417598 R10-M0-N7-C:J17-U01 RAS KERNEL INFO CE sym 14, at 0x145e5be0, mask 0x01
1131372839 2005.11.07 R10-M0-N7-C:J17-U01 2005-11-07-06.13.59.003922 R10-M0-N7-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
1131372991 2005.11.07 R43-M1-N2-C:J11-U11 2005-11-07-06.16.31.355608 R43-M1-N2-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372991 2005.11.07 R64-M1-N7-C:J13-U11 2005-11-07-06.16.31.457617 R64-M1-N7-C:J13-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372991 2005.11.07 R34-M0-N8-C:J13-U11 2005-11-07-06.16.31.655113 R34-M0-N8-C:J13-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372992 2005.11.07 R61-M0-NC-C:J13-U01 2005-11-07-06.16.32.258325 R61-M0-NC-C:J13-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372992 2005.11.07 R01-M0-N3-C:J13-U11 2005-11-07-06.16.32.449772 R01-M0-N3-C:J13-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372992 2005.11.07 R07-M1-NE-C:J15-U11 2005-11-07-06.16.32.648040 R07-M1-NE-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372992 2005.11.07 R55-M0-N0-C:J09-U11 2005-11-07-06.16.32.749094 R55-M0-N0-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372992 2005.11.07 R22-M1-N8-C:J09-U01 2005-11-07-06.16.32.844463 R22-M1-N8-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372993 2005.11.07 R37-M1-NC-C:J09-U01 2005-11-07-06.16.33.069818 R37-M1-NC-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372993 2005.11.07 R52-M0-NB-C:J05-U01 2005-11-07-06.16.33.418813 R52-M0-NB-C:J05-U01 RAS KERNEL INFO 36 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
1131372993 2005.11.07 R67-M1-N3-C:J09-U01 2005-11-07-06.16.33.641651 R67-M1-N3-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372993 2005.11.07 R61-M1-N4-C:J03-U11 2005-11-07-06.16.33.963952 R61-M1-N4-C:J03-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372994 2005.11.07 R31-M0-N3-C:J03-U01 2005-11-07-06.16.34.083189 R31-M0-N3-C:J03-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372994 2005.11.07 R04-M1-N7-C:J09-U01 2005-11-07-06.16.34.323008 R04-M1-N7-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372994 2005.11.07 R43-M0-NE-C:J14-U01 2005-11-07-06.16.34.563179 R43-M0-NE-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372994 2005.11.07 R34-M1-N6-C:J14-U11 2005-11-07-06.16.34.945984 R34-M1-N6-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372995 2005.11.07 R31-M1-NB-C:J12-U11 2005-11-07-06.16.35.064946 R31-M1-NB-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372995 2005.11.07 R22-M0-N6-C:J10-U01 2005-11-07-06.16.35.184453 R22-M0-N6-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372995 2005.11.07 R25-M1-NF-C:J12-U11 2005-11-07-06.16.35.298371 R25-M1-NF-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372995 2005.11.07 R67-M0-ND-C:J14-U11 2005-11-07-06.16.35.419591 R67-M0-ND-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372995 2005.11.07 R04-M1-N9-C:J14-U11 2005-11-07-06.16.35.848883 R04-M1-N9-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372996 2005.11.07 R55-M1-NC-C:J12-U01 2005-11-07-06.16.36.398403 R55-M1-NC-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372996 2005.11.07 R55-M0-N9-C:J06-U11 2005-11-07-06.16.36.866280 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
1131372997 2005.11.07 R52-M1-N3-C:J08-U01 2005-11-07-06.16.37.099686 R52-M1-N3-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372997 2005.11.07 R64-M0-N8-C:J08-U11 2005-11-07-06.16.37.589731 R64-M0-N8-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372997 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.16.37.949802 R73-M1-NC-C:J06-U01 RAS KERNEL INFO 5 ddr errors(s) detected and corrected on rank 0, symbol 7, bit 4
1131372998 2005.11.07 R73-M0-NF-C:J08-U11 2005-11-07-06.16.38.069022 R73-M0-NF-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372998 2005.11.07 R04-M0-N3-C:J02-U01 2005-11-07-06.16.38.666032 R04-M0-N3-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 0 out of 1024 #ofDirtyDblWord: 0 out of 4096
1131372999 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.16.39.199542 R73-M1-NC-C:J06-U01 RAS KERNEL INFO CE sym 7, at 0x01787dc0, mask 0x08
1131372999 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.16.39.516707 R73-M1-NC-C:J06-U01 RAS KERNEL INFO CE sym 7, at 0x01787dc0, mask 0x08
1131372999 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.16.39.816908 R73-M1-NC-C:J06-U01 RAS KERNEL INFO CE sym 7, at 0x01787dc0, mask 0x08
1131373000 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.16.40.117296 R73-M1-NC-C:J06-U01 RAS KERNEL INFO CE sym 7, at 0x01787dc0, mask 0x08
1131373000 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.16.40.415293 R73-M1-NC-C:J06-U01 RAS KERNEL INFO CE sym 7, at 0x01787dc0, mask 0x08
1131373000 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.16.40.715278 R73-M1-NC-C:J06-U01 RAS KERNEL INFO total of 5 ddr error(s) detected and corrected
1131373770 2005.11.07 R43-M0-NE-C:J14-U01 2005-11-07-06.29.30.695002 R43-M0-NE-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 860 out of 1024 #ofDirtyDblWord: 2905 out of 4096
1131373780 2005.11.07 R16-M1-N6-C:J11-U11 2005-11-07-06.29.40.056582 R16-M1-N6-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 135 out of 1024 #ofDirtyDblWord: 415 out of 4096
1131373784 2005.11.07 R61-M1-N4-C:J03-U11 2005-11-07-06.29.44.715255 R61-M1-N4-C:J03-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 883 out of 1024 #ofDirtyDblWord: 2449 out of 4096
1131373788 2005.11.07 R07-M1-NE-C:J15-U11 2005-11-07-06.29.48.304070 R07-M1-NE-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 884 out of 1024 #ofDirtyDblWord: 2846 out of 4096
1131373789 2005.11.07 R67-M0-ND-C:J14-U11 2005-11-07-06.29.49.306673 R67-M0-ND-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 956 out of 1024 #ofDirtyDblWord: 3089 out of 4096
1131373803 2005.11.07 R01-M0-N3-C:J13-U11 2005-11-07-06.30.03.381843 R01-M0-N3-C:J13-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 905 out of 1024 #ofDirtyDblWord: 2801 out of 4096
1131373807 2005.11.07 R64-M1-N7-C:J13-U11 2005-11-07-06.30.07.427664 R64-M1-N7-C:J13-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 859 out of 1024 #ofDirtyDblWord: 2791 out of 4096
1131373809 2005.11.07 R22-M0-N6-C:J10-U01 2005-11-07-06.30.09.525275 R22-M0-N6-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 899 out of 1024 #ofDirtyDblWord: 2874 out of 4096
1131373810 2005.11.07 R25-M0-NC-C:J05-U01 2005-11-07-06.30.10.784929 R25-M0-NC-C:J05-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 118 out of 1024 #ofDirtyDblWord: 366 out of 4096
1131373812 2005.11.07 R34-M0-N8-C:J13-U11 2005-11-07-06.30.12.977603 R34-M0-N8-C:J13-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 913 out of 1024 #ofDirtyDblWord: 2792 out of 4096
1131373813 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.30.13.184270 R73-M1-NC-C:J06-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 7, bit 4
1131373813 2005.11.07 R55-M0-N0-C:J09-U11 2005-11-07-06.30.13.458045 R55-M0-N0-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 886 out of 1024 #ofDirtyDblWord: 2795 out of 4096
1131373813 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.30.13.540793 R73-M1-NC-C:J06-U01 RAS KERNEL INFO CE sym 7, at 0x01787dc0, mask 0x08
1131373813 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.30.13.814775 R73-M1-NC-C:J06-U01 RAS KERNEL INFO CE sym 7, at 0x01787dc0, mask 0x08
1131373814 2005.11.07 R73-M1-NC-C:J06-U01 2005-11-07-06.30.14.070684 R73-M1-NC-C:J06-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
1131373815 2005.11.07 R34-M0-NF-C:J08-U01 2005-11-07-06.30.15.340928 R34-M0-NF-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 119 out of 1024 #ofDirtyDblWord: 402 out of 4096
1131373815 2005.11.07 R10-M0-N7-C:J17-U01 2005-11-07-06.30.15.886153 R10-M0-N7-C:J17-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 14, bit 7
1131373815 2005.11.07 R37-M1-NC-C:J09-U01 2005-11-07-06.30.15.979196 R37-M1-NC-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 947 out of 1024 #ofDirtyDblWord: 2919 out of 4096
1131373816 2005.11.07 R10-M0-N7-C:J17-U01 2005-11-07-06.30.16.246541 R10-M0-N7-C:J17-U01 RAS KERNEL INFO CE sym 14, at 0x145e5be0, mask 0x01
1131373816 2005.11.07 R10-M0-N7-C:J17-U01 2005-11-07-06.30.16.599404 R10-M0-N7-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
1131373818 2005.11.07 R43-M1-N2-C:J11-U11 2005-11-07-06.30.18.222897 R43-M1-N2-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 913 out of 1024 #ofDirtyDblWord: 2804 out of 4096
1131373818 2005.11.07 R40-M0-N4-C:J09-U01 2005-11-07-06.30.18.474524 R40-M0-N4-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 131 out of 1024 #ofDirtyDblWord: 421 out of 4096
1131373818 2005.11.07 R04-M1-N9-C:J14-U11 2005-11-07-06.30.18.556461 R04-M1-N9-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 840 out of 1024 #ofDirtyDblWord: 2720 out of 4096
1131373819 2005.11.07 R16-M0-N5-C:J06-U01 2005-11-07-06.30.19.322765 R16-M0-N5-C:J06-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 119 out of 1024 #ofDirtyDblWord: 387 out of 4096
1131373821 2005.11.07 R04-M0-N3-C:J02-U01 2005-11-07-06.30.21.460907 R04-M0-N3-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 887 out of 1024 #ofDirtyDblWord: 2749 out of 4096
1131373822 2005.11.07 R76-M0-N8-C:J05-U11 2005-11-07-06.30.22.227194 R76-M0-N8-C:J05-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 132 out of 1024 #ofDirtyDblWord: 408 out of 4096
1131373826 2005.11.07 R13-M1-N2-C:J07-U01 2005-11-07-06.30.26.998268 R13-M1-N2-C:J07-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 141 out of 1024 #ofDirtyDblWord: 434 out of 4096
1131373828 2005.11.07 R70-M0-N6-C:J15-U11 2005-11-07-06.30.28.411869 R70-M0-N6-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 136 out of 1024 #ofDirtyDblWord: 444 out of 4096
1131373828 2005.11.07 R13-M0-NA-C:J16-U11 2005-11-07-06.30.28.502982 R13-M0-NA-C:J16-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 148 out of 1024 #ofDirtyDblWord: 463 out of 4096
1131373828 2005.11.07 R67-M1-NC-C:J04-U01 2005-11-07-06.30.28.605095 R67-M1-NC-C:J04-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 155 out of 1024 #ofDirtyDblWord: 465 out of 4096
1131373831 2005.11.07 R67-M1-N3-C:J09-U01 2005-11-07-06.30.31.307812 R67-M1-N3-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 824 out of 1024 #ofDirtyDblWord: 2609 out of 4096
1131373831 2005.11.07 R52-M1-N3-C:J08-U01 2005-11-07-06.30.31.573383 R52-M1-N3-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 837 out of 1024 #ofDirtyDblWord: 2785 out of 4096
1131373833 2005.11.07 R61-M0-NC-C:J13-U01 2005-11-07-06.30.33.337525 R61-M0-NC-C:J13-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 872 out of 1024 #ofDirtyDblWord: 2835 out of 4096
1131373835 2005.11.07 R73-M1-N1-C:J16-U11 2005-11-07-06.30.35.020934 R73-M1-N1-C:J16-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 1
1131373835 2005.11.07 R73-M1-N1-C:J16-U11 2005-11-07-06.30.35.323408 R73-M1-N1-C:J16-U11 RAS KERNEL INFO CE sym 2, at 0x00130980, mask 0x40
1131373835 2005.11.07 R73-M1-N1-C:J16-U11 2005-11-07-06.30.35.575444 R73-M1-N1-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
1131373836 2005.11.07 R10-M1-N5-C:J15-U01 2005-11-07-06.30.36.443758 R10-M1-N5-C:J15-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 130 out of 1024 #ofDirtyDblWord: 417 out of 4096
1131373837 2005.11.07 R01-M0-NC-C:J08-U11 2005-11-07-06.30.37.596887 R01-M0-NC-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 143 out of 1024 #ofDirtyDblWord: 412 out of 4096
1131373839 2005.11.07 R73-M0-NF-C:J08-U11 2005-11-07-06.30.39.720282 R73-M0-NF-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 885 out of 1024 #ofDirtyDblWord: 2791 out of 4096
1131373841 2005.11.07 R31-M0-N3-C:J03-U01 2005-11-07-06.30.41.055108 R31-M0-N3-C:J03-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 872 out of 1024 #ofDirtyDblWord: 2616 out of 4096
1131373841 2005.11.07 R40-M1-NB-C:J05-U11 2005-11-07-06.30.41.819593 R40-M1-NB-C:J05-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 126 out of 1024 #ofDirtyDblWord: 377 out of 4096
1131373842 2005.11.07 R04-M1-N7-C:J09-U01 2005-11-07-06.30.42.437313 R04-M1-N7-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 844 out of 1024 #ofDirtyDblWord: 2772 out of 4096
1131373843 2005.11.07 R73-M0-N1-C:J16-U11 2005-11-07-06.30.43.573597 R73-M0-N1-C:J16-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 121 out of 1024 #ofDirtyDblWord: 412 out of 4096
1131373844 2005.11.07 R55-M0-N7-C:J04-U01 2005-11-07-06.30.44.639828 R55-M0-N7-C:J04-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 136 out of 1024 #ofDirtyDblWord: 429 out of 4096
1131373845 2005.11.07 R31-M1-NB-C:J12-U11 2005-11-07-06.30.45.585726 R31-M1-NB-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 894 out of 1024 #ofDirtyDblWord: 2670 out of 4096
1131373845 2005.11.07 R46-M0-N5-C:J10-U11 2005-11-07-06.30.45.693484 R46-M0-N5-C:J10-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 131 out of 1024 #ofDirtyDblWord: 421 out of 4096
1131373846 2005.11.07 R10-M0-N4-C:J04-U11 2005-11-07-06.30.46.309992 R10-M0-N4-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 143 out of 1024 #ofDirtyDblWord: 428 out of 4096
1131373846 2005.11.07 R07-M0-ND-C:J10-U01 2005-11-07-06.30.46.770050 R07-M0-ND-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 131 out of 1024 #ofDirtyDblWord: 383 out of 4096
1131373847 2005.11.07 R22-M1-N8-C:J09-U01 2005-11-07-06.30.47.871126 R22-M1-N8-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 872 out of 1024 #ofDirtyDblWord: 2838 out of 4096
1131373847 2005.11.07 R34-M1-N6-C:J14-U11 2005-11-07-06.30.47.966723 R34-M1-N6-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 847 out of 1024 #ofDirtyDblWord: 2682 out of 4096
1131373848 2005.11.07 R25-M1-NF-C:J12-U11 2005-11-07-06.30.48.073768 R25-M1-NF-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 879 out of 1024 #ofDirtyDblWord: 2767 out of 4096
1131373848 2005.11.07 R70-M1-N5-C:J10-U01 2005-11-07-06.30.48.710871 R70-M1-N5-C:J10-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 135 out of 1024 #ofDirtyDblWord: 424 out of 4096
1131373849 2005.11.07 R07-M1-N1-C:J07-U11 2005-11-07-06.30.49.563922 R07-M1-N1-C:J07-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 118 out of 1024 #ofDirtyDblWord: 397 out of 4096
1131373851 2005.11.07 R43-M0-N1-C:J06-U01 2005-11-07-06.30.51.114862 R43-M0-N1-C:J06-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 129 out of 1024 #ofDirtyDblWord: 415 out of 4096
1131373851 2005.11.07 R64-M0-N8-C:J08-U11 2005-11-07-06.30.51.221167 R64-M0-N8-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 885 out of 1024 #ofDirtyDblWord: 2738 out of 4096
1131373853 2005.11.07 R55-M1-NC-C:J12-U01 2005-11-07-06.30.53.948453 R55-M1-NC-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 952 out of 1024 #ofDirtyDblWord: 2835 out of 4096
1131373854 2005.11.07 R76-M1-N6-C:J06-U11 2005-11-07-06.30.54.052208 R76-M1-N6-C:J06-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 136 out of 1024 #ofDirtyDblWord: 427 out of 4096
1131374907 2005.11.07 R10-M0-N7-C:J17-U01 2005-11-07-06.48.27.533524 R10-M0-N7-C:J17-U01 RAS KERNEL INFO ddr: activating redundant bit steering for next allocation: rank=0 symbol=14
1131374954 2005.11.07 R34-M1-N8-C:J08-U11 2005-11-07-06.49.14.967076 R34-M1-N8-C:J08-U11 RAS KERNEL INFO ddr: activating redundant bit steering for next allocation: rank=0 symbol=0
