1123031037 2005.08.02 R00-M0-ND 2005-08-02-18.03.57.614892 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NE 2005-08-02-18.04.07.464881 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NA 2005-08-02-18.04.07.564097 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N0 2005-08-02-18.04.07.568161 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J03 do not match. VPD ecid 07590D43CF2FFFFF07031B004CD5, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N3 2005-08-02-18.04.07.569167 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N8 2005-08-02-18.04.07.572651 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 074A04D2DF7BFFFF08061A30C8C3, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N2 2005-08-02-18.04.07.576192 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 07510D44552FFFFF0A081A10CAC0, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N5 2005-08-02-18.04.07.579768 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N2 2005-08-02-18.04.07.583382 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J03 do not match. VPD ecid 07590D43CF2FFFFF05091AC09CD1, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N7 2005-08-02-18.04.07.584644 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N7 2005-08-02-18.04.07.588329 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 074604C0C47BFFFF0E071A50CAC5, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NA 2005-08-02-18.04.07.589261 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N5 2005-08-02-18.04.07.593295 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J09 do not match. VPD ecid 04DA80A5DD2FFFFF090F1C404AEE, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NE 2005-08-02-18.04.07.681138 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N5 2005-08-02-18.04.07.684698 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NA 2005-08-02-18.04.07.688406 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04D38092472FFFFF0F091B805ADF, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N0 2005-08-02-18.04.07.692174 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J03 do not match. VPD ecid 07590D43A22FFFFF100B1A8112CB, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N7 2005-08-02-18.04.07.703572 R00-M1-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NE 2005-08-02-18.04.07.780857 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N5 2005-08-02-18.04.07.781755 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NA 2005-08-02-18.04.07.785483 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 04C88092802FFFFF020C1BE0A2E8, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N2 2005-08-02-18.04.07.789151 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NE 2005-08-02-18.04.07.790098 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N7 2005-08-02-18.04.07.793648 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J10 do not match. VPD ecid 04D37DF8C07BFFFF06081C3042EC, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N5 2005-08-02-18.04.07.795103 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N8 2005-08-02-18.04.07.798432 R00-M0-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NA 2005-08-02-18.04.07.806799 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 075C04E5C67BFFFF0A081BD084E5, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N3 2005-08-02-18.04.07.810713 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 075B04E0527BFFFF05061B20CCD5, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N2 2005-08-02-18.04.07.814193 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J03 do not match. VPD ecid 07590D43A22FFFFF04091AA092CD, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NC 2005-08-02-18.04.07.818323 R00-M1-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N0 2005-08-02-18.04.07.822070 R00-M1-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N5 2005-08-02-18.04.07.825540 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J10 do not match. VPD ecid 04C080A6402FFFFF06041B6084DB, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N7 2005-08-02-18.04.07.833434 R00-M1-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NE 2005-08-02-18.04.07.836989 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 07450D98952FFFFF0C0F1AA194CF, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NA 2005-08-02-18.04.07.841049 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N2 2005-08-02-18.04.07.841868 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NE 2005-08-02-18.04.07.845169 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 07490D48162FFFFF04031B2120D6, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N7 2005-08-02-18.04.07.848786 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 04E37E00017BFFFF0E071C5048EF, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N5 2005-08-02-18.04.07.852286 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 07510DA0D72FFFFF0F071AB10ED1, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N8 2005-08-02-18.04.07.857775 R00-M0-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NA 2005-08-02-18.04.07.861400 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 075504E4CE7BFFFF06061C8044F4, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N3 2005-08-02-18.04.07.865039 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 074B04E08F7BFFFF040A1B3088D5, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N2 2005-08-02-18.04.07.868483 R00-M0-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N0 2005-08-02-18.04.07.869519 R00-M1-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NC 2005-08-02-18.04.07.873602 R00-M1-NC NULL DISCOVERY ERROR Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123031047 2005.08.02 R00-M0-N5 2005-08-02-18.04.07.877104 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 04DA80A5DD2FFFFF070F1C4046EF, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N7 2005-08-02-18.04.07.884148 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 074604C0C47BFFFF0D0A1A4108C3, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NE 2005-08-02-18.04.07.888524 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J07 do not match. VPD ecid 04C680A68B2FFFFF0F091AF0CED2, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NA 2005-08-02-18.04.07.889663 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N2 2005-08-02-18.04.07.893973 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 07410D44142FFFFF0F051A7114CA, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NE 2005-08-02-18.04.07.897512 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J05 do not match. VPD ecid 074B0D48422FFFFF10071B50D4D9, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N7 2005-08-02-18.04.07.901350 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N5 2005-08-02-18.04.07.905484 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 07510DA0D72FFFFF0B061A4112C8, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N8 2005-08-02-18.04.07.914590 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 074B04E08F7BFFFF02091B3098D6, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NA 2005-08-02-18.04.07.918210 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N3 2005-08-02-18.04.07.922498 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N2 2005-08-02-18.04.07.923366 R00-M0-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N0 2005-08-02-18.04.07.926820 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J04 do not match. VPD ecid 07400D44152FFFFF060B1AB090CE, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NC 2005-08-02-18.04.07.927725 R00-M1-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N5 2005-08-02-18.04.07.932826 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N7 2005-08-02-18.04.07.936337 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 075704C0D67BFFFF0E041AA0CECB, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NA 2005-08-02-18.04.07.944805 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 04C88092802FFFFF09071A70D8C8, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-NE 2005-08-02-18.04.07.948345 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N2 2005-08-02-18.04.07.979983 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 07460D44612FFFFF0D071AC08ECF, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NE 2005-08-02-18.04.07.984675 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N7 2005-08-02-18.04.07.985704 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M1-N5 2005-08-02-18.04.07.989193 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N8 2005-08-02-18.04.07.998308 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 074C04E0E07BFFFF03061AC0CCCD, found 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-NA 2005-08-02-18.04.07.999136 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031047 2005.08.02 R00-M0-N3 2005-08-02-18.04.07.999814 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.003271 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J04 do not match. VPD ecid 074A0D51102FFFFF0A0E1A80C6CA, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.006916 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 07500D44052FFFFF080A1A20CCC3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.010402 R00-M1-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J02 do not match. VPD ecid 074004E0C87BFFFF09071A2108C0, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.011248 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N7 2005-08-02-18.04.08.022572 R00-M1-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NA 2005-08-02-18.04.08.026835 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04D58092C42FFFFF0A0B1BD04EE7, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.028004 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.031294 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.035250 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 075404D0877BFFFF04071BB050E1, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.036082 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N5 2005-08-02-18.04.08.036692 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.045855 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 074B04C7C37BFFFF0D031BA11AE2, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.049462 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 074C0D51DF2FFFFF07041AA0CCCB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N3 2005-08-02-18.04.08.053116 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 074B04E08F7BFFFF040B1B308CD5, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N8 2005-08-02-18.04.08.056530 R00-M0-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J18, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N5 2005-08-02-18.04.08.059967 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 07490DA00F2FFFFF05071B30D2DB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.064015 R00-M1-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J02 do not match. VPD ecid 074004E0C87BFFFF07051A60C8C5, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.067376 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 04C380A78C2FFFFF070A1B6092DB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NA 2005-08-02-18.04.08.071550 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.079386 R00-M1-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N7 2005-08-02-18.04.08.080259 R00-M1-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.083602 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 074D0DA00B2FFFFF0A021AC10CD1, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NA 2005-08-02-18.04.08.087205 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 074904E55A7BFFFF0D081C1046EC, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.088315 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.092231 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 074B0D48422FFFFF05041B0094D2, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.095691 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.208873 R00-M0-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N3 2005-08-02-18.04.08.212574 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 076304E01D7BFFFF0C091BD04EE3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N8 2005-08-02-18.04.08.213422 R00-M0-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J18, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N5 2005-08-02-18.04.08.217089 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 07400D989B2FFFFF070819F150C0, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N3 2005-08-02-18.04.08.220520 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.224399 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 04DE80A8142FFFFF09051B208ED5, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NA 2005-08-02-18.04.08.229947 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.230766 R00-M1-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.234066 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.237380 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J08 do not match. VPD ecid 07630D52992FFFFF0B041AF0D4D0, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NA 2005-08-02-18.04.08.241299 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 074904E5D97BFFFF0A091BC090E3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.244980 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 07460D44612FFFFF07051A9084CB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.251049 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 07630D48212FFFFF0F091C2098E9, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.251884 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.252573 R00-M0-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N8 2005-08-02-18.04.08.255903 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J18 do not match. VPD ecid 04C380A78C2FFFFF05031B50A0DB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.259613 R00-M1-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N5 2005-08-02-18.04.08.263058 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N3 2005-08-02-18.04.08.277819 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N7 2005-08-02-18.04.08.281352 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 074604C0C47BFFFF030B1A70CCC8, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NA 2005-08-02-18.04.08.284729 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 04D38092472FFFFF0B0F1B704CDF, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N0 2005-08-02-18.04.08.287940 R00-M1-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 07500D44562FFFFF04091A808CCB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N5 2005-08-02-18.04.08.289545 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NE 2005-08-02-18.04.08.292745 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J09, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NA 2005-08-02-18.04.08.302860 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N2 2005-08-02-18.04.08.306439 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 07460D44612FFFFF0C071A8088C9, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N7 2005-08-02-18.04.08.310350 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 04E37E00017BFFFF0B041C804AF3, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-NE 2005-08-02-18.04.08.314420 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N2 2005-08-02-18.04.08.317929 R00-M0-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 075E0D514E2FFFFF0C0D1A90C8C8, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M0-N8 2005-08-02-18.04.08.321541 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04CD80A7542FFFFF070F1C3056EB, found 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-NC 2005-08-02-18.04.08.410246 R00-M1-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031048 2005.08.02 R00-M1-N5 2005-08-02-18.04.08.413753 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
