1123031039 2005.08.02 R20-M0-NC 2005-08-02-18.03.59.117038 R20-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.062604 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 04DA8092C02FFFFF090E1B7096DF, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.067744 R20-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.078716 R20-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.084107 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 04E28092DC2FFFFF0D0A1B9086E1, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.089582 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 04E28092DC2FFFFF020A1BA09AE3, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.094549 R20-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.096838 R20-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.209067 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.213581 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04CE80929E2FFFFF030C1B4096DB, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.218923 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 04CE80929E2FFFFF0D0C1AE08CD3, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.222703 R20-M0-NB NULL DISCOVERY ERROR Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.226449 R20-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.229816 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.232763 R20-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.236787 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J02 do not match. VPD ecid 075C0D52A02FFFFF0D091BA04AE0, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.240355 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 04E28092DC2FFFFF0E091BE054E8, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.243968 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J02 do not match. VPD ecid 07550D50D72FFFFF0F091BD04CE6, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.251033 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04C28092D72FFFFF0B0C1B00CCD6, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.254560 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.258541 R20-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.259388 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.262495 R20-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.265922 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J03 do not match. VPD ecid 075C0D52A02FFFFF0E091B904ADE, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.280648 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 04DA8092C02FFFFF0E0D1AE0DAD4, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.284224 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J03 do not match. VPD ecid 04D58125872FFFFF0C041B2088D6, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M1-NB 2005-08-02-18.04.08.287883 R20-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04E28092DC2FFFFF040A1B6096DE, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.292253 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.294910 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.304554 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J04 do not match. VPD ecid 074C0DD7DE2FFFFF0C081AA08ED0, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.310286 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J04 do not match. VPD ecid 07490DD7E12FFFFF0F0B1B4090DE, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.316141 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.319933 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.325103 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04E08125A12FFFFF0D0A1B008AD2, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.415476 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J05 do not match. VPD ecid 075A0D52CF2FFFFF0A0F1C9050F3, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.421300 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.423954 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.429433 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 07470D52902FFFFF0A0C1B0084D5, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.438322 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 07470D52902FFFFF09031C104EEB, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.443814 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.446688 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.452619 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 074B0D528C2FFFFF0D0C1BE04AE4, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.462346 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J07 do not match. VPD ecid 075C0D52A02FFFFF0E0A1B6044DC, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.467909 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.470701 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.476207 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 07470D52902FFFFF040A1B008CD6, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.482695 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J08 do not match. VPD ecid 075C0D52A02FFFFF0F081C1046E9, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.504231 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J09, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.506978 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J09, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.512481 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J09 do not match. VPD ecid 074B0D528C2FFFFF0E081BC048E4, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.517717 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J09 do not match. VPD ecid 07550D50D72FFFFF03061AB088CD, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.523574 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.526334 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J10, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.531887 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J10 do not match. VPD ecid 074B0D528C2FFFFF05071BB048E2, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.536931 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid 074B0D528C2FFFFF0C071BD04CE4, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.542433 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.555801 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.561248 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 075A0D52CF2FFFFF02081C3054EB, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.566671 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 074B0D528C2FFFFF02071C105CEA, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.572578 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.575029 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.588742 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 07470D52902FFFFF09051B304ED9, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.594402 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 074B0D528C2FFFFF080D1BF090E4, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.600515 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.603083 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.617932 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 075A0D52CF2FFFFF0A021CB056F5, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.623112 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 074B0D528C2FFFFF0F0B1C404EED, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.628496 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.631369 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.636639 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 04D280D81D2FFFFF030A1AE094D1, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.648009 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 04C080D85D2FFFFF050E1B6052DB, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.653208 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.655985 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.660795 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 07470D52902FFFFF060D1B408ADA, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.665715 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 07470D52902FFFFF080C1B308ED9, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.671941 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.673970 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.678530 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 04C98125C12FFFFF0C0C1AF0E2D1, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.683720 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04C68126552FFFFF0E081B4050D9, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.693892 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.696598 R20-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.701733 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 07470D52902FFFFF07021B809EE0, found 0000000000000000000000000000
1123031048 2005.08.02 R20-M0-NB 2005-08-02-18.04.08.706593 R20-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 07470D52902FFFFF10081B40CEDC, found 0000000000000000000000000000
1123031088 2005.08.02 R20-M0-N6 2005-08-02-18.04.48.494055 R20-M0-N6 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 07430E108D2FFFFF0F091B3046D7, found 04D581D5A12FFFFF050C1B8044DB
1123031088 2005.08.02 R20-M0-N6 2005-08-02-18.04.48.500806 R20-M0-N6 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 07400E10902FFFFF0C0C1A908CCA, found 04D081D5032FFFFF03071B4050D9
1123031088 2005.08.02 R20-M1-N1 2005-08-02-18.04.48.801509 R20-M1-N1 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 07430E108D2FFFFF070F1AE08CD2, found 07521035D02FFFFF06051BB08AE3
1123031088 2005.08.02 R20-M1-N1 2005-08-02-18.04.48.807037 R20-M1-N1 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 07630E10912FFFFF0C0E1B404ADB, found 075B1036872FFFFF0F0B1C2050EC
1123031098 2005.08.02 R20-M1-N8 2005-08-02-18.04.58.106242 R20-M1-N8 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 04CE81D5052FFFFF05041B804EDB, found 07421035622FFFFF06041C3046ED
1123031098 2005.08.02 R20-M1-N8 2005-08-02-18.04.58.111902 R20-M1-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 04C881D4DE2FFFFF09061C204CE8, found 07521035D02FFFFF06091B9042E0
1123031107 2005.08.02 R20-M0-NF 2005-08-02-18.05.07.227492 R20-M0-NF NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 04CD8087D52FFFFF08081B308CDA, found 07601033482FFFFF030D1BB048E5
1123031107 2005.08.02 R20-M0-NF 2005-08-02-18.05.07.236042 R20-M0-NF NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J08 do not match. VPD ecid 04D18087012FFFFF080C1C704EF5, found 07521033552FFFFF0F051BA0D6E6
