- 1131628689 2005.11.10 R05-M1-NF-C:J09-U01 2005-11-10-05.18.09.523638 R05-M1-NF-C:J09-U01 RAS KERNEL INFO CE sym 19, at 0x09cc4200, mask 0x80
- 1131638498 2005.11.10 R25-M1-NF-C:J12-U11 2005-11-10-08.01.38.116980 R25-M1-NF-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 262 out of 1024 #ofDirtyDblWord: 972 out of 4096
- 1131638498 2005.11.10 R67-M0-ND-C:J14-U11 2005-11-10-08.01.38.230279 R67-M0-ND-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 286 out of 1024 #ofDirtyDblWord: 1052 out of 4096
- 1131638498 2005.11.10 R17-M0-NA-C:J14-U01 2005-11-10-08.01.38.457503 R17-M0-NA-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 330 out of 1024 #ofDirtyDblWord: 1231 out of 4096
- 1131638499 2005.11.10 R00-M0-NF-C:J16-U01 2005-11-10-08.01.39.076799 R00-M0-NF-C:J16-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 288 out of 1024 #ofDirtyDblWord: 1072 out of 4096
- 1131638499 2005.11.10 R55-M1-NC-C:J12-U01 2005-11-10-08.01.39.192967 R55-M1-NC-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 297 out of 1024 #ofDirtyDblWord: 1106 out of 4096
- 1131638499 2005.11.10 R27-M0-NB-C:J08-U01 2005-11-10-08.01.39.798012 R27-M0-NB-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 286 out of 1024 #ofDirtyDblWord: 1059 out of 4096
- 1131638500 2005.11.10 R21-M0-NC-C:J02-U11 2005-11-10-08.01.40.030997 R21-M0-NC-C:J02-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 343 out of 1024 #ofDirtyDblWord: 1274 out of 4096
- 1131638500 2005.11.10 R74-M1-NB-C:J02-U11 2005-11-10-08.01.40.509911 R74-M1-NB-C:J02-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 1, bit 6
- 1131638500 2005.11.10 R76-M1-ND-C:J08-U11 2005-11-10-08.01.40.624018 R76-M1-ND-C:J08-U11 RAS KERNEL INFO 18 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131638500 2005.11.10 R73-M0-NF-C:J08-U11 2005-11-10-08.01.40.739132 R73-M0-NF-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 253 out of 1024 #ofDirtyDblWord: 932 out of 4096
- 1131638500 2005.11.10 R71-M1-NB-C:J02-U01 2005-11-10-08.01.40.852044 R71-M1-NB-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 323 out of 1024 #ofDirtyDblWord: 1207 out of 4096
- 1131638501 2005.11.10 R15-M1-NF-C:J02-U11 2005-11-10-08.01.41.213409 R15-M1-NF-C:J02-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 255 out of 1024 #ofDirtyDblWord: 945 out of 4096
- 1131638501 2005.11.10 R03-M0-NC-C:J08-U01 2005-11-10-08.01.41.450496 R03-M0-NC-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 287 out of 1024 #ofDirtyDblWord: 1069 out of 4096
- 1131638501 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-08.01.41.957365 R62-M0-NA-C:J07-U01 RAS KERNEL INFO CE sym 30, at 0x04798bc0, mask 0x08
- 1131638502 2005.11.10 R74-M1-NB-C:J02-U11 2005-11-10-08.01.42.052775 R74-M1-NB-C:J02-U11 RAS KERNEL INFO CE sym 1, at 0x01d7eaa0, mask 0x02
- 1131638502 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-08.01.42.479435 R62-M0-NA-C:J07-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131638502 2005.11.10 R74-M1-NB-C:J02-U11 2005-11-10-08.01.42.573399 R74-M1-NB-C:J02-U11 RAS KERNEL INFO CE sym 1, at 0x01d7eaa0, mask 0x02
- 1131638502 2005.11.10 R74-M1-NB-C:J02-U11 2005-11-10-08.01.42.979980 R74-M1-NB-C:J02-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131647327 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-10.28.47.180886 R01-M1-ND-C:J03-U01 RAS KERNEL INFO ddr: activating redundant bit steering for next allocation: rank=0 symbol=22
- 1131652511 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-11.55.11.212564 R71-M0-NF-C:J15-U11 RAS KERNEL INFO ddr: activating redundant bit steering for next allocation: rank=0 symbol=8
- 1131653405 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.05.333404 R36-M1-NB-C:J11-U11 RAS KERNEL INFO 17 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 7
- 1131653405 2005.11.10 R25-M0-NB-C:J11-U01 2005-11-10-12.10.05.743475 R25-M0-NB-C:J11-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 10, bit 6
- 1131653405 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.05.862601 R34-M1-NB-C:J17-U11 RAS KERNEL INFO 10 ddr errors(s) detected and corrected on rank 0, symbol 21, bit 3
- 1131653406 2005.11.10 R11-M1-NE-C:J17-U01 2005-11-10-12.10.06.197751 R11-M1-NE-C:J17-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 2
- 1131653406 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.06.405232 R71-M0-NF-C:J15-U11 RAS KERNEL INFO 31 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 5
- 1131653407 2005.11.10 R55-M1-ND-C:J07-U11 2005-11-10-12.10.07.071402 R55-M1-ND-C:J07-U11 RAS KERNEL INFO 1 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131653407 2005.11.10 R21-M1-NF-C:J07-U11 2005-11-10-12.10.07.382586 R21-M1-NF-C:J07-U11 RAS KERNEL INFO 1 L3 directory error(s) (dcr 0x0152) detected and corrected
- 1131653407 2005.11.10 R23-M0-ND-C:J03-U11 2005-11-10-12.10.07.484479 R23-M0-ND-C:J03-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 5
- 1131653407 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-12.10.07.798085 R62-M0-NA-C:J07-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 30, bit 4
- 1131653408 2005.11.10 R35-M1-NA-C:J09-U01 2005-11-10-12.10.08.035083 R35-M1-NA-C:J09-U01 RAS KERNEL INFO 9 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131653408 2005.11.10 R75-M1-NE-C:J09-U01 2005-11-10-12.10.08.238239 R75-M1-NE-C:J09-U01 RAS KERNEL INFO 2 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131653408 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.08.346072 R13-M0-NA-C:J05-U11 RAS KERNEL INFO 26 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 6
- 1131653408 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.08.553298 R01-M1-ND-C:J03-U01 RAS KERNEL INFO 52 ddr errors(s) detected and corrected on rank 0, symbol 22, bit 6
- 1131653409 2005.11.10 R13-M0-NE-C:J14-U01 2005-11-10-12.10.09.213607 R13-M0-NE-C:J14-U01 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 3
- 1131653409 2005.11.10 R77-M0-NC-C:J14-U01 2005-11-10-12.10.09.318058 R77-M0-NC-C:J14-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1
- 1131653410 2005.11.10 R57-M0-NC-C:J04-U01 2005-11-10-12.10.10.131079 R57-M0-NC-C:J04-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 0
- 1131653410 2005.11.10 R50-M0-NF-C:J04-U11 2005-11-10-12.10.10.233361 R50-M0-NF-C:J04-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 31, bit 6
- 1131653410 2005.11.10 R10-M0-NE-C:J02-U11 2005-11-10-12.10.10.341114 R10-M0-NE-C:J02-U11 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 34, bit 1
- 1131653411 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.11.713354 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653412 2005.11.10 R25-M0-NB-C:J11-U01 2005-11-10-12.10.12.032449 R25-M0-NB-C:J11-U01 RAS KERNEL INFO CE sym 10, at 0x1f6868e0, mask 0x02
- 1131653412 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.12.140465 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653412 2005.11.10 R11-M1-NE-C:J17-U01 2005-11-10-12.10.12.445303 R11-M1-NE-C:J17-U01 RAS KERNEL INFO CE sym 29, at 0x0207bee0, mask 0x20
- 1131653412 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.12.546910 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653413 2005.11.10 R23-M0-ND-C:J03-U11 2005-11-10-12.10.13.169823 R23-M0-ND-C:J03-U11 RAS KERNEL INFO CE sym 23, at 0x1a126e60, mask 0x04
- 1131653413 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-12.10.13.378746 R62-M0-NA-C:J07-U01 RAS KERNEL INFO CE sym 30, at 0x04c781c0, mask 0x08
- 1131653413 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.13.690154 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653413 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.13.899293 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653414 2005.11.10 R13-M0-NE-C:J14-U01 2005-11-10-12.10.14.203879 R13-M0-NE-C:J14-U01 RAS KERNEL INFO CE sym 23, at 0x1df729e0, mask 0x10
- 1131653414 2005.11.10 R77-M0-NC-C:J14-U01 2005-11-10-12.10.14.306488 R77-M0-NC-C:J14-U01 RAS KERNEL INFO CE sym 35, at 0x1bbdeba0, mask 0x40
- 1131653414 2005.11.10 R57-M0-NC-C:J04-U01 2005-11-10-12.10.14.934266 R57-M0-NC-C:J04-U01 RAS KERNEL INFO CE sym 19, at 0x1ba8ec00, mask 0x80
- 1131653415 2005.11.10 R50-M0-NF-C:J04-U11 2005-11-10-12.10.15.089891 R50-M0-NF-C:J04-U11 RAS KERNEL INFO CE sym 31, at 0x0237ca00, mask 0x02
- 1131653415 2005.11.10 R10-M0-NE-C:J02-U11 2005-11-10-12.10.15.209587 R10-M0-NE-C:J02-U11 RAS KERNEL INFO CE sym 34, at 0x1a164360, mask 0x40
- 1131653416 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.16.175123 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653416 2005.11.10 R25-M0-NB-C:J11-U01 2005-11-10-12.10.16.358804 R25-M0-NB-C:J11-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131653416 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.16.461321 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653416 2005.11.10 R11-M1-NE-C:J17-U01 2005-11-10-12.10.16.764104 R11-M1-NE-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131653416 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.16.879259 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653417 2005.11.10 R23-M0-ND-C:J03-U11 2005-11-10-12.10.17.549175 R23-M0-ND-C:J03-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131653417 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-12.10.17.807310 R62-M0-NA-C:J07-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131653418 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.18.029297 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653418 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.18.244489 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653418 2005.11.10 R13-M0-NE-C:J14-U01 2005-11-10-12.10.18.566988 R13-M0-NE-C:J14-U01 RAS KERNEL INFO CE sym 23, at 0x1df729e0, mask 0x10
- 1131653418 2005.11.10 R77-M0-NC-C:J14-U01 2005-11-10-12.10.18.687376 R77-M0-NC-C:J14-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131653419 2005.11.10 R57-M0-NC-C:J04-U01 2005-11-10-12.10.19.398958 R57-M0-NC-C:J04-U01 RAS KERNEL INFO CE sym 19, at 0x1ba8ec00, mask 0x80
- 1131653419 2005.11.10 R50-M0-NF-C:J04-U11 2005-11-10-12.10.19.638237 R50-M0-NF-C:J04-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131653419 2005.11.10 R10-M0-NE-C:J02-U11 2005-11-10-12.10.19.754782 R10-M0-NE-C:J02-U11 RAS KERNEL INFO CE sym 34, at 0x1a164360, mask 0x40
- 1131653420 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.20.780444 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653421 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.21.003486 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653421 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.21.481791 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653422 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.22.217617 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653422 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.22.451036 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653422 2005.11.10 R13-M0-NE-C:J14-U01 2005-11-10-12.10.22.684028 R13-M0-NE-C:J14-U01 RAS KERNEL INFO CE sym 23, at 0x1df729e0, mask 0x10
- 1131653423 2005.11.10 R57-M0-NC-C:J04-U01 2005-11-10-12.10.23.140451 R57-M0-NC-C:J04-U01 RAS KERNEL INFO CE sym 19, at 0x1ba8ec00, mask 0x80
- 1131653423 2005.11.10 R10-M0-NE-C:J02-U11 2005-11-10-12.10.23.367215 R10-M0-NE-C:J02-U11 RAS KERNEL INFO CE sym 34, at 0x1a164360, mask 0x40
- 1131653423 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.23.786355 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653423 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.23.872969 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653424 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.24.218873 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653424 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.24.931157 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653425 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.25.185975 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653425 2005.11.10 R13-M0-NE-C:J14-U01 2005-11-10-12.10.25.434504 R13-M0-NE-C:J14-U01 RAS KERNEL INFO CE sym 23, at 0x1df729e0, mask 0x10
- 1131653425 2005.11.10 R57-M0-NC-C:J04-U01 2005-11-10-12.10.25.800384 R57-M0-NC-C:J04-U01 RAS KERNEL INFO total of 3 ddr error(s) detected and corrected
- 1131653426 2005.11.10 R10-M0-NE-C:J02-U11 2005-11-10-12.10.26.027426 R10-M0-NE-C:J02-U11 RAS KERNEL INFO CE sym 34, at 0x1a164360, mask 0x40
- 1131653426 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.26.449892 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653426 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.26.534782 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653426 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.26.880744 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653427 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.27.463544 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653427 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.27.703845 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653427 2005.11.10 R13-M0-NE-C:J14-U01 2005-11-10-12.10.27.953783 R13-M0-NE-C:J14-U01 RAS KERNEL INFO total of 4 ddr error(s) detected and corrected
- 1131653428 2005.11.10 R10-M0-NE-C:J02-U11 2005-11-10-12.10.28.516448 R10-M0-NE-C:J02-U11 RAS KERNEL INFO total of 4 ddr error(s) detected and corrected
- 1131653428 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.28.935006 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653429 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.29.024882 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653429 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.29.139142 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653429 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.29.611829 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653429 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.29.821619 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653430 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.30.348650 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653430 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.30.449614 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653430 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.30.563476 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653430 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.30.922292 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653431 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.31.042048 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653431 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.31.710464 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653431 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.31.802037 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653431 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.31.915875 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653432 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.32.256926 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653432 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.32.370177 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653433 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.33.008567 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653433 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.33.106823 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653433 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.33.213935 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653433 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.33.422664 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653433 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.33.539004 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653434 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.34.191391 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653434 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.34.280059 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653434 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.34.400549 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653434 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.34.711648 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653434 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.34.831134 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653435 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.35.359055 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653435 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.35.458139 R34-M1-NB-C:J17-U11 RAS KERNEL INFO total of 10 ddr error(s) detected and corrected
- 1131653435 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.35.567439 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653435 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.35.788531 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653435 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.35.890357 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653436 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.36.369120 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653436 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.36.451951 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653436 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.36.685216 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653436 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.36.799730 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653437 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.37.313673 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653437 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.37.403856 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653437 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.37.630661 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653437 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.37.757324 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653438 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.38.282419 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653438 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.38.367300 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653438 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.38.594739 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653438 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.38.702221 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
- 1131653439 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.39.222908 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653439 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.39.312360 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653439 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.39.493016 R13-M0-NA-C:J05-U11 RAS KERNEL INFO CE sym 2, at 0x18eb0d60, mask 0x02
- 1131653439 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.39.581359 R01-M1-ND-C:J03-U01 RAS KERNEL INFO CE sym 22, at 0x049af800, mask 0x02
