- 1131628689 2005.11.10 R05-M1-NF-C:J09-U01 2005-11-10-05.18.09.523638 R05-M1-NF-C:J09-U01 RAS KERNEL INFO CE sym 19, at 0x09cc4200, mask 0x80
- 1131638498 2005.11.10 R12-M1-N5-C:J14-U11 2005-11-10-08.01.38.721427 R12-M1-N5-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 298 out of 1024 #ofDirtyDblWord: 1112 out of 4096
- 1131638498 2005.11.10 R11-M0-N7-C:J12-U01 2005-11-10-08.01.38.909943 R11-M0-N7-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 314 out of 1024 #ofDirtyDblWord: 1167 out of 4096
- 1131638499 2005.11.10 R00-M0-NF-C:J16-U01 2005-11-10-08.01.39.076799 R00-M0-NF-C:J16-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 288 out of 1024 #ofDirtyDblWord: 1072 out of 4096
- 1131638499 2005.11.10 R55-M1-NC-C:J12-U01 2005-11-10-08.01.39.192967 R55-M1-NC-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 297 out of 1024 #ofDirtyDblWord: 1106 out of 4096
- 1131638499 2005.11.10 R71-M0-N0-C:J12-U11 2005-11-10-08.01.39.312438 R71-M0-N0-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 276 out of 1024 #ofDirtyDblWord: 1027 out of 4096
- 1131638499 2005.11.10 R54-M1-N4-C:J02-U11 2005-11-10-08.01.39.432616 R54-M1-N4-C:J02-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 310 out of 1024 #ofDirtyDblWord: 1162 out of 4096
- 1131638499 2005.11.10 R42-M0-N4-C:J08-U11 2005-11-10-08.01.39.552190 R42-M0-N4-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 270 out of 1024 #ofDirtyDblWord: 1005 out of 4096
- 1131638499 2005.11.10 R52-M1-N3-C:J08-U01 2005-11-10-08.01.39.673174 R52-M1-N3-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 288 out of 1024 #ofDirtyDblWord: 1077 out of 4096
- 1131638499 2005.11.10 R27-M0-NB-C:J08-U01 2005-11-10-08.01.39.798012 R27-M0-NB-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 286 out of 1024 #ofDirtyDblWord: 1059 out of 4096
- 1131638499 2005.11.10 R41-M0-N0-C:J02-U01 2005-11-10-08.01.39.918590 R41-M0-N0-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 328 out of 1024 #ofDirtyDblWord: 1226 out of 4096
- 1131638500 2005.11.10 R21-M0-NC-C:J02-U11 2005-11-10-08.01.40.030997 R21-M0-NC-C:J02-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 343 out of 1024 #ofDirtyDblWord: 1274 out of 4096
- 1131638500 2005.11.10 R64-M0-N8-C:J08-U11 2005-11-10-08.01.40.156805 R64-M0-N8-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 305 out of 1024 #ofDirtyDblWord: 1130 out of 4096
- 1131638500 2005.11.10 R32-M1-N8-C:J04-U11 2005-11-10-08.01.40.270333 R32-M1-N8-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 317 out of 1024 #ofDirtyDblWord: 1179 out of 4096
- 1131638500 2005.11.10 R74-M1-N4-C:J08-U01 2005-11-10-08.01.40.389591 R74-M1-N4-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 303 out of 1024 #ofDirtyDblWord: 1124 out of 4096
- 1131638500 2005.11.10 R74-M1-NB-C:J02-U11 2005-11-10-08.01.40.509911 R74-M1-NB-C:J02-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 1, bit 6
- 1131638500 2005.11.10 R76-M1-ND-C:J08-U11 2005-11-10-08.01.40.624018 R76-M1-ND-C:J08-U11 RAS KERNEL INFO 18 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131638500 2005.11.10 R73-M0-NF-C:J08-U11 2005-11-10-08.01.40.739132 R73-M0-NF-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 253 out of 1024 #ofDirtyDblWord: 932 out of 4096
- 1131638500 2005.11.10 R71-M1-NB-C:J02-U01 2005-11-10-08.01.40.852044 R71-M1-NB-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 323 out of 1024 #ofDirtyDblWord: 1207 out of 4096
- 1131638500 2005.11.10 R62-M0-N7-C:J04-U11 2005-11-10-08.01.40.966462 R62-M0-N7-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 273 out of 1024 #ofDirtyDblWord: 1009 out of 4096
- 1131638501 2005.11.10 R12-M0-N4-C:J04-U01 2005-11-10-08.01.41.091326 R12-M0-N4-C:J04-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 320 out of 1024 #ofDirtyDblWord: 1188 out of 4096
- 1131638501 2005.11.10 R15-M1-NF-C:J02-U11 2005-11-10-08.01.41.213409 R15-M1-NF-C:J02-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 255 out of 1024 #ofDirtyDblWord: 945 out of 4096
- 1131638501 2005.11.10 R03-M0-N3-C:J02-U11 2005-11-10-08.01.41.331028 R03-M0-N3-C:J02-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 0
- 1131638501 2005.11.10 R03-M0-NC-C:J08-U01 2005-11-10-08.01.41.450496 R03-M0-NC-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 287 out of 1024 #ofDirtyDblWord: 1069 out of 4096
- 1131638501 2005.11.10 R04-M0-N3-C:J02-U01 2005-11-10-08.01.41.557323 R04-M0-N3-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 280 out of 1024 #ofDirtyDblWord: 1046 out of 4096
- 1131638501 2005.11.10 R17-M1-N0-C:J08-U11 2005-11-10-08.01.41.671987 R17-M1-N0-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 305 out of 1024 #ofDirtyDblWord: 1136 out of 4096
- 1131638501 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-08.01.41.957365 R62-M0-NA-C:J07-U01 RAS KERNEL INFO CE sym 30, at 0x04798bc0, mask 0x08
- 1131638502 2005.11.10 R74-M1-NB-C:J02-U11 2005-11-10-08.01.42.052775 R74-M1-NB-C:J02-U11 RAS KERNEL INFO CE sym 1, at 0x01d7eaa0, mask 0x02
- 1131638502 2005.11.10 R03-M0-N3-C:J02-U11 2005-11-10-08.01.42.184193 R03-M0-N3-C:J02-U11 RAS KERNEL INFO CE sym 33, at 0x00dbd200, mask 0x80
- 1131638502 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-08.01.42.479435 R62-M0-NA-C:J07-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131638502 2005.11.10 R74-M1-NB-C:J02-U11 2005-11-10-08.01.42.573399 R74-M1-NB-C:J02-U11 RAS KERNEL INFO CE sym 1, at 0x01d7eaa0, mask 0x02
- 1131638502 2005.11.10 R03-M0-N3-C:J02-U11 2005-11-10-08.01.42.693102 R03-M0-N3-C:J02-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131638502 2005.11.10 R74-M1-NB-C:J02-U11 2005-11-10-08.01.42.979980 R74-M1-NB-C:J02-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131640371 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-08.32.51.350419 R65-M1-N6-C:J17-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 7
- 1131640371 2005.11.10 R73-M1-N6-C:J15-U11 2005-11-10-08.32.51.491860 R73-M1-N6-C:J15-U11 RAS KERNEL INFO 24 torus receiver x- input pipe error(s) (dcr 0x02ed) detected and corrected
- 1131640371 2005.11.10 R06-M1-N6-C:J15-U01 2005-11-10-08.32.51.592994 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1131640371 2005.11.10 R73-M1-N7-C:J03-U11 2005-11-10-08.32.51.701033 R73-M1-N7-C:J03-U11 RAS KERNEL INFO 24 torus sender x+ retransmission error(s) (dcr 0x02f4) detected and corrected
- 1131640371 2005.11.10 R30-M1-N7-C:J02-U01 2005-11-10-08.32.51.802787 R30-M1-N7-C:J02-U01 RAS KERNEL INFO 185 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131640372 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-08.32.52.074186 R65-M1-N6-C:J17-U01 RAS KERNEL INFO CE sym 15, at 0x0ea34280, mask 0x01
- 1131640372 2005.11.10 R73-M1-N6-C:J15-U11 2005-11-10-08.32.52.165848 R73-M1-N6-C:J15-U11 RAS KERNEL INFO 4 torus sender x- retransmission error(s) (dcr 0x02f5) detected and corrected
- 1131640372 2005.11.10 R06-M1-N6-C:J15-U01 2005-11-10-08.32.52.266842 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 1 torus receiver x- input pipe error(s) (dcr 0x02ed) detected and corrected
- 1131640372 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-08.32.52.532946 R65-M1-N6-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131640372 2005.11.10 R73-M1-N6-C:J15-U11 2005-11-10-08.32.52.620738 R73-M1-N6-C:J15-U11 RAS KERNEL INFO 24 torus non-crc error(s) (dcr 0x02fd) detected and corrected
- 1131640372 2005.11.10 R06-M1-N6-C:J15-U01 2005-11-10-08.32.52.733795 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131641805 2005.11.10 R21-M1-N3-C:J03-U11 2005-11-10-08.56.45.928533 R21-M1-N3-C:J03-U11 RAS KERNEL INFO ddr: activating redundant bit steering for next allocation: rank=0 symbol=15
- 1131642453 2005.11.10 R21-M1-N3-C:J03-U11 2005-11-10-09.07.33.669926 R21-M1-N3-C:J03-U11 RAS KERNEL INFO ddr: Unable to steer rank=0, symbol=15 - rank is already steering symbol 255. Due to multiple symbols being over the correctable error threshold, consider replacing the card
- 1131644450 2005.11.10 R10-M1-N4-C:J10-U11 2005-11-10-09.40.50.062566 R10-M1-N4-C:J10-U11 RAS KERNEL INFO ddr: activating redundant bit steering for next allocation: rank=0 symbol=18
- 1131647133 2005.11.10 R10-M1-N4-C:J10-U11 2005-11-10-10.25.33.715631 R10-M1-N4-C:J10-U11 RAS KERNEL INFO ddr: Unable to steer rank=0, symbol=18 - rank is already steering symbol 255. Due to multiple symbols being over the correctable error threshold, consider replacing the card
- 1131647327 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-10.28.47.180886 R01-M1-ND-C:J03-U01 RAS KERNEL INFO ddr: activating redundant bit steering for next allocation: rank=0 symbol=22
- 1131652511 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-11.55.11.212564 R71-M0-NF-C:J15-U11 RAS KERNEL INFO ddr: activating redundant bit steering for next allocation: rank=0 symbol=8
- 1131653404 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-12.10.04.866588 R65-M1-N6-C:J17-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 7
- 1131653405 2005.11.10 R35-M0-N0-C:J07-U01 2005-11-10-12.10.05.008782 R35-M0-N0-C:J07-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 12, bit 7
- 1131653405 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.05.333404 R36-M1-NB-C:J11-U11 RAS KERNEL INFO 17 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 7
- 1131653405 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-12.10.05.424186 R65-M1-N6-C:J17-U01 RAS KERNEL INFO CE sym 15, at 0x0ea34280, mask 0x01
- 1131653405 2005.11.10 R51-M0-N6-C:J17-U01 2005-11-10-12.10.05.535414 R51-M0-N6-C:J17-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 27, bit 3
- 1131653405 2005.11.10 R25-M0-NB-C:J11-U01 2005-11-10-12.10.05.743475 R25-M0-NB-C:J11-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 10, bit 6
- 1131653405 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.05.862601 R34-M1-NB-C:J17-U11 RAS KERNEL INFO 10 ddr errors(s) detected and corrected on rank 0, symbol 21, bit 3
- 1131653405 2005.11.10 R30-M1-N2-C:J13-U01 2005-11-10-12.10.05.978566 R30-M1-N2-C:J13-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 34, bit 1
- 1131653406 2005.11.10 R50-M0-N2-C:J13-U11 2005-11-10-12.10.06.090007 R50-M0-N2-C:J13-U11 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 3
- 1131653406 2005.11.10 R11-M1-NE-C:J17-U01 2005-11-10-12.10.06.197751 R11-M1-NE-C:J17-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 2
- 1131653406 2005.11.10 R03-M0-N9-C:J13-U11 2005-11-10-12.10.06.305266 R03-M0-N9-C:J13-U11 RAS KERNEL INFO 1 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131653406 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.06.405232 R71-M0-NF-C:J15-U11 RAS KERNEL INFO 31 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 5
- 1131653406 2005.11.10 R04-M1-N8-C:J17-U11 2005-11-10-12.10.06.521103 R04-M1-N8-C:J17-U11 RAS KERNEL INFO 1 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131653406 2005.11.10 R06-M1-N6-C:J15-U11 2005-11-10-12.10.06.634658 R06-M1-N6-C:J15-U11 RAS KERNEL INFO 1 torus sender y- retransmission error(s) (dcr 0x02f7) detected and corrected
- 1131653406 2005.11.10 R06-M1-N6-C:J15-U01 2005-11-10-12.10.06.754049 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 2 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1131653406 2005.11.10 R06-M1-N6-C:J17-U01 2005-11-10-12.10.06.864203 R06-M1-N6-C:J17-U01 RAS KERNEL INFO 1 torus sender z+ retransmission error(s) (dcr 0x02f8) detected and corrected
- 1131653406 2005.11.10 R05-M1-N1-C:J17-U01 2005-11-10-12.10.06.969477 R05-M1-N1-C:J17-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 34, bit 1
- 1131653407 2005.11.10 R55-M1-ND-C:J07-U11 2005-11-10-12.10.07.071402 R55-M1-ND-C:J07-U11 RAS KERNEL INFO 1 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131653407 2005.11.10 R21-M1-N3-C:J03-U11 2005-11-10-12.10.07.167787 R21-M1-N3-C:J03-U11 RAS KERNEL INFO 255 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 6
- 1131653407 2005.11.10 R63-M0-N7-C:J09-U01 2005-11-10-12.10.07.280736 R63-M0-N7-C:J09-U01 RAS KERNEL INFO 5 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 5
- 1131653407 2005.11.10 R21-M1-NF-C:J07-U11 2005-11-10-12.10.07.382586 R21-M1-NF-C:J07-U11 RAS KERNEL INFO 1 L3 directory error(s) (dcr 0x0152) detected and corrected
- 1131653407 2005.11.10 R23-M0-ND-C:J03-U11 2005-11-10-12.10.07.484479 R23-M0-ND-C:J03-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 5
- 1131653407 2005.11.10 R64-M0-N0-C:J03-U01 2005-11-10-12.10.07.591890 R64-M0-N0-C:J03-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 3
- 1131653407 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-12.10.07.798085 R62-M0-NA-C:J07-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 30, bit 4
- 1131653407 2005.11.10 R35-M0-N0-C:J07-U01 2005-11-10-12.10.07.925173 R35-M0-N0-C:J07-U01 RAS KERNEL INFO CE sym 12, at 0x1682ed20, mask 0x01
- 1131653408 2005.11.10 R35-M1-NA-C:J09-U01 2005-11-10-12.10.08.035083 R35-M1-NA-C:J09-U01 RAS KERNEL INFO 9 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131653408 2005.11.10 R35-M1-N8-C:J03-U01 2005-11-10-12.10.08.136278 R35-M1-N8-C:J03-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 14, bit 5
- 1131653408 2005.11.10 R75-M1-NE-C:J09-U01 2005-11-10-12.10.08.238239 R75-M1-NE-C:J09-U01 RAS KERNEL INFO 2 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131653408 2005.11.10 R13-M0-NA-C:J05-U11 2005-11-10-12.10.08.346072 R13-M0-NA-C:J05-U11 RAS KERNEL INFO 26 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 6
- 1131653408 2005.11.10 R07-M1-N2-C:J03-U01 2005-11-10-12.10.08.454659 R07-M1-N2-C:J03-U01 RAS KERNEL INFO 5 ddr errors(s) detected and corrected on rank 0, symbol 34, bit 1
- 1131653408 2005.11.10 R01-M1-ND-C:J03-U01 2005-11-10-12.10.08.553298 R01-M1-ND-C:J03-U01 RAS KERNEL INFO 52 ddr errors(s) detected and corrected on rank 0, symbol 22, bit 6
- 1131653408 2005.11.10 R51-M1-N4-C:J03-U01 2005-11-10-12.10.08.683771 R51-M1-N4-C:J03-U01 RAS KERNEL INFO 1 torus sender x- retransmission error(s) (dcr 0x02f5) detected and corrected
- 1131653408 2005.11.10 R51-M1-N4-C:J11-U01 2005-11-10-12.10.08.788816 R51-M1-N4-C:J11-U01 RAS KERNEL INFO 1 torus sender x+ retransmission error(s) (dcr 0x02f4) detected and corrected
- 1131653408 2005.11.10 R51-M1-N4-C:J07-U01 2005-11-10-12.10.08.898645 R51-M1-N4-C:J07-U01 RAS KERNEL INFO 1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1131653409 2005.11.10 R63-M1-N7-C:J10-U01 2005-11-10-12.10.09.006362 R63-M1-N7-C:J10-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 22, bit 2
- 1131653409 2005.11.10 R27-M0-N1-C:J16-U01 2005-11-10-12.10.09.108480 R27-M0-N1-C:J16-U01 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 31, bit 6
- 1131653409 2005.11.10 R13-M0-NE-C:J14-U01 2005-11-10-12.10.09.213607 R13-M0-NE-C:J14-U01 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 3
- 1131653409 2005.11.10 R77-M0-NC-C:J14-U01 2005-11-10-12.10.09.318058 R77-M0-NC-C:J14-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1
- 1131653409 2005.11.10 R25-M1-N4-C:J12-U01 2005-11-10-12.10.09.419126 R25-M1-N4-C:J12-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 2
- 1131653409 2005.11.10 R74-M1-N0-C:J12-U01 2005-11-10-12.10.09.540247 R74-M1-N0-C:J12-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 3
- 1131653409 2005.11.10 R10-M1-N4-C:J10-U11 2005-11-10-12.10.09.639242 R10-M1-N4-C:J10-U11 RAS KERNEL INFO 7 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 4
- 1131653409 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-12.10.09.754398 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 5 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1131653409 2005.11.10 R55-M0-N9-C:J02-U11 2005-11-10-12.10.09.855854 R55-M0-N9-C:J02-U11 RAS KERNEL INFO 1 torus sender x- retransmission error(s) (dcr 0x02f5) detected and corrected
- 1131653409 2005.11.10 R45-M0-N4-C:J08-U01 2005-11-10-12.10.09.957911 R45-M0-N4-C:J08-U01 RAS KERNEL INFO 1 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1131653410 2005.11.10 R64-M1-N9-C:J08-U11 2005-11-10-12.10.10.015032 R64-M1-N9-C:J08-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 4
- 1131653410 2005.11.10 R57-M0-NC-C:J04-U01 2005-11-10-12.10.10.131079 R57-M0-NC-C:J04-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 0
- 1131653410 2005.11.10 R50-M0-NF-C:J04-U11 2005-11-10-12.10.10.233361 R50-M0-NF-C:J04-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 31, bit 6
- 1131653410 2005.11.10 R10-M0-NE-C:J02-U11 2005-11-10-12.10.10.341114 R10-M0-NE-C:J02-U11 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 34, bit 1
- 1131653410 2005.11.10 R17-M0-N7-C:J04-U01 2005-11-10-12.10.10.448522 R17-M0-N7-C:J04-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 4
- 1131653410 2005.11.10 R17-M0-N3-C:J06-U11 2005-11-10-12.10.10.550527 R17-M0-N3-C:J06-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 6, bit 2
- 1131653410 2005.11.10 R00-M1-N4-C:J02-U11 2005-11-10-12.10.10.658020 R00-M1-N4-C:J02-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 9, bit 3
- 1131653410 2005.11.10 R11-M0-N9-C:J06-U11 2005-11-10-12.10.10.819627 R11-M0-N9-C:J06-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 3
- 1131653410 2005.11.10 R03-M1-N6-C:J15-U01 2005-11-10-12.10.10.963408 R03-M1-N6-C:J15-U01 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 0
- 1131653411 2005.11.10 R03-M1-N6-C:J08-U11 2005-11-10-12.10.11.071012 R03-M1-N6-C:J08-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 1
- 1131653411 2005.11.10 R60-M0-N9-C:J12-U01 2005-11-10-12.10.11.172712 R60-M0-N9-C:J12-U01 RAS KERNEL INFO 1 torus sender x+ retransmission error(s) (dcr 0x02f4) detected and corrected
- 1131653411 2005.11.10 R60-M0-N9-C:J08-U01 2005-11-10-12.10.11.286152 R60-M0-N9-C:J08-U01 RAS KERNEL INFO 1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1131653411 2005.11.10 R60-M0-N9-C:J04-U01 2005-11-10-12.10.11.388328 R60-M0-N9-C:J04-U01 RAS KERNEL INFO 1 torus sender x- retransmission error(s) (dcr 0x02f5) detected and corrected
- 1131653411 2005.11.10 R36-M1-NB-C:J11-U11 2005-11-10-12.10.11.713354 R36-M1-NB-C:J11-U11 RAS KERNEL INFO CE sym 29, at 0x1aad0bc0, mask 0x01
- 1131653411 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-12.10.11.811292 R65-M1-N6-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131653411 2005.11.10 R51-M0-N6-C:J17-U01 2005-11-10-12.10.11.918908 R51-M0-N6-C:J17-U01 RAS KERNEL INFO CE sym 27, at 0x1b8a3b60, mask 0x10
- 1131653412 2005.11.10 R25-M0-NB-C:J11-U01 2005-11-10-12.10.12.032449 R25-M0-NB-C:J11-U01 RAS KERNEL INFO CE sym 10, at 0x1f6868e0, mask 0x02
- 1131653412 2005.11.10 R34-M1-NB-C:J17-U11 2005-11-10-12.10.12.140465 R34-M1-NB-C:J17-U11 RAS KERNEL INFO CE sym 21, at 0x1ebd2fa0, mask 0x10
- 1131653412 2005.11.10 R30-M1-N2-C:J13-U01 2005-11-10-12.10.12.241765 R30-M1-N2-C:J13-U01 RAS KERNEL INFO CE sym 34, at 0x1f00f380, mask 0x40
- 1131653412 2005.11.10 R50-M0-N2-C:J13-U11 2005-11-10-12.10.12.344049 R50-M0-N2-C:J13-U11 RAS KERNEL INFO CE sym 15, at 0x1e7e56c0, mask 0x10
- 1131653412 2005.11.10 R11-M1-NE-C:J17-U01 2005-11-10-12.10.12.445303 R11-M1-NE-C:J17-U01 RAS KERNEL INFO CE sym 29, at 0x0207bee0, mask 0x20
- 1131653412 2005.11.10 R71-M0-NF-C:J15-U11 2005-11-10-12.10.12.546910 R71-M0-NF-C:J15-U11 RAS KERNEL INFO CE sym 8, at 0x1beab080, mask 0x04
- 1131653412 2005.11.10 R06-M1-N6-C:J15-U01 2005-11-10-12.10.12.648930 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected
- 1131653412 2005.11.10 R05-M1-N1-C:J17-U01 2005-11-10-12.10.12.750732 R05-M1-N1-C:J17-U01 RAS KERNEL INFO CE sym 34, at 0x028ed560, mask 0x40
- 1131653412 2005.11.10 R51-M1-N4-C:J07-U01 2005-11-10-12.10.12.858447 R51-M1-N4-C:J07-U01 RAS KERNEL INFO 1 torus receiver x- input pipe error(s) (dcr 0x02ed) detected and corrected
- 1131653412 2005.11.10 R21-M1-N3-C:J03-U11 2005-11-10-12.10.12.965932 R21-M1-N3-C:J03-U11 RAS KERNEL INFO CE sym 15, at 0x1bb2fe80, mask 0x02
- 1131653413 2005.11.10 R63-M0-N7-C:J09-U01 2005-11-10-12.10.13.067634 R63-M0-N7-C:J09-U01 RAS KERNEL INFO CE sym 19, at 0x1a14d440, mask 0x04
- 1131653413 2005.11.10 R23-M0-ND-C:J03-U11 2005-11-10-12.10.13.169823 R23-M0-ND-C:J03-U11 RAS KERNEL INFO CE sym 23, at 0x1a126e60, mask 0x04
- 1131653413 2005.11.10 R64-M0-N0-C:J03-U01 2005-11-10-12.10.13.270960 R64-M0-N0-C:J03-U01 RAS KERNEL INFO CE sym 19, at 0x1afa9460, mask 0x10
- 1131653413 2005.11.10 R62-M0-NA-C:J07-U01 2005-11-10-12.10.13.378746 R62-M0-NA-C:J07-U01 RAS KERNEL INFO CE sym 30, at 0x04c781c0, mask 0x08
- 1131653413 2005.11.10 R35-M0-N0-C:J07-U01 2005-11-10-12.10.13.486421 R35-M0-N0-C:J07-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131653413 2005.11.10 R35-M1-N8-C:J03-U01 2005-11-10-12.10.13.588308 R35-M1-N8-C:J03-U01 RAS KERNEL INFO CE sym 14, at 0x1c007240, mask 0x04
