- 1131628689 2005.11.10 R05-M1-NF-C:J09-U01 2005-11-10-05.18.09.523638 R05-M1-NF-C:J09-U01 RAS KERNEL INFO CE sym 19, at 0x09cc4200, mask 0x80
- 1131634377 2005.11.10 R11-M0-N7-C:J12-U01 2005-11-10-06.52.57.421394 R11-M0-N7-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 292 out of 1024 #ofDirtyDblWord: 904 out of 4096
- 1131634378 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.52.58.300930 R20-M0-NC-C:J16-U01 RAS KERNEL INFO 14 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 0
- 1131634378 2005.11.10 R71-M0-N0-C:J12-U11 2005-11-10-06.52.58.528244 R71-M0-N0-C:J12-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 292 out of 1024 #ofDirtyDblWord: 946 out of 4096
- 1131634378 2005.11.10 R02-M0-NC-C:J12-U01 2005-11-10-06.52.58.641715 R02-M0-NC-C:J12-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 3
- 1131634378 2005.11.10 R53-M0-NA-C:J06-U01 2005-11-10-06.52.58.757480 R53-M0-NA-C:J06-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 284 out of 1024 #ofDirtyDblWord: 895 out of 4096
- 1131634379 2005.11.10 R53-M1-N0-C:J04-U11 2005-11-10-06.52.59.312186 R53-M1-N0-C:J04-U11 RAS KERNEL INFO 4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131634379 2005.11.10 R53-M1-N0-C:J04-U11 2005-11-10-06.52.59.411671 R53-M1-N0-C:J04-U11 RAS KERNEL INFO 4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131634379 2005.11.10 R44-M1-N4-C:J04-U01 2005-11-10-06.52.59.526925 R44-M1-N4-C:J04-U01 RAS KERNEL INFO 1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131634379 2005.11.10 R44-M1-N4-C:J04-U01 2005-11-10-06.52.59.626198 R44-M1-N4-C:J04-U01 RAS KERNEL INFO 1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131634379 2005.11.10 R26-M1-N4-C:J02-U11 2005-11-10-06.52.59.857674 R26-M1-N4-C:J02-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 12, bit 2
- 1131634380 2005.11.10 R41-M0-N0-C:J02-U01 2005-11-10-06.53.00.503969 R41-M0-N0-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 290 out of 1024 #ofDirtyDblWord: 946 out of 4096
- 1131634381 2005.11.10 R23-M0-ND-C:J06-U11 2005-11-10-06.53.01.228438 R23-M0-ND-C:J06-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 296 out of 1024 #ofDirtyDblWord: 976 out of 4096
- 1131634381 2005.11.10 R23-M1-N0-C:J08-U11 2005-11-10-06.53.01.340107 R23-M1-N0-C:J08-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 3
- 1131634381 2005.11.10 R32-M1-N8-C:J04-U11 2005-11-10-06.53.01.443859 R32-M1-N8-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 310 out of 1024 #ofDirtyDblWord: 972 out of 4096
- 1131634381 2005.11.10 R74-M1-N4-C:J08-U01 2005-11-10-06.53.01.543198 R74-M1-N4-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 291 out of 1024 #ofDirtyDblWord: 940 out of 4096
- 1131634381 2005.11.10 R71-M1-NB-C:J02-U01 2005-11-10-06.53.01.758836 R71-M1-NB-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 297 out of 1024 #ofDirtyDblWord: 889 out of 4096
- 1131634381 2005.11.10 R50-M1-N3-C:J08-U11 2005-11-10-06.53.01.856612 R50-M1-N3-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 280 out of 1024 #ofDirtyDblWord: 863 out of 4096
- 1131634382 2005.11.10 R62-M0-N7-C:J04-U11 2005-11-10-06.53.02.075103 R62-M0-N7-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 296 out of 1024 #ofDirtyDblWord: 917 out of 4096
- 1131634383 2005.11.10 R17-M1-N0-C:J08-U11 2005-11-10-06.53.03.609644 R17-M1-N0-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 299 out of 1024 #ofDirtyDblWord: 959 out of 4096
- 1131634383 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.03.939092 R05-M1-N8-C:J14-U01 RAS KERNEL INFO 10 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 3
- 1131634384 2005.11.10 R05-M1-N8-C:J04-U01 2005-11-10-06.53.04.052603 R05-M1-N8-C:J04-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 294 out of 1024 #ofDirtyDblWord: 885 out of 4096
- 1131634384 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-06.53.04.527095 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131634384 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-06.53.04.651672 R65-M1-N6-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131634385 2005.11.10 R71-M1-N8-C:J17-U11 2005-11-10-06.53.05.437112 R71-M1-N8-C:J17-U11 RAS KERNEL INFO CE sym 9, at 0x123b6ca0, mask 0x20
- 1131634386 2005.11.10 R14-M0-NE-C:J17-U01 2005-11-10-06.53.06.040464 R14-M0-NE-C:J17-U01 RAS KERNEL INFO CE sym 35, at 0x15b83f00, mask 0x10
- 1131634386 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-06.53.06.160730 R41-M0-NC-C:J05-U01 RAS KERNEL INFO CE sym 22, at 0x041ebe00, mask 0x08
- 1131634386 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.06.279028 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634386 2005.11.10 R56-M0-N4-C:J09-U01 2005-11-10-06.53.06.381835 R56-M0-N4-C:J09-U01 RAS KERNEL INFO CE sym 31, at 0x148d7460, mask 0x40
- 1131634386 2005.11.10 R26-M1-NB-C:J07-U11 2005-11-10-06.53.06.902186 R26-M1-NB-C:J07-U11 RAS KERNEL INFO CE sym 19, at 0x16979ac0, mask 0x01
- 1131634388 2005.11.10 R17-M0-N8-C:J05-U01 2005-11-10-06.53.08.130442 R17-M0-N8-C:J05-U01 RAS KERNEL INFO CE sym 34, at 0x11e7ed80, mask 0x80
- 1131634388 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-06.53.08.536124 R32-M0-NF-C:J14-U01 RAS KERNEL INFO CE sym 13, at 0x04903380, mask 0x20
- 1131634389 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.09.271515 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634389 2005.11.10 R02-M0-NC-C:J12-U01 2005-11-10-06.53.09.517822 R02-M0-NC-C:J12-U01 RAS KERNEL INFO CE sym 35, at 0x0a3b9f80, mask 0x10
- 1131634389 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.09.625226 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634389 2005.11.10 R26-M1-N4-C:J02-U11 2005-11-10-06.53.09.959476 R26-M1-N4-C:J02-U11 RAS KERNEL INFO CE sym 12, at 0x162a2060, mask 0x20
- 1131634390 2005.11.10 R23-M1-N0-C:J08-U11 2005-11-10-06.53.10.061591 R23-M1-N0-C:J08-U11 RAS KERNEL INFO CE sym 25, at 0x1211fee0, mask 0x10
- 1131634391 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-06.53.11.013344 R20-M1-NF-C:J11-U11 RAS KERNEL INFO CE sym 8, at 0x1222c460, mask 0x04
- 1131634391 2005.11.10 R71-M1-N8-C:J17-U11 2005-11-10-06.53.11.992262 R71-M1-N8-C:J17-U11 RAS KERNEL INFO CE sym 9, at 0x123b6ca0, mask 0x20
- 1131634392 2005.11.10 R14-M0-NE-C:J17-U01 2005-11-10-06.53.12.555809 R14-M0-NE-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131634392 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-06.53.12.662694 R41-M0-NC-C:J05-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131634392 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.12.771300 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634392 2005.11.10 R56-M0-N4-C:J09-U01 2005-11-10-06.53.12.878498 R56-M0-N4-C:J09-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131634393 2005.11.10 R26-M1-NB-C:J07-U11 2005-11-10-06.53.13.399143 R26-M1-NB-C:J07-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131634394 2005.11.10 R17-M0-N8-C:J05-U01 2005-11-10-06.53.14.188442 R17-M0-N8-C:J05-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131634394 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-06.53.14.639019 R32-M0-NF-C:J14-U01 RAS KERNEL INFO CE sym 13, at 0x04903380, mask 0x20
- 1131634395 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.15.427184 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634395 2005.11.10 R02-M0-NC-C:J12-U01 2005-11-10-06.53.15.649319 R02-M0-NC-C:J12-U01 RAS KERNEL INFO CE sym 35, at 0x0a3b9f80, mask 0x10
- 1131634395 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.15.756772 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634396 2005.11.10 R26-M1-N4-C:J02-U11 2005-11-10-06.53.16.072968 R26-M1-N4-C:J02-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131634396 2005.11.10 R23-M1-N0-C:J08-U11 2005-11-10-06.53.16.175384 R23-M1-N0-C:J08-U11 RAS KERNEL INFO CE sym 25, at 0x1211fee0, mask 0x10
- 1131634396 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-06.53.16.898775 R20-M1-NF-C:J11-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131634397 2005.11.10 R71-M1-N8-C:J17-U11 2005-11-10-06.53.17.252423 R71-M1-N8-C:J17-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131634397 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.17.563622 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634398 2005.11.10 R32-M0-NF-C:J14-U01 2005-11-10-06.53.18.717501 R32-M0-NF-C:J14-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131634399 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.19.363742 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634399 2005.11.10 R02-M0-NC-C:J12-U01 2005-11-10-06.53.19.460604 R02-M0-NC-C:J12-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131634399 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.19.574140 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634399 2005.11.10 R23-M1-N0-C:J08-U11 2005-11-10-06.53.19.872133 R23-M1-N0-C:J08-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131634400 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.20.734615 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634402 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.22.122081 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634402 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.22.241910 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634403 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.23.021708 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634404 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.24.229282 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634404 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.24.336124 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634404 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.24.952857 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634405 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.25.969690 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634406 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.26.065699 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634406 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.26.544648 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634407 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.27.538522 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634407 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.27.652935 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634408 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.28.055879 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634408 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.28.862029 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634408 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.28.975474 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634409 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.29.266251 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634409 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.29.980672 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634410 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.30.082421 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634410 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.30.360607 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634411 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.31.009971 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634411 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.31.123727 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131634411 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.31.413594 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634412 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.32.093043 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634412 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-06.53.32.206487 R05-M1-N8-C:J14-U01 RAS KERNEL INFO total of 10 ddr error(s) detected and corrected
- 1131634412 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.32.433186 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634412 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.32.844399 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634413 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.33.117380 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634413 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.33.520048 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634413 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.33.813836 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634414 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.34.183415 R20-M0-NC-C:J16-U01 RAS KERNEL INFO CE sym 23, at 0x0210f640, mask 0x80
- 1131634414 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.34.478777 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634414 2005.11.10 R20-M0-NC-C:J16-U01 2005-11-10-06.53.34.799558 R20-M0-NC-C:J16-U01 RAS KERNEL INFO total of 14 ddr error(s) detected and corrected
- 1131634415 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.35.082865 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634415 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.35.577525 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634416 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.36.050213 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634416 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.36.522601 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634417 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.37.008942 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634417 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.37.383511 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634417 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.37.760093 R53-M0-ND-C:J05-U11 RAS KERNEL INFO CE sym 28, at 0x161059a0, mask 0x40
- 1131634418 2005.11.10 R53-M0-ND-C:J05-U11 2005-11-10-06.53.38.131186 R53-M0-ND-C:J05-U11 RAS KERNEL INFO total of 22 ddr error(s) detected and corrected
- 1131635685 2005.11.10 R53-M0-N4-C:J17-U01 2005-11-10-07.14.45.224947 R53-M0-N4-C:J17-U01 RAS KERNEL INFO critical input interrupt (unit=0x0b bit=0x03): warning for torus x- wire
- 1131635685 2005.11.10 R53-M0-N4-C:J17-U01 2005-11-10-07.14.45.540384 R53-M0-N4-C:J17-U01 RAS KERNEL INFO suppressing further interrupts of same type
- 1131635891 2005.11.10 R56-M0-NA-C:J17-U11 2005-11-10-07.18.11.791528 R56-M0-NA-C:J17-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 221 out of 1024 #ofDirtyDblWord: 650 out of 4096
- 1131635891 2005.11.10 R53-M0-N1-C:J11-U01 2005-11-10-07.18.11.902698 R53-M0-N1-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 665 out of 4096
- 1131635892 2005.11.10 R20-M1-NF-C:J11-U11 2005-11-10-07.18.12.147566 R20-M1-NF-C:J11-U11 RAS KERNEL INFO 12 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 5
- 1131635892 2005.11.10 R26-M1-N9-C:J11-U01 2005-11-10-07.18.12.333707 R26-M1-N9-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 220 out of 1024 #ofDirtyDblWord: 678 out of 4096
- 1131635893 2005.11.10 R47-M1-N1-C:J17-U11 2005-11-10-07.18.13.651402 R47-M1-N1-C:J17-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 230 out of 1024 #ofDirtyDblWord: 679 out of 4096
- 1131635894 2005.11.10 R23-M1-N2-C:J17-U01 2005-11-10-07.18.14.014101 R23-M1-N2-C:J17-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 220 out of 1024 #ofDirtyDblWord: 652 out of 4096
- 1131635894 2005.11.10 R32-M0-N9-C:J15-U01 2005-11-10-07.18.14.254593 R32-M0-N9-C:J15-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 697 out of 4096
- 1131635894 2005.11.10 R65-M0-NE-C:J11-U11 2005-11-10-07.18.14.750718 R65-M0-NE-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 224 out of 1024 #ofDirtyDblWord: 653 out of 4096
- 1131635895 2005.11.10 R62-M1-NA-C:J15-U11 2005-11-10-07.18.15.141076 R62-M1-NA-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 222 out of 1024 #ofDirtyDblWord: 640 out of 4096
- 1131635895 2005.11.10 R71-M1-N8-C:J17-U11 2005-11-10-07.18.15.378841 R71-M1-N8-C:J17-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 9, bit 2
- 1131635895 2005.11.10 R35-M1-ND-C:J11-U01 2005-11-10-07.18.15.618111 R35-M1-ND-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 230 out of 1024 #ofDirtyDblWord: 689 out of 4096
- 1131635896 2005.11.10 R14-M1-N4-C:J13-U01 2005-11-10-07.18.16.341853 R14-M1-N4-C:J13-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 228 out of 1024 #ofDirtyDblWord: 668 out of 4096
- 1131635897 2005.11.10 R02-M1-NA-C:J11-U01 2005-11-10-07.18.17.085856 R02-M1-NA-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 212 out of 1024 #ofDirtyDblWord: 634 out of 4096
- 1131635897 2005.11.10 R41-M0-NC-C:J05-U01 2005-11-10-07.18.17.532591 R41-M0-NC-C:J05-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 22, bit 4
- 1131635897 2005.11.10 R56-M1-N4-C:J05-U01 2005-11-10-07.18.17.761393 R56-M1-N4-C:J05-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 219 out of 1024 #ofDirtyDblWord: 688 out of 4096
- 1131635898 2005.11.10 R20-M1-N8-C:J09-U11 2005-11-10-07.18.18.783909 R20-M1-N8-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 224 out of 1024 #ofDirtyDblWord: 661 out of 4096
- 1131635898 2005.11.10 R47-M1-NF-C:J09-U11 2005-11-10-07.18.18.890308 R47-M1-NF-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 218 out of 1024 #ofDirtyDblWord: 634 out of 4096
- 1131635899 2005.11.10 R26-M1-N7-C:J05-U11 2005-11-10-07.18.19.130190 R26-M1-N7-C:J05-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 212 out of 1024 #ofDirtyDblWord: 662 out of 4096
- 1131635900 2005.11.10 R74-M0-N8-C:J03-U01 2005-11-10-07.18.20.728824 R74-M0-N8-C:J03-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 677 out of 4096
- 1131635900 2005.11.10 R35-M0-N3-C:J05-U11 2005-11-10-07.18.20.853731 R35-M0-N3-C:J05-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 213 out of 1024 #ofDirtyDblWord: 662 out of 4096
- 1131635901 2005.11.10 R32-M0-N7-C:J09-U11 2005-11-10-07.18.21.188768 R32-M0-N7-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 219 out of 1024 #ofDirtyDblWord: 635 out of 4096
- 1131635901 2005.11.10 R17-M1-NF-C:J05-U01 2005-11-10-07.18.21.762993 R17-M1-NF-C:J05-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 222 out of 1024 #ofDirtyDblWord: 658 out of 4096
- 1131635902 2005.11.10 R14-M0-N6-C:J03-U01 2005-11-10-07.18.22.021348 R14-M0-N6-C:J03-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 1
- 1131635902 2005.11.10 R14-M0-NB-C:J09-U11 2005-11-10-07.18.22.337537 R14-M0-NB-C:J09-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 207 out of 1024 #ofDirtyDblWord: 633 out of 4096
- 1131635902 2005.11.10 R71-M0-NF-C:J09-U01 2005-11-10-07.18.22.439990 R71-M0-NF-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 215 out of 1024 #ofDirtyDblWord: 677 out of 4096
- 1131635902 2005.11.10 R11-M1-N4-C:J03-U01 2005-11-10-07.18.22.863195 R11-M1-N4-C:J03-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 6
- 1131635903 2005.11.10 R77-M0-N1-C:J14-U01 2005-11-10-07.18.23.104545 R77-M0-N1-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 233 out of 1024 #ofDirtyDblWord: 670 out of 4096
- 1131635903 2005.11.10 R41-M0-NE-C:J14-U11 2005-11-10-07.18.23.219506 R41-M0-NE-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 668 out of 4096
- 1131635903 2005.11.10 R44-M0-N3-C:J12-U01 2005-11-10-07.18.23.815598 R44-M0-N3-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 200 out of 1024 #ofDirtyDblWord: 607 out of 4096
