1137585740 2006.01.18 bn398 Jan 18 04:02:20 bn398/bn398 sendmail[31373]: My unqualified host name (bn398) unknown; sleeping for retry
1137585898 2006.01.18 #33# Jan 18 04:04:58 #33#/#33# kernel: LustreError: previously skipped 1 similar messages
1137585898 2006.01.18 dn394 Jan 18 04:04:58 dn394/dn394 crond(pam_unix)[4179]: session closed for user root
1137585898 2006.01.18 dn871 Jan 18 04:04:58 dn871/dn871 crond(pam_unix)[4159]: session closed for user root
1137585899 2006.01.18 bn184 Jan 18 04:04:59 bn184/bn184 crond(pam_unix)[3187]: session closed for user root
1137585899 2006.01.18 bn328 Jan 18 04:04:59 bn328/bn328 crond(pam_unix)[3184]: session closed for user root
1137585899 2006.01.18 bn511 Jan 18 04:04:59 bn511/bn511 crond(pam_unix)[3173]: session closed for user root
1137585899 2006.01.18 bn550 Jan 18 04:04:59 bn550/bn550 crond(pam_unix)[3171]: session closed for user root
1137585899 2006.01.18 bn783 Jan 18 04:04:59 bn783/bn783 crond(pam_unix)[3180]: session closed for user root
1137585899 2006.01.18 bn815 Jan 18 04:04:59 bn815/bn815 crond(pam_unix)[3179]: session closed for user root
1137585899 2006.01.18 bn901 Jan 18 04:04:59 bn901/bn901 crond(pam_unix)[3164]: session closed for user root
1137585899 2006.01.18 dn343 Jan 18 04:04:59 dn343/dn343 crond(pam_unix)[4068]: session closed for user root
1137585899 2006.01.18 dn392 Jan 18 04:04:59 dn392/dn392 crond(pam_unix)[4167]: session closed for user root
1137585899 2006.01.18 dn517 Jan 18 04:04:59 dn517/dn517 crond(pam_unix)[4323]: session closed for user root
1137585899 2006.01.18 dn603 Jan 18 04:04:59 dn603/dn603 crond(pam_unix)[15899]: session closed for user root
1137585899 2006.01.18 dn935 Jan 18 04:04:59 dn935/dn935 crond(pam_unix)[4139]: session closed for user root
1137585899 2006.01.18 dn979 Jan 18 04:04:59 dn979/dn979 crond(pam_unix)[4009]: session closed for user root
1137585899 2006.01.18 dn983 Jan 18 04:04:59 dn983/dn983 crond(pam_unix)[4137]: session closed for user root
1137585900 2006.01.18 bn1014 Jan 18 04:05:00 bn1014/bn1014 crond(pam_unix)[3175]: session closed for user root
1137585900 2006.01.18 bn643 Jan 18 04:05:00 bn643/bn643 crond(pam_unix)[3167]: session closed for user root
1137585900 2006.01.18 bn658 Jan 18 04:05:00 bn658/bn658 crond(pam_unix)[3170]: session closed for user root
1137585900 2006.01.18 bn670 Jan 18 04:05:00 bn670/bn670 crond(pam_unix)[3167]: session closed for user root
1137585900 2006.01.18 bn719 Jan 18 04:05:00 bn719/bn719 crond(pam_unix)[3179]: session closed for user root
1137585900 2006.01.18 bn879 Jan 18 04:05:00 bn879/bn879 crond(pam_unix)[3166]: session closed for user root
1137585900 2006.01.18 dn322 Jan 18 04:05:00 dn322/dn322 crond(pam_unix)[4283]: session closed for user root
1137585900 2006.01.18 dn621 Jan 18 04:05:00 dn621/dn621 crond(pam_unix)[15890]: session closed for user root
1137585900 2006.01.18 dn721 Jan 18 04:05:00 dn721/dn721 ntpd[2274]: synchronized to 10.100.24.250, stratum 3
1137585900 2006.01.18 dn934 Jan 18 04:05:00 dn934/dn934 crond(pam_unix)[4086]: session closed for user root
1137585900 2006.01.18 dn977 Jan 18 04:05:00 dn977/dn977 crond(pam_unix)[4138]: session closed for user root
1137585901 2006.01.18 an218 Jan 18 04:05:01 an218/an218 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585901 2006.01.18 an218 Jan 18 04:05:01 an218/an218 snmpd[24041]: Got trap from peer on fd 13
1137585901 2006.01.18 bn224 Jan 18 04:05:01 bn224/bn224 crond(pam_unix)[3187]: session closed for user root
1137585901 2006.01.18 bn238 Jan 18 04:05:01 bn238/bn238 crond(pam_unix)[3164]: session closed for user root
1137585901 2006.01.18 bn52 Jan 18 04:05:01 bn52/bn52 crond(pam_unix)[3174]: session closed for user root
1137585901 2006.01.18 bn576 Jan 18 04:05:01 bn576/bn576 crond(pam_unix)[3186]: session closed for user root
1137585901 2006.01.18 bn624 Jan 18 04:05:01 bn624/bn624 crond(pam_unix)[3180]: session closed for user root
1137585901 2006.01.18 bn728 Jan 18 04:05:01 bn728/bn728 crond(pam_unix)[3170]: session closed for user root
1137585901 2006.01.18 bn871 Jan 18 04:05:01 bn871/bn871 crond(pam_unix)[3177]: session closed for user root
1137585901 2006.01.18 dn826 Jan 18 04:05:01 dn826/dn826 crond(pam_unix)[15816]: session closed for user root
1137585902 2006.01.18 bn160 Jan 18 04:05:02 bn160/bn160 crond(pam_unix)[3187]: session closed for user root
1137585902 2006.01.18 bn286 Jan 18 04:05:02 bn286/bn286 crond(pam_unix)[3184]: session closed for user root
1137585902 2006.01.18 dn398 Jan 18 04:05:02 dn398/dn398 crond(pam_unix)[4167]: session closed for user root
1137585902 2006.01.18 dn811 Jan 18 04:05:02 dn811/dn811 crond(pam_unix)[15821]: session closed for user root
1137585903 2006.01.18 bn172 Jan 18 04:05:03 bn172/bn172 crond(pam_unix)[3186]: session closed for user root
1137585903 2006.01.18 bn204 Jan 18 04:05:03 bn204/bn204 crond(pam_unix)[3173]: session closed for user root
1137585903 2006.01.18 bn220 Jan 18 04:05:03 bn220/bn220 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585903 2006.01.18 bn220 Jan 18 04:05:03 bn220/bn220 snmpd[8813]: Got trap from peer on fd 13
1137585903 2006.01.18 bn232 Jan 18 04:05:03 bn232/bn232 crond(pam_unix)[3175]: session closed for user root
1137585903 2006.01.18 bn240 Jan 18 04:05:03 bn240/bn240 crond(pam_unix)[3174]: session closed for user root
1137585903 2006.01.18 bn444 Jan 18 04:05:03 bn444/bn444 ntpd[2280]: synchronized to 10.100.8.250, stratum 3
1137585903 2006.01.18 bn814 Jan 18 04:05:03 bn814/bn814 crond(pam_unix)[3176]: session closed for user root
1137585903 2006.01.18 bn864 Jan 18 04:05:03 bn864/bn864 crond(pam_unix)[3180]: session closed for user root
1137585903 2006.01.18 bn988 Jan 18 04:05:03 bn988/bn988 crond(pam_unix)[3174]: session closed for user root
1137585903 2006.01.18 dn279 Jan 18 04:05:03 dn279/dn279 crond(pam_unix)[4279]: session closed for user root
1137585903 2006.01.18 dn639 Jan 18 04:05:03 dn639/dn639 crond(pam_unix)[4259]: session closed for user root
1137585903 2006.01.18 dn79 Jan 18 04:05:03 dn79/dn79 crond(pam_unix)[4149]: session closed for user root
1137585903 2006.01.18 dn810 Jan 18 04:05:03 dn810/dn810 crond(pam_unix)[15825]: session closed for user root
1137585903 2006.01.18 dn813 Jan 18 04:05:03 dn813/dn813 crond(pam_unix)[15823]: session closed for user root
1137585903 2006.01.18 dn947 Jan 18 04:05:03 dn947/dn947 crond(pam_unix)[4122]: session closed for user root
1137585903 2006.01.18 dn954 Jan 18 04:05:03 dn954/dn954 crond(pam_unix)[4126]: session closed for user root
1137585904 2006.01.18 bn185 Jan 18 04:05:04 bn185/bn185 crond(pam_unix)[3187]: session closed for user root
1137585904 2006.01.18 bn219 Jan 18 04:05:04 bn219/bn219 crond(pam_unix)[3175]: session closed for user root
1137585904 2006.01.18 bn228 Jan 18 04:05:04 bn228/bn228 crond(pam_unix)[3181]: session closed for user root
1137585904 2006.01.18 bn431 Jan 18 04:05:04 bn431/bn431 crond(pam_unix)[3169]: session closed for user root
1137585904 2006.01.18 bn567 Jan 18 04:05:04 bn567/bn567 crond(pam_unix)[3182]: session closed for user root
1137585904 2006.01.18 dn226 Jan 18 04:05:04 dn226/dn226 crond(pam_unix)[4195]: session closed for user root
1137585904 2006.01.18 dn353 Jan 18 04:05:04 dn353/dn353 crond(pam_unix)[4299]: session closed for user root
1137585904 2006.01.18 dn631 Jan 18 04:05:04 dn631/dn631 crond(pam_unix)[15883]: session closed for user root
1137585904 2006.01.18 dn708 Jan 18 04:05:04 dn708/dn708 crond(pam_unix)[4011]: session closed for user root
1137585904 2006.01.18 dn748 Jan 18 04:05:04 dn748/dn748 crond(pam_unix)[4215]: session closed for user root
1137585904 2006.01.18 dn896 Jan 18 04:05:04 dn896/dn896 crond(pam_unix)[4157]: session closed for user root
1137585905 2006.01.18 bn191 Jan 18 04:05:05 bn191/bn191 crond(pam_unix)[3175]: session closed for user root
1137585905 2006.01.18 bn225 Jan 18 04:05:05 bn225/bn225 crond(pam_unix)[3188]: session closed for user root
1137585905 2006.01.18 bn278 Jan 18 04:05:05 bn278/bn278 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137585905 2006.01.18 bn278 Jan 18 04:05:05 bn278/bn278 snmpd[2009]: Got trap from peer on fd 13
1137585905 2006.01.18 bn518 Jan 18 04:05:05 bn518/bn518 crond(pam_unix)[3233]: session closed for user root
1137585905 2006.01.18 bn520 Jan 18 04:05:05 bn520/bn520 crond(pam_unix)[3230]: session closed for user root
1137585905 2006.01.18 bn549 Jan 18 04:05:05 bn549/bn549 crond(pam_unix)[3183]: session closed for user root
1137585905 2006.01.18 bn642 Jan 18 04:05:05 bn642/bn642 crond(pam_unix)[3167]: session closed for user root
1137585905 2006.01.18 bn655 Jan 18 04:05:05 bn655/bn655 crond(pam_unix)[3169]: session closed for user root
1137585905 2006.01.18 bn705 Jan 18 04:05:05 bn705/bn705 crond(pam_unix)[3174]: session closed for user root
1137585905 2006.01.18 bn755 Jan 18 04:05:05 bn755/bn755 crond(pam_unix)[3179]: session closed for user root
1137585905 2006.01.18 bn797 Jan 18 04:05:05 bn797/bn797 crond(pam_unix)[3149]: session closed for user root
1137585905 2006.01.18 bn926 Jan 18 04:05:05 bn926/bn926 crond(pam_unix)[3175]: session closed for user root
1137585905 2006.01.18 dn345 Jan 18 04:05:05 dn345/dn345 crond(pam_unix)[4302]: session closed for user root
1137585905 2006.01.18 dn350 Jan 18 04:05:05 dn350/dn350 crond(pam_unix)[4290]: session closed for user root
1137585905 2006.01.18 dn637 Jan 18 04:05:05 dn637/dn637 crond(pam_unix)[4260]: session closed for user root
1137585905 2006.01.18 dn80 Jan 18 04:05:05 dn80/dn80 crond(pam_unix)[4150]: session closed for user root
1137585905 2006.01.18 dn816 Jan 18 04:05:05 dn816/dn816 crond(pam_unix)[3997]: session closed for user root
1137585905 2006.01.18 dn966 Jan 18 04:05:05 dn966/dn966 crond(pam_unix)[4135]: session closed for user root
1137585906 2006.01.18 bn171 Jan 18 04:05:06 bn171/bn171 crond(pam_unix)[3127]: session closed for user root
1137585906 2006.01.18 bn222 Jan 18 04:05:06 bn222/bn222 crond(pam_unix)[3186]: session closed for user root
1137585906 2006.01.18 bn310 Jan 18 04:05:06 bn310/bn310 crond(pam_unix)[3183]: session closed for user root
1137585906 2006.01.18 bn313 Jan 18 04:05:06 bn313/bn313 crond(pam_unix)[3184]: session closed for user root
1137585906 2006.01.18 bn433 Jan 18 04:05:06 bn433/bn433 crond(pam_unix)[3184]: session closed for user root
1137585906 2006.01.18 bn589 Jan 18 04:05:06 bn589/bn589 crond(pam_unix)[3183]: session closed for user root
1137585906 2006.01.18 bn610 Jan 18 04:05:06 bn610/bn610 crond(pam_unix)[3180]: session closed for user root
1137585906 2006.01.18 bn644 Jan 18 04:05:06 bn644/bn644 crond(pam_unix)[3157]: session closed for user root
1137585906 2006.01.18 bn654 Jan 18 04:05:06 bn654/bn654 crond(pam_unix)[3179]: session closed for user root
1137585906 2006.01.18 bn758 Jan 18 04:05:06 bn758/bn758 crond(pam_unix)[3178]: session closed for user root
1137585906 2006.01.18 bn951 Jan 18 04:05:06 bn951/bn951 crond(pam_unix)[3175]: session closed for user root
1137585906 2006.01.18 dn111 Jan 18 04:05:06 dn111/dn111 crond(pam_unix)[4149]: session closed for user root
1137585906 2006.01.18 dn354 Jan 18 04:05:06 dn354/dn354 crond(pam_unix)[4297]: session closed for user root
1137585906 2006.01.18 dn387 Jan 18 04:05:06 dn387/dn387 crond(pam_unix)[4168]: session closed for user root
1137585906 2006.01.18 dn403 Jan 18 04:05:06 dn403/dn403 crond(pam_unix)[4179]: session closed for user root
1137585906 2006.01.18 dn634 Jan 18 04:05:06 dn634/dn634 crond(pam_unix)[4263]: session closed for user root
1137585906 2006.01.18 dn635 Jan 18 04:05:06 dn635/dn635 crond(pam_unix)[4256]: session closed for user root
1137585906 2006.01.18 dn791 Jan 18 04:05:06 dn791/dn791 crond(pam_unix)[4293]: session closed for user root
1137585906 2006.01.18 dn809 Jan 18 04:05:06 dn809/dn809 crond(pam_unix)[4951]: session closed for user root
1137585906 2006.01.18 dn819 Jan 18 04:05:06 dn819/dn819 crond(pam_unix)[4010]: session closed for user root
1137585906 2006.01.18 dn82 Jan 18 04:05:06 dn82/dn82 crond(pam_unix)[4149]: session closed for user root
1137585907 2006.01.18 aadmin1 Jan 18 04:05:07 src@aadmin1 crond(pam_unix)[24375]: session closed for user root
1137585907 2006.01.18 aadmin1 Jan 18 04:05:07 src@aadmin1 sendmail[24587]: k0IB57oL024587: from=root, size=356, class=0, nrcpts=1, msgid=<200601181105.k0IB57oL024587@aadmin1>, relay=#7#@localhost
1137585907 2006.01.18 aadmin1 Jan 18 04:05:07 src@aadmin1 sendmail[24587]: k0IB57oL024587: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=30356, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585907 2006.01.18 aadmin1 Jan 18 04:05:07 src@aadmin1 sendmail[24587]: unable to qualify my own domain name (aadmin1) -- using short name
1137585907 2006.01.18 bn20 Jan 18 04:05:07 bn20/bn20 crond(pam_unix)[3187]: session closed for user root
1137585907 2006.01.18 bn435 Jan 18 04:05:07 bn435/bn435 crond(pam_unix)[3174]: session closed for user root
1137585907 2006.01.18 bn504 Jan 18 04:05:07 bn504/bn504 crond(pam_unix)[3172]: session closed for user root
1137585907 2006.01.18 bn600 Jan 18 04:05:07 bn600/bn600 crond(pam_unix)[3180]: session closed for user root
1137585907 2006.01.18 bn616 Jan 18 04:05:07 bn616/bn616 crond(pam_unix)[3178]: session closed for user root
1137585907 2006.01.18 bn652 Jan 18 04:05:07 bn652/bn652 crond(pam_unix)[3183]: session closed for user root
1137585907 2006.01.18 bn669 Jan 18 04:05:07 bn669/bn669 crond(pam_unix)[3168]: session closed for user root
1137585907 2006.01.18 bn902 Jan 18 04:05:07 bn902/bn902 crond(pam_unix)[3169]: session closed for user root
1137585907 2006.01.18 dn173 Jan 18 04:05:07 dn173/dn173 crond(pam_unix)[4187]: session closed for user root
1137585907 2006.01.18 dn60 Jan 18 04:05:07 dn60/dn60 crond(pam_unix)[4150]: session closed for user root
1137585907 2006.01.18 dn873 Jan 18 04:05:07 dn873/dn873 crond(pam_unix)[4146]: session closed for user root
1137585907 2006.01.18 dn929 Jan 18 04:05:07 dn929/dn929 crond(pam_unix)[4143]: session closed for user root
1137585908 2006.01.18 an179 Jan 18 04:05:08 an179/an179 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585908 2006.01.18 an179 Jan 18 04:05:08 an179/an179 snmpd[22693]: Got trap from peer on fd 13
1137585908 2006.01.18 bn194 Jan 18 04:05:08 bn194/bn194 crond(pam_unix)[3188]: session closed for user root
1137585908 2006.01.18 bn47 Jan 18 04:05:08 bn47/bn47 crond(pam_unix)[3177]: session closed for user root
1137585908 2006.01.18 bn544 Jan 18 04:05:08 bn544/bn544 crond(pam_unix)[3165]: session closed for user root
1137585908 2006.01.18 bn656 Jan 18 04:05:08 bn656/bn656 crond(pam_unix)[3168]: session closed for user root
1137585908 2006.01.18 bn802 Jan 18 04:05:08 bn802/bn802 crond(pam_unix)[3175]: session closed for user root
1137585908 2006.01.18 cn960 Jan 18 04:05:08 cn960/cn960 crond(pam_unix)[2171]: session closed for user root
1137585908 2006.01.18 dn104 Jan 18 04:05:08 dn104/dn104 crond(pam_unix)[4136]: session closed for user root
1137585908 2006.01.18 dn648 Jan 18 04:05:08 dn648/dn648 crond(pam_unix)[4264]: session closed for user root
1137585908 2006.01.18 dn981 Jan 18 04:05:08 dn981/dn981 crond(pam_unix)[4138]: session closed for user root
1137585908 2006.01.18 tbird-sm1 Jan 18 04:05:08 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137585909 2006.01.18 badmin4 Jan 18 04:05:09 src@badmin4 ntpd[4905]: synchronized to 10.100.24.251, stratum 2
1137585909 2006.01.18 bn157 Jan 18 04:05:09 bn157/bn157 crond(pam_unix)[3188]: session closed for user root
1137585909 2006.01.18 bn329 Jan 18 04:05:09 bn329/bn329 crond(pam_unix)[3182]: session closed for user root
1137585909 2006.01.18 bn564 Jan 18 04:05:09 bn564/bn564 crond(pam_unix)[3179]: session closed for user root
1137585909 2006.01.18 bn598 Jan 18 04:05:09 bn598/bn598 crond(pam_unix)[3182]: session closed for user root
1137585909 2006.01.18 bn777 Jan 18 04:05:09 bn777/bn777 crond(pam_unix)[3179]: session closed for user root
1137585909 2006.01.18 bn820 Jan 18 04:05:09 bn820/bn820 crond(pam_unix)[3169]: session closed for user root
1137585909 2006.01.18 bn947 Jan 18 04:05:09 bn947/bn947 crond(pam_unix)[3173]: session closed for user root
1137585909 2006.01.18 dn355 Jan 18 04:05:09 dn355/dn355 crond(pam_unix)[4300]: session closed for user root
1137585909 2006.01.18 dn646 Jan 18 04:05:09 dn646/dn646 crond(pam_unix)[4254]: session closed for user root
1137585909 2006.01.18 dn957 Jan 18 04:05:09 dn957/dn957 crond(pam_unix)[4136]: session closed for user root
1137585910 2006.01.18 dn101 Jan 18 04:05:10 dn101/dn101 crond(pam_unix)[4186]: session closed for user root
1137585911 2006.01.18 bn319 Jan 18 04:05:11 bn319/bn319 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585911 2006.01.18 bn319 Jan 18 04:05:11 bn319/bn319 snmpd[8504]: Got trap from peer on fd 13
1137585911 2006.01.18 bn423 Jan 18 04:05:11 bn423/bn423 ntpd[2290]: synchronized to 10.100.8.250, stratum 3
1137585911 2006.01.18 dn644 Jan 18 04:05:11 dn644/dn644 crond(pam_unix)[4243]: session closed for user root
1137585912 2006.01.18 bn212 Jan 18 04:05:12 bn212/bn212 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585912 2006.01.18 bn212 Jan 18 04:05:12 bn212/bn212 snmpd[8736]: Got trap from peer on fd 13
1137585912 2006.01.18 bn227 Jan 18 04:05:12 bn227/bn227 crond(pam_unix)[3186]: session closed for user root
1137585912 2006.01.18 tbird-sm1 Jan 18 04:05:12 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137585912 2006.01.18 tbird-sm1 Jan 18 04:05:12 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137585913 2006.01.18 bn291 Jan 18 04:05:13 bn291/bn291 crond(pam_unix)[3183]: session closed for user root
1137585913 2006.01.18 bn862 Jan 18 04:05:13 bn862/bn862 ntpd[2285]: synchronized to 10.100.12.250, stratum 3
1137585913 2006.01.18 dn886 Jan 18 04:05:13 dn886/dn886 crond(pam_unix)[4146]: session closed for user root
1137585913 2006.01.18 dn932 Jan 18 04:05:13 dn932/dn932 crond(pam_unix)[4132]: session closed for user root
1137585914 2006.01.18 an351 Jan 18 04:05:14 an351/an351 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585914 2006.01.18 an351 Jan 18 04:05:14 an351/an351 snmpd[11283]: Got trap from peer on fd 13
1137585915 2006.01.18 an170 Jan 18 04:05:15 an170/an170 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585915 2006.01.18 an170 Jan 18 04:05:15 an170/an170 snmpd[22840]: Got trap from peer on fd 13
1137585915 2006.01.18 an183 Jan 18 04:05:15 an183/an183 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137585915 2006.01.18 an183 Jan 18 04:05:15 an183/an183 snmpd[22975]: Got trap from peer on fd 13
1137585916 2006.01.18 bn147 Jan 18 04:05:16 bn147/bn147 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137585916 2006.01.18 bn147 Jan 18 04:05:16 bn147/bn147 snmpd[2009]: Got trap from peer on fd 13
1137585917 2006.01.18 cn245 Jan 18 04:05:17 cn245/cn245 crond(pam_unix)[4406]: session closed for user root
1137585918 2006.01.18 tbird-admin1 Jan 18 04:05:18 local@tbird-admin1 ntpd[1785]: synchronized to #14#, stratum 2
1137585920 2006.01.18 cn450 Jan 18 04:05:20 cn450/cn450 crond(pam_unix)[4405]: session closed for user root
1137585923 2006.01.18 bn577 Jan 18 04:05:23 bn577/bn577 ntpd[2270]: synchronized to 10.100.14.250, stratum 3
1137585923 2006.01.18 tbird-sm1 Jan 18 04:05:23 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137585926 2006.01.18 bn920 Jan 18 04:05:26 bn920/bn920 ntpd[2274]: synchronized to 10.100.8.250, stratum 3
1137585927 2006.01.18 bn916 Jan 18 04:05:27 bn916/bn916 ntpd[2283]: synchronized to 10.100.10.250, stratum 3
1137585927 2006.01.18 tbird-sm1 Jan 18 04:05:27 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137585927 2006.01.18 tbird-sm1 Jan 18 04:05:27 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137585928 2006.01.18 bn182 Jan 18 04:05:28 bn182/bn182 ntpd[2053]: synchronized to 10.100.12.250, stratum 3
1137585928 2006.01.18 bn278 Jan 18 04:05:28 bn278/bn278 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585928 2006.01.18 bn278 Jan 18 04:05:28 bn278/bn278 snmpd[2009]: Got trap from peer on fd 13
1137585932 2006.01.18 bn181 Jan 18 04:05:32 bn181/bn181 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585932 2006.01.18 bn181 Jan 18 04:05:32 bn181/bn181 snmpd[8797]: Got trap from peer on fd 13
1137585932 2006.01.18 cn992 Jan 18 04:05:32 cn992/cn992 crond(pam_unix)[4392]: session closed for user root
1137585933 2006.01.18 bn272 Jan 18 04:05:33 bn272/bn272 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585933 2006.01.18 bn272 Jan 18 04:05:33 bn272/bn272 snmpd[8143]: Got trap from peer on fd 13
1137585933 2006.01.18 bn282 Jan 18 04:05:33 bn282/bn282 ntpd[2275]: synchronized to 10.100.8.250, stratum 3
1137585934 2006.01.18 #32# Jan 18 04:05:34 #32#/#32# kernel: LustreError: 20629:0:(socknal_lib-linux.c:813:ksocknal_lib_connect_sock()) Error -115 connecting 10.100.20.251/1023 -> 10.0.4.80/988
1137585935 2006.01.18 bn431 Jan 18 04:05:35 bn431/bn431 ntpd[2263]: synchronized to 10.100.8.250, stratum 3
1137585936 2006.01.18 bn212 Jan 18 04:05:36 bn212/bn212 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137585936 2006.01.18 bn212 Jan 18 04:05:36 bn212/bn212 snmpd[8736]: Got trap from peer on fd 13
1137585936 2006.01.18 bn337 Jan 18 04:05:36 bn337/bn337 ntpd[2288]: synchronized to 10.100.8.250, stratum 3
1137585937 2006.01.18 an351 Jan 18 04:05:37 an351/an351 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137585937 2006.01.18 an351 Jan 18 04:05:37 an351/an351 snmpd[11283]: Got trap from peer on fd 13
1137585938 2006.01.18 an170 Jan 18 04:05:38 an170/an170 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137585938 2006.01.18 an170 Jan 18 04:05:38 an170/an170 snmpd[22840]: Got trap from peer on fd 13
1137585938 2006.01.18 tbird-sm1 Jan 18 04:05:38 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137585939 2006.01.18 bn147 Jan 18 04:05:39 bn147/bn147 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585939 2006.01.18 bn147 Jan 18 04:05:39 bn147/bn147 snmpd[2009]: Got trap from peer on fd 13
1137585941 2006.01.18 bn89 Jan 18 04:05:41 bn89/bn89 ntpd[2282]: synchronized to 10.100.8.250, stratum 3
1137585942 2006.01.18 an144 Jan 18 04:05:42 an144/an144 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585942 2006.01.18 an144 Jan 18 04:05:42 an144/an144 snmpd[22750]: Got trap from peer on fd 13
1137585942 2006.01.18 tbird-sm1 Jan 18 04:05:42 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137585942 2006.01.18 tbird-sm1 Jan 18 04:05:42 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137585943 2006.01.18 bn89 Jan 18 04:05:43 bn89/bn89 ntpd[2282]: synchronized to 10.100.10.250, stratum 3
