- 1131908423 2005.11.13 dn20 Nov 13 11:00:23 dn20/dn20 ntpd[2249]: synchronized to 10.100.30.250, stratum 3
- 1131909527 2005.11.13 dn208 Nov 13 11:18:47 dn208/dn208 ntpd[10163]: synchronized to 10.100.24.250, stratum 3
- 1131909528 2005.11.13 dn783 Nov 13 11:18:48 dn783/dn783 ntpd[2250]: synchronized to 10.100.24.250, stratum 3
- 1131909534 2005.11.13 dn65 Nov 13 11:18:54 dn65/dn65 ntpd[2262]: synchronized to 10.100.26.250, stratum 3
- 1131909537 2005.11.13 dn495 Nov 13 11:18:57 dn495/dn495 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909552 2005.11.13 dn136 Nov 13 11:19:12 dn136/dn136 ntpd[2248]: synchronized to 10.100.30.250, stratum 3
- 1131909555 2005.11.13 dn884 Nov 13 11:19:15 dn884/dn884 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131909556 2005.11.13 dn122 Nov 13 11:19:16 dn122/dn122 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1131909566 2005.11.13 dn979 Nov 13 11:19:26 dn979/dn979 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131909572 2005.11.13 dn314 Nov 13 11:19:32 dn314/dn314 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1131909572 2005.11.13 dn439 Nov 13 11:19:32 dn439/dn439 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909575 2005.11.13 dn326 Nov 13 11:19:35 dn326/dn326 ntpd[2262]: synchronized to 10.100.24.250, stratum 3
- 1131909575 2005.11.13 dn492 Nov 13 11:19:35 dn492/dn492 ntpd[2245]: synchronized to 10.100.26.250, stratum 3
- 1131909575 2005.11.13 dn618 Nov 13 11:19:35 dn618/dn618 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131909576 2005.11.13 dn618 Nov 13 11:19:36 dn618/dn618 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131909581 2005.11.13 dn526 Nov 13 11:19:41 dn526/dn526 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909582 2005.11.13 dn528 Nov 13 11:19:42 dn528/dn528 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1131909585 2005.11.13 dn831 Nov 13 11:19:45 dn831/dn831 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909592 2005.11.13 dn428 Nov 13 11:19:52 dn428/dn428 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909592 2005.11.13 dn430 Nov 13 11:19:52 dn430/dn430 ntpd[2246]: synchronized to 10.100.26.250, stratum 3
- 1131909592 2005.11.13 dn482 Nov 13 11:19:52 dn482/dn482 ntpd[2249]: synchronized to 10.100.30.250, stratum 3
- 1131909593 2005.11.13 dn238 Nov 13 11:19:53 dn238/dn238 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131909595 2005.11.13 dn196 Nov 13 11:19:55 dn196/dn196 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909595 2005.11.13 dn409 Nov 13 11:19:55 dn409/dn409 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131909595 2005.11.13 dn691 Nov 13 11:19:55 dn691/dn691 ntpd[10165]: synchronized to 10.100.28.250, stratum 3
- 1131909597 2005.11.13 dn146 Nov 13 11:19:57 dn146/dn146 ntpd[10172]: synchronized to 10.100.28.250, stratum 3
- 1131909602 2005.11.13 dn545 Nov 13 11:20:02 dn545/dn545 ntpd[2262]: synchronized to 10.100.30.250, stratum 3
- 1131909603 2005.11.13 dn831 Nov 13 11:20:03 dn831/dn831 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909610 2005.11.13 dn544 Nov 13 11:20:10 dn544/dn544 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909614 2005.11.13 dn529 Nov 13 11:20:14 dn529/dn529 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131909616 2005.11.13 dn319 Nov 13 11:20:16 dn319/dn319 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1131909619 2005.11.13 dn873 Nov 13 11:20:19 dn873/dn873 ntpd[2247]: synchronized to 10.100.30.250, stratum 3
- 1131909620 2005.11.13 dn910 Nov 13 11:20:20 dn910/dn910 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909622 2005.11.13 dn140 Nov 13 11:20:22 dn140/dn140 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131909623 2005.11.13 dn140 Nov 13 11:20:23 dn140/dn140 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131909625 2005.11.13 dn918 Nov 13 11:20:25 dn918/dn918 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131909630 2005.11.13 dn298 Nov 13 11:20:30 dn298/dn298 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131909633 2005.11.13 dn183 Nov 13 11:20:33 dn183/dn183 ntpd[2256]: synchronized to 10.100.26.250, stratum 3
- 1131909635 2005.11.13 dn38 Nov 13 11:20:35 dn38/dn38 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1131909636 2005.11.13 dn521 Nov 13 11:20:36 dn521/dn521 ntpd[2251]: synchronized to 10.100.26.250, stratum 3
- 1131909638 2005.11.13 dn503 Nov 13 11:20:38 dn503/dn503 ntpd[9847]: synchronized to 10.100.24.250, stratum 3
- 1131909639 2005.11.13 dn249 Nov 13 11:20:39 dn249/dn249 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909643 2005.11.13 dn727 Nov 13 11:20:43 dn727/dn727 ntpd[2259]: synchronized to 10.100.28.250, stratum 3
- 1131909653 2005.11.13 dn424 Nov 13 11:20:53 dn424/dn424 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909653 2005.11.13 dn806 Nov 13 11:20:53 dn806/dn806 ntpd[2250]: synchronized to 10.100.24.250, stratum 3
- 1131909655 2005.11.13 dn104 Nov 13 11:20:55 dn104/dn104 ntpd[2247]: synchronized to 10.100.30.250, stratum 3
- 1131909666 2005.11.13 dn28 Nov 13 11:21:06 dn28/dn28 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909667 2005.11.13 dn884 Nov 13 11:21:07 dn884/dn884 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1131909670 2005.11.13 dn466 Nov 13 11:21:10 dn466/dn466 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131909673 2005.11.13 dn724 Nov 13 11:21:13 dn724/dn724 ntpd[2260]: synchronized to 10.100.30.250, stratum 3
- 1131909677 2005.11.13 dn633 Nov 13 11:21:17 dn633/dn633 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909679 2005.11.13 dn286 Nov 13 11:21:19 dn286/dn286 ntpd[10083]: synchronized to 10.100.26.250, stratum 3
- 1131909680 2005.11.13 dn443 Nov 13 11:21:20 dn443/dn443 ntpd[10150]: synchronized to 10.100.24.250, stratum 3
- 1131909681 2005.11.13 dn817 Nov 13 11:21:21 dn817/dn817 ntpd[2250]: synchronized to 10.100.24.250, stratum 3
- 1131909682 2005.11.13 dn435 Nov 13 11:21:22 dn435/dn435 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909688 2005.11.13 dn698 Nov 13 11:21:28 dn698/dn698 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909690 2005.11.13 dn583 Nov 13 11:21:30 dn583/dn583 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131909691 2005.11.13 dn451 Nov 13 11:21:31 dn451/dn451 ntpd[2259]: synchronized to 10.100.28.250, stratum 3
- 1131909694 2005.11.13 dn595 Nov 13 11:21:34 dn595/dn595 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909706 2005.11.13 dn195 Nov 13 11:21:46 dn195/dn195 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131909708 2005.11.13 dn440 Nov 13 11:21:48 dn440/dn440 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909712 2005.11.13 dn280 Nov 13 11:21:52 dn280/dn280 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909715 2005.11.13 dn770 Nov 13 11:21:55 dn770/dn770 ntpd[2249]: synchronized to 10.100.24.250, stratum 3
- 1131909717 2005.11.13 dn927 Nov 13 11:21:57 dn927/dn927 ntpd[2246]: synchronized to 10.100.24.250, stratum 3
- 1131909725 2005.11.13 dn509 Nov 13 11:22:05 dn509/dn509 ntpd[2263]: synchronized to 10.100.30.250, stratum 3
- 1131909726 2005.11.13 dn408 Nov 13 11:22:06 dn408/dn408 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909730 2005.11.13 dn760 Nov 13 11:22:10 dn760/dn760 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909731 2005.11.13 dn972 Nov 13 11:22:11 dn972/dn972 ntpd[2248]: synchronized to 10.100.26.250, stratum 3
- 1131909732 2005.11.13 dn304 Nov 13 11:22:12 dn304/dn304 ntpd[2261]: synchronized to 10.100.28.250, stratum 3
- 1131909738 2005.11.13 dn755 Nov 13 11:22:18 dn755/dn755 ntpd[2259]: synchronized to 10.100.28.250, stratum 3
- 1131909739 2005.11.13 dn2 Nov 13 11:22:19 dn2/dn2 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131909739 2005.11.13 dn289 Nov 13 11:22:19 dn289/dn289 ntpd[2262]: synchronized to 10.100.24.250, stratum 3
- 1131909744 2005.11.13 dn247 Nov 13 11:22:24 dn247/dn247 ntpd[2248]: synchronized to 10.100.30.250, stratum 3
- 1131909746 2005.11.13 dn894 Nov 13 11:22:26 dn894/dn894 ntpd[2246]: synchronized to 10.100.24.250, stratum 3
- 1131909749 2005.11.13 dn889 Nov 13 11:22:29 dn889/dn889 ntpd[2245]: synchronized to 10.100.28.250, stratum 3
- 1131909770 2005.11.13 dn524 Nov 13 11:22:50 dn524/dn524 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1131909774 2005.11.13 dn639 Nov 13 11:22:54 dn639/dn639 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131909775 2005.11.13 dn586 Nov 13 11:22:55 dn586/dn586 ntpd[2250]: synchronized to 10.100.24.250, stratum 3
- 1131909778 2005.11.13 dn1002 Nov 13 11:22:58 dn1002/dn1002 ntpd[2248]: synchronized to 10.100.28.250, stratum 3
- 1131909780 2005.11.13 dn280 Nov 13 11:23:00 dn280/dn280 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131909781 2005.11.13 dn174 Nov 13 11:23:01 dn174/dn174 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909797 2005.11.13 dn232 Nov 13 11:23:17 dn232/dn232 ntpd[2248]: synchronized to 10.100.28.250, stratum 3
- 1131909798 2005.11.13 dn158 Nov 13 11:23:18 dn158/dn158 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909798 2005.11.13 dn232 Nov 13 11:23:18 dn232/dn232 ntpd[2248]: synchronized to 10.100.26.250, stratum 3
- 1131909804 2005.11.13 dn207 Nov 13 11:23:24 dn207/dn207 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131909804 2005.11.13 dn852 Nov 13 11:23:24 dn852/dn852 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909808 2005.11.13 dn114 Nov 13 11:23:28 dn114/dn114 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909809 2005.11.13 dn789 Nov 13 11:23:29 dn789/dn789 ntpd[2251]: synchronized to 10.100.24.250, stratum 3
- 1131909809 2005.11.13 dn872 Nov 13 11:23:29 dn872/dn872 ntpd[2247]: synchronized to 10.100.24.250, stratum 3
- 1131909816 2005.11.13 dn349 Nov 13 11:23:36 dn349/dn349 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131909820 2005.11.13 dn1012 Nov 13 11:23:40 dn1012/dn1012 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131909827 2005.11.13 dn533 Nov 13 11:23:47 dn533/dn533 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909828 2005.11.13 dn833 Nov 13 11:23:48 dn833/dn833 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131909831 2005.11.13 dn878 Nov 13 11:23:51 dn878/dn878 ntpd[2247]: synchronized to 10.100.28.250, stratum 3
- 1131909837 2005.11.13 dn914 Nov 13 11:23:57 dn914/dn914 ntpd[10150]: synchronized to 10.100.24.250, stratum 3
- 1131909841 2005.11.13 dn83 Nov 13 11:24:01 dn83/dn83 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131909853 2005.11.13 dn505 Nov 13 11:24:13 dn505/dn505 ntpd[2248]: synchronized to 10.100.26.250, stratum 3
- 1131909857 2005.11.13 dn292 Nov 13 11:24:17 dn292/dn292 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1131909858 2005.11.13 dn359 Nov 13 11:24:18 dn359/dn359 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131909881 2005.11.13 dn278 Nov 13 11:24:41 dn278/dn278 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131909881 2005.11.13 dn535 Nov 13 11:24:41 dn535/dn535 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1131909883 2005.11.13 dn369 Nov 13 11:24:43 dn369/dn369 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131909892 2005.11.13 dn514 Nov 13 11:24:52 dn514/dn514 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131909896 2005.11.13 dn876 Nov 13 11:24:56 dn876/dn876 ntpd[2248]: synchronized to 10.100.30.250, stratum 3
- 1131909908 2005.11.13 dn810 Nov 13 11:25:08 dn810/dn810 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1131909912 2005.11.13 dn7 Nov 13 11:25:12 dn7/dn7 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131909916 2005.11.13 dn246 Nov 13 11:25:16 dn246/dn246 ntpd[2247]: synchronized to 10.100.26.250, stratum 3
- 1131909937 2005.11.13 dn660 Nov 13 11:25:37 dn660/dn660 ntpd[2246]: synchronized to 10.100.24.250, stratum 3
- 1131909939 2005.11.13 dn136 Nov 13 11:25:39 dn136/dn136 ntpd[2248]: synchronized to 10.100.24.250, stratum 3
- 1131909942 2005.11.13 dn229 Nov 13 11:25:42 dn229/dn229 ntpd[10163]: synchronized to 10.100.26.250, stratum 3
- 1131909945 2005.11.13 dn254 Nov 13 11:25:45 dn254/dn254 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131909945 2005.11.13 dn371 Nov 13 11:25:45 dn371/dn371 ntpd[2263]: synchronized to 10.100.30.250, stratum 3
- 1131909946 2005.11.13 dn135 Nov 13 11:25:46 dn135/dn135 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131909946 2005.11.13 dn352 Nov 13 11:25:46 dn352/dn352 ntpd[2246]: synchronized to 10.100.24.250, stratum 3
- 1131909946 2005.11.13 dn649 Nov 13 11:25:46 dn649/dn649 ntpd[2247]: synchronized to 10.100.24.250, stratum 3
- 1131909950 2005.11.13 dn353 Nov 13 11:25:50 dn353/dn353 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909951 2005.11.13 dn222 Nov 13 11:25:51 dn222/dn222 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131909968 2005.11.13 dn204 Nov 13 11:26:08 dn204/dn204 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1131909973 2005.11.13 dn115 Nov 13 11:26:13 dn115/dn115 ntpd[2243]: synchronized to 10.100.28.250, stratum 3
- 1131909974 2005.11.13 dn966 Nov 13 11:26:14 dn966/dn966 ntpd[2259]: synchronized to 10.100.30.250, stratum 3
- 1131909975 2005.11.13 dn571 Nov 13 11:26:15 dn571/dn571 ntpd[2250]: synchronized to 10.100.26.250, stratum 3
- 1131909980 2005.11.13 dn171 Nov 13 11:26:20 dn171/dn171 ntpd[10146]: synchronized to 10.100.26.250, stratum 3
- 1131909980 2005.11.13 dn215 Nov 13 11:26:20 dn215/dn215 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131909989 2005.11.13 dn125 Nov 13 11:26:29 dn125/dn125 ntpd[2252]: synchronized to 10.100.24.250, stratum 3
- 1131909991 2005.11.13 dn265 Nov 13 11:26:31 dn265/dn265 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131909992 2005.11.13 dn923 Nov 13 11:26:32 dn923/dn923 ntpd[2256]: synchronized to 10.100.26.250, stratum 3
- 1131909994 2005.11.13 dn58 Nov 13 11:26:34 dn58/dn58 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131909999 2005.11.13 dn200 Nov 13 11:26:39 dn200/dn200 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131910004 2005.11.13 dn172 Nov 13 11:26:44 dn172/dn172 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131910005 2005.11.13 dn779 Nov 13 11:26:45 dn779/dn779 ntpd[2250]: synchronized to 10.100.30.250, stratum 3
- 1131910005 2005.11.13 dn876 Nov 13 11:26:45 dn876/dn876 ntpd[2248]: synchronized to 10.100.26.250, stratum 3
- 1131910010 2005.11.13 dn483 Nov 13 11:26:50 dn483/dn483 ntpd[2247]: synchronized to 10.100.26.250, stratum 3
- 1131910011 2005.11.13 dn197 Nov 13 11:26:51 dn197/dn197 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131910011 2005.11.13 dn260 Nov 13 11:26:51 dn260/dn260 ntpd[2250]: synchronized to 10.100.24.250, stratum 3
- 1131910011 2005.11.13 dn39 Nov 13 11:26:51 dn39/dn39 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131910012 2005.11.13 dn561 Nov 13 11:26:52 dn561/dn561 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131910012 2005.11.13 dn691 Nov 13 11:26:52 dn691/dn691 ntpd[10165]: synchronized to 10.100.24.250, stratum 3
- 1131910029 2005.11.13 dn255 Nov 13 11:27:09 dn255/dn255 ntpd[2243]: synchronized to 10.100.26.250, stratum 3
- 1131910037 2005.11.13 dn213 Nov 13 11:27:17 dn213/dn213 ntpd[2255]: synchronized to 10.100.24.250, stratum 3
- 1131910037 2005.11.13 dn696 Nov 13 11:27:17 dn696/dn696 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131910043 2005.11.13 dn32 Nov 13 11:27:23 dn32/dn32 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
- 1131910051 2005.11.13 dn202 Nov 13 11:27:31 dn202/dn202 ntpd[2255]: synchronized to 10.100.24.250, stratum 3
- 1131910054 2005.11.13 dn76 Nov 13 11:27:34 dn76/dn76 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131910061 2005.11.13 dn574 Nov 13 11:27:41 dn574/dn574 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1131910078 2005.11.13 dn308 Nov 13 11:27:58 dn308/dn308 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1131910081 2005.11.13 dn309 Nov 13 11:28:01 dn309/dn309 ntpd[2260]: synchronized to 10.100.30.250, stratum 3
- 1131910087 2005.11.13 dn695 Nov 13 11:28:07 dn695/dn695 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131910089 2005.11.13 dn937 Nov 13 11:28:09 dn937/dn937 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131910098 2005.11.13 dn528 Nov 13 11:28:18 dn528/dn528 ntpd[2263]: synchronized to 10.100.30.250, stratum 3
- 1131910115 2005.11.13 dn50 Nov 13 11:28:35 dn50/dn50 ntpd[2262]: synchronized to 10.100.26.250, stratum 3
- 1131910115 2005.11.13 dn927 Nov 13 11:28:35 dn927/dn927 ntpd[2246]: synchronized to 10.100.28.250, stratum 3
- 1131910120 2005.11.13 dn954 Nov 13 11:28:40 dn954/dn954 ntpd[2248]: synchronized to 10.100.24.250, stratum 3
- 1131910122 2005.11.13 dn313 Nov 13 11:28:42 dn313/dn313 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131910128 2005.11.13 dn230 Nov 13 11:28:48 dn230/dn230 ntpd[2249]: synchronized to 10.100.30.250, stratum 3
- 1131910128 2005.11.13 dn29 Nov 13 11:28:48 dn29/dn29 ntpd[11173]: synchronized to 10.100.24.250, stratum 3
- 1131910129 2005.11.13 dn296 Nov 13 11:28:49 dn296/dn296 ntpd[2260]: synchronized to 10.100.30.250, stratum 3
- 1131910130 2005.11.13 dn529 Nov 13 11:28:50 dn529/dn529 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131910133 2005.11.13 dn101 Nov 13 11:28:53 dn101/dn101 ntpd[2249]: synchronized to 10.100.26.250, stratum 3
- 1131910138 2005.11.13 dn621 Nov 13 11:28:58 dn621/dn621 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131910143 2005.11.13 dn209 Nov 13 11:29:03 dn209/dn209 ntpd[11169]: synchronized to 10.100.24.250, stratum 3
- 1131910146 2005.11.13 dn43 Nov 13 11:29:06 dn43/dn43 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1131910151 2005.11.13 dn906 Nov 13 11:29:11 dn906/dn906 ntpd[2245]: synchronized to 10.100.26.250, stratum 3
- 1131910156 2005.11.13 dn7 Nov 13 11:29:16 dn7/dn7 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131910160 2005.11.13 dn143 Nov 13 11:29:20 dn143/dn143 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131910164 2005.11.13 dn554 Nov 13 11:29:24 dn554/dn554 ntpd[10171]: synchronized to 10.100.26.250, stratum 3
- 1131910166 2005.11.13 dn294 Nov 13 11:29:26 dn294/dn294 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131910168 2005.11.13 dn850 Nov 13 11:29:28 dn850/dn850 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131910169 2005.11.13 dn74 Nov 13 11:29:29 dn74/dn74 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131910172 2005.11.13 dn516 Nov 13 11:29:32 dn516/dn516 ntpd[2249]: synchronized to 10.100.26.250, stratum 3
- 1131910172 2005.11.13 dn643 Nov 13 11:29:32 dn643/dn643 ntpd[2247]: synchronized to 10.100.30.250, stratum 3
- 1131910173 2005.11.13 dn71 Nov 13 11:29:33 dn71/dn71 ntpd[2256]: synchronized to 10.100.24.250, stratum 3
- 1131910174 2005.11.13 dn447 Nov 13 11:29:34 dn447/dn447 ntpd[2248]: synchronized to 10.100.26.250, stratum 3
- 1131910176 2005.11.13 dn330 Nov 13 11:29:36 dn330/dn330 ntpd[2256]: synchronized to 10.100.26.250, stratum 3
- 1131910178 2005.11.13 dn934 Nov 13 11:29:38 dn934/dn934 ntpd[10169]: synchronized to 10.100.30.250, stratum 3
- 1131910193 2005.11.13 dn599 Nov 13 11:29:53 dn599/dn599 ntpd[2246]: synchronized to 10.100.28.250, stratum 3
- 1131910194 2005.11.13 dn119 Nov 13 11:29:54 dn119/dn119 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131910195 2005.11.13 dn307 Nov 13 11:29:55 dn307/dn307 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131910197 2005.11.13 dn90 Nov 13 11:29:57 dn90/dn90 ntpd[2246]: synchronized to 10.100.24.250, stratum 3
- 1131910204 2005.11.13 dn892 Nov 13 11:30:04 dn892/dn892 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131910205 2005.11.13 dn558 Nov 13 11:30:05 dn558/dn558 ntpd[2245]: synchronized to 10.100.28.250, stratum 3
- 1131910206 2005.11.13 dn210 Nov 13 11:30:06 dn210/dn210 ntpd[2244]: synchronized to 10.100.26.250, stratum 3
- 1131910214 2005.11.13 dn470 Nov 13 11:30:14 dn470/dn470 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131910215 2005.11.13 dn642 Nov 13 11:30:15 dn642/dn642 ntpd[2247]: synchronized to 10.100.30.250, stratum 3
- 1131910221 2005.11.13 dn747 Nov 13 11:30:21 dn747/dn747 ntpd[2259]: synchronized to 10.100.28.250, stratum 3
- 1131910223 2005.11.13 dn360 Nov 13 11:30:23 dn360/dn360 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131910229 2005.11.13 dn923 Nov 13 11:30:29 dn923/dn923 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131910230 2005.11.13 dn871 Nov 13 11:30:30 dn871/dn871 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131910232 2005.11.13 dn966 Nov 13 11:30:32 dn966/dn966 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131910235 2005.11.13 dn243 Nov 13 11:30:35 dn243/dn243 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131910242 2005.11.13 dn452 Nov 13 11:30:42 dn452/dn452 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131910243 2005.11.13 dn439 Nov 13 11:30:43 dn439/dn439 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131910244 2005.11.13 dn453 Nov 13 11:30:44 dn453/dn453 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131910244 2005.11.13 dn747 Nov 13 11:30:44 dn747/dn747 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131910245 2005.11.13 dn26 Nov 13 11:30:45 dn26/dn26 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1131910245 2005.11.13 dn970 Nov 13 11:30:45 dn970/dn970 ntpd[2259]: synchronized to 10.100.28.250, stratum 3
- 1131910247 2005.11.13 dn620 Nov 13 11:30:47 dn620/dn620 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131910251 2005.11.13 dn46 Nov 13 11:30:51 dn46/dn46 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131910251 2005.11.13 dn978 Nov 13 11:30:51 dn978/dn978 ntpd[11177]: synchronized to 10.100.24.250, stratum 3
- 1131910253 2005.11.13 dn201 Nov 13 11:30:53 dn201/dn201 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131910257 2005.11.13 dn46 Nov 13 11:30:57 dn46/dn46 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131910257 2005.11.13 dn652 Nov 13 11:30:57 dn652/dn652 ntpd[9838]: synchronized to 10.100.30.250, stratum 3
- 1131910258 2005.11.13 dn121 Nov 13 11:30:58 dn121/dn121 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131910258 2005.11.13 dn876 Nov 13 11:30:58 dn876/dn876 ntpd[2248]: synchronized to 10.100.28.250, stratum 3
- 1131910263 2005.11.13 dn306 Nov 13 11:31:03 dn306/dn306 ntpd[2259]: synchronized to 10.100.24.250, stratum 3
- 1131910267 2005.11.13 dn558 Nov 13 11:31:07 dn558/dn558 ntpd[2245]: synchronized to 10.100.24.250, stratum 3
- 1131910269 2005.11.13 dn544 Nov 13 11:31:09 dn544/dn544 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131910270 2005.11.13 dn544 Nov 13 11:31:10 dn544/dn544 ntpd[2260]: synchronized to 10.100.26.250, stratum 3
- 1131910271 2005.11.13 dn584 Nov 13 11:31:11 dn584/dn584 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
