- 1141650625 2006.03.06 dn163 Mar 6 05:10:25 dn163/dn163 ntpd[2269]: synchronized to 10.100.30.250, stratum 3
- 1141651629 2006.03.06 dn640 Mar 6 05:27:09 dn640/dn640 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141651630 2006.03.06 dn620 Mar 6 05:27:10 dn620/dn620 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141651630 2006.03.06 dn716 Mar 6 05:27:10 dn716/dn716 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1141651633 2006.03.06 dn868 Mar 6 05:27:13 dn868/dn868 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
- 1141651634 2006.03.06 dn177 Mar 6 05:27:14 dn177/dn177 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
- 1141651634 2006.03.06 dn703 Mar 6 05:27:14 dn703/dn703 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1141651635 2006.03.06 dn540 Mar 6 05:27:15 dn540/dn540 ntpd[2266]: synchronized to 10.100.30.250, stratum 3
- 1141651636 2006.03.06 dn339 Mar 6 05:27:16 dn339/dn339 ntpd[2273]: synchronized to 10.100.30.250, stratum 3
- 1141651638 2006.03.06 dn999 Mar 6 05:27:18 dn999/dn999 ntpd[2272]: synchronized to 10.100.30.250, stratum 3
- 1141651642 2006.03.06 dn392 Mar 6 05:27:22 dn392/dn392 ntpd[2265]: synchronized to 10.100.30.250, stratum 3
- 1141651644 2006.03.06 dn513 Mar 6 05:27:24 dn513/dn513 ntpd[2277]: synchronized to 10.100.28.250, stratum 3
- 1141651644 2006.03.06 dn524 Mar 6 05:27:24 dn524/dn524 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141651644 2006.03.06 dn67 Mar 6 05:27:24 dn67/dn67 smartd[1970]: Device: /dev/sda, Temperature changed -2 Celsius to 33 Celsius since last report
- 1141651644 2006.03.06 dn983 Mar 6 05:27:24 dn983/dn983 ntpd[2273]: synchronized to 10.100.30.250, stratum 3
- 1141651645 2006.03.06 dn481 Mar 6 05:27:25 dn481/dn481 ntpd[2276]: synchronized to 10.100.28.250, stratum 3
- 1141651645 2006.03.06 dn78 Mar 6 05:27:25 dn78/dn78 smartd[1971]: Device: /dev/sda, Temperature changed -2 Celsius to 27 Celsius since last report
- 1141651645 2006.03.06 dn81 Mar 6 05:27:25 dn81/dn81 smartd[1967]: Device: /dev/sda, Temperature changed -2 Celsius to 26 Celsius since last report
- 1141651646 2006.03.06 dn71 Mar 6 05:27:26 dn71/dn71 smartd[1981]: Device: /dev/sda, Temperature changed -2 Celsius to 29 Celsius since last report
- 1141651651 2006.03.06 dn82 Mar 6 05:27:31 dn82/dn82 smartd[1980]: Device: /dev/sda, Temperature changed -2 Celsius to 19 Celsius since last report
- 1141651652 2006.03.06 dn471 Mar 6 05:27:32 dn471/dn471 ntpd[2276]: synchronized to 10.100.28.250, stratum 3
- 1141651652 2006.03.06 dn80 Mar 6 05:27:32 dn80/dn80 smartd[1979]: Device: /dev/sda, Temperature changed -2 Celsius to 22 Celsius since last report
- 1141651657 2006.03.06 dn938 Mar 6 05:27:37 dn938/dn938 ntpd[2267]: synchronized to 10.100.24.250, stratum 3
- 1141651658 2006.03.06 dn141 Mar 6 05:27:38 dn141/dn141 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1141651660 2006.03.06 dn426 Mar 6 05:27:40 dn426/dn426 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1141651660 2006.03.06 dn54 Mar 6 05:27:40 dn54/dn54 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
- 1141651664 2006.03.06 dn564 Mar 6 05:27:44 dn564/dn564 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141651667 2006.03.06 dn533 Mar 6 05:27:47 dn533/dn533 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141651668 2006.03.06 dn621 Mar 6 05:27:48 dn621/dn621 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141651669 2006.03.06 dn273 Mar 6 05:27:49 dn273/dn273 ntpd[2280]: synchronized to 10.100.28.250, stratum 3
- 1141651669 2006.03.06 dn82 Mar 6 05:27:49 dn82/dn82 ntpd[2278]: synchronized to 10.100.28.250, stratum 3
- 1141651670 2006.03.06 dn499 Mar 6 05:27:50 dn499/dn499 ntpd[2265]: synchronized to 10.100.28.250, stratum 3
- 1141651673 2006.03.06 dn949 Mar 6 05:27:53 dn949/dn949 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
- 1141651675 2006.03.06 dn265 Mar 6 05:27:55 dn265/dn265 ntpd[2279]: synchronized to 10.100.26.250, stratum 3
- 1141651679 2006.03.06 dn955 Mar 6 05:27:59 dn955/dn955 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1141651681 2006.03.06 dn1018 Mar 6 05:28:01 dn1018/dn1018 ntpd[2276]: synchronized to 10.100.28.250, stratum 3
- 1141651683 2006.03.06 dn607 Mar 6 05:28:03 dn607/dn607 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141651684 2006.03.06 dn159 Mar 6 05:28:04 dn159/dn159 ntpd[2269]: synchronized to 10.100.30.250, stratum 3
- 1141651684 2006.03.06 dn517 Mar 6 05:28:04 dn517/dn517 ntpd[2265]: synchronized to 10.100.24.250, stratum 3
- 1141651684 2006.03.06 dn929 Mar 6 05:28:04 dn929/dn929 ntpd[2274]: synchronized to 10.100.24.250, stratum 3
- 1141651685 2006.03.06 dn362 Mar 6 05:28:05 dn362/dn362 ntpd[2264]: synchronized to 10.100.26.250, stratum 3
- 1141651685 2006.03.06 dn668 Mar 6 05:28:05 dn668/dn668 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1141651686 2006.03.06 dn273 Mar 6 05:28:06 dn273/dn273 ntpd[2280]: synchronized to 10.100.24.250, stratum 3
- 1141651692 2006.03.06 dn534 Mar 6 05:28:12 dn534/dn534 ntpd[2275]: synchronized to 10.100.24.250, stratum 3
- 1141651692 2006.03.06 dn929 Mar 6 05:28:12 dn929/dn929 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141651694 2006.03.06 dn967 Mar 6 05:28:14 dn967/dn967 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141651695 2006.03.06 dn149 Mar 6 05:28:15 dn149/dn149 ntpd[2269]: synchronized to 10.100.30.250, stratum 3
- 1141651695 2006.03.06 dn223 Mar 6 05:28:15 dn223/dn223 ntpd[2280]: synchronized to 10.100.30.250, stratum 3
- 1141651698 2006.03.06 dn494 Mar 6 05:28:18 dn494/dn494 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1141651706 2006.03.06 dn528 Mar 6 05:28:26 dn528/dn528 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1141651708 2006.03.06 dn754 Mar 6 05:28:28 dn754/dn754 ntpd[2280]: synchronized to 10.100.26.250, stratum 3
- 1141651711 2006.03.06 dn874 Mar 6 05:28:31 dn874/dn874 ntpd[2265]: synchronized to 10.100.28.250, stratum 3
- 1141651713 2006.03.06 dn581 Mar 6 05:28:33 dn581/dn581 ntpd[2276]: synchronized to 10.100.30.250, stratum 3
- 1141651715 2006.03.06 dn636 Mar 6 05:28:35 dn636/dn636 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1141651717 2006.03.06 dn134 Mar 6 05:28:37 dn134/dn134 ntpd[2279]: synchronized to 10.100.26.250, stratum 3
- 1141651719 2006.03.06 dn694 Mar 6 05:28:39 dn694/dn694 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
- 1141651720 2006.03.06 dn607 Mar 6 05:28:40 dn607/dn607 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1141651724 2006.03.06 dn694 Mar 6 05:28:44 dn694/dn694 ntpd[2262]: synchronized to 10.100.30.250, stratum 3
- 1141651729 2006.03.06 dn309 Mar 6 05:28:49 dn309/dn309 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141651733 2006.03.06 dn576 Mar 6 05:28:53 dn576/dn576 ntpd[2276]: synchronized to 10.100.30.250, stratum 3
- 1141651737 2006.03.06 dn922 Mar 6 05:28:57 dn922/dn922 ntpd[2274]: synchronized to 10.100.24.250, stratum 3
- 1141651739 2006.03.06 dn280 Mar 6 05:28:59 dn280/dn280 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1141651742 2006.03.06 dn887 Mar 6 05:29:02 dn887/dn887 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1141651744 2006.03.06 dn651 Mar 6 05:29:04 dn651/dn651 ntpd[2264]: synchronized to 10.100.26.250, stratum 3
- 1141651745 2006.03.06 dn887 Mar 6 05:29:05 dn887/dn887 ntpd[2273]: synchronized to 10.100.30.250, stratum 3
- 1141651746 2006.03.06 dn122 Mar 6 05:29:06 dn122/dn122 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
- 1141651746 2006.03.06 dn578 Mar 6 05:29:06 dn578/dn578 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141651747 2006.03.06 dn540 Mar 6 05:29:07 dn540/dn540 ntpd[2266]: synchronized to 10.100.24.250, stratum 3
- 1141651747 2006.03.06 dn540 Mar 6 05:29:07 dn540/dn540 ntpd[2266]: synchronized to 10.100.28.250, stratum 3
- 1141651749 2006.03.06 dn127 Mar 6 05:29:09 dn127/dn127 ntpd[2281]: synchronized to 10.100.24.250, stratum 3
- 1141651756 2006.03.06 dn139 Mar 6 05:29:16 dn139/dn139 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1141651762 2006.03.06 dn722 Mar 6 05:29:22 dn722/dn722 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1141651764 2006.03.06 dn233 Mar 6 05:29:24 dn233/dn233 ntpd[2266]: synchronized to 10.100.30.250, stratum 3
- 1141651764 2006.03.06 dn268 Mar 6 05:29:24 dn268/dn268 ntpd[2278]: synchronized to 10.100.28.250, stratum 3
- 1141651773 2006.03.06 dn127 Mar 6 05:29:33 dn127/dn127 ntpd[2281]: synchronized to 10.100.28.250, stratum 3
- 1141651776 2006.03.06 dn650 Mar 6 05:29:36 dn650/dn650 ntpd[2262]: synchronized to 10.100.26.250, stratum 3
- 1141651780 2006.03.06 dn699 Mar 6 05:29:40 dn699/dn699 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1141651781 2006.03.06 dn3 Mar 6 05:29:41 dn3/dn3 ntpd[2268]: synchronized to 10.100.30.250, stratum 3
- 1141651782 2006.03.06 dn291 Mar 6 05:29:42 dn291/dn291 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141651784 2006.03.06 dn422 Mar 6 05:29:44 dn422/dn422 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141651786 2006.03.06 dn586 Mar 6 05:29:46 dn586/dn586 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141651789 2006.03.06 dn747 Mar 6 05:29:49 dn747/dn747 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141651793 2006.03.06 dn168 Mar 6 05:29:53 dn168/dn168 ntpd[2268]: synchronized to 10.100.26.250, stratum 3
- 1141651798 2006.03.06 dn347 Mar 6 05:29:58 dn347/dn347 ntpd[2265]: synchronized to 10.100.30.250, stratum 3
- 1141651801 2006.03.06 dn975 Mar 6 05:30:01 dn975/dn975 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141651807 2006.03.06 dn644 Mar 6 05:30:07 dn644/dn644 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141651811 2006.03.06 dn234 Mar 6 05:30:11 dn234/dn234 ntpd[2268]: synchronized to 10.100.26.250, stratum 3
- 1141651815 2006.03.06 dn661 Mar 6 05:30:15 dn661/dn661 ntpd[2264]: synchronized to 10.100.26.250, stratum 3
- 1141651826 2006.03.06 dn662 Mar 6 05:30:26 dn662/dn662 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1141651831 2006.03.06 dn448 Mar 6 05:30:31 dn448/dn448 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141651833 2006.03.06 dn679 Mar 6 05:30:33 dn679/dn679 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1141651833 2006.03.06 dn982 Mar 6 05:30:33 dn982/dn982 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1141651835 2006.03.06 dn608 Mar 6 05:30:35 dn608/dn608 ntpd[2273]: synchronized to 10.100.30.250, stratum 3
- 1141651838 2006.03.06 dn294 Mar 6 05:30:38 dn294/dn294 ntpd[2278]: synchronized to 10.100.24.250, stratum 3
- 1141651841 2006.03.06 dn537 Mar 6 05:30:41 dn537/dn537 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141651842 2006.03.06 dn566 Mar 6 05:30:42 dn566/dn566 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141651844 2006.03.06 dn981 Mar 6 05:30:44 dn981/dn981 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1141651845 2006.03.06 dn567 Mar 6 05:30:45 dn567/dn567 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141651846 2006.03.06 dn497 Mar 6 05:30:46 dn497/dn497 ntpd[2278]: synchronized to 10.100.28.250, stratum 3
- 1141651848 2006.03.06 dn1023 Mar 6 05:30:48 dn1023/dn1023 ntpd[2274]: synchronized to 10.100.24.250, stratum 3
- 1141651849 2006.03.06 dn200 Mar 6 05:30:49 dn200/dn200 ntpd[2278]: synchronized to 10.100.28.250, stratum 3
- 1141651850 2006.03.06 dn26 Mar 6 05:30:50 dn26/dn26 ntpd[2278]: synchronized to 10.100.28.250, stratum 3
- 1141651850 2006.03.06 dn723 Mar 6 05:30:50 dn723/dn723 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1141651851 2006.03.06 dn128 Mar 6 05:30:51 dn128/dn128 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141651851 2006.03.06 dn69 Mar 6 05:30:51 dn69/dn69 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141651853 2006.03.06 dn722 Mar 6 05:30:53 dn722/dn722 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1141651854 2006.03.06 dn1022 Mar 6 05:30:54 dn1022/dn1022 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1141651855 2006.03.06 dn888 Mar 6 05:30:55 dn888/dn888 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1141651856 2006.03.06 dn101 Mar 6 05:30:56 dn101/dn101 ntpd[2267]: synchronized to 10.100.28.250, stratum 3
- 1141651858 2006.03.06 dn358 Mar 6 05:30:58 dn358/dn358 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141651864 2006.03.06 dn71 Mar 6 05:31:04 dn71/dn71 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1141651867 2006.03.06 dn366 Mar 6 05:31:07 dn366/dn366 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141651867 2006.03.06 dn608 Mar 6 05:31:07 dn608/dn608 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1141651869 2006.03.06 dn662 Mar 6 05:31:09 dn662/dn662 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141651870 2006.03.06 dn24 Mar 6 05:31:10 dn24/dn24 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141651870 2006.03.06 dn254 Mar 6 05:31:10 dn254/dn254 ntpd[2283]: synchronized to 10.100.30.250, stratum 3
- 1141651870 2006.03.06 dn560 Mar 6 05:31:10 dn560/dn560 ntpd[2266]: synchronized to 10.100.24.250, stratum 3
- 1141651872 2006.03.06 dn787 Mar 6 05:31:12 dn787/dn787 ntpd[2263]: synchronized to 10.100.30.250, stratum 3
- 1141651877 2006.03.06 dn718 Mar 6 05:31:17 dn718/dn718 ntpd[2264]: synchronized to 10.100.26.250, stratum 3
- 1141651881 2006.03.06 dn375 Mar 6 05:31:21 dn375/dn375 ntpd[2266]: synchronized to 10.100.30.250, stratum 3
- 1141651883 2006.03.06 dn657 Mar 6 05:31:23 dn657/dn657 ntpd[2265]: synchronized to 10.100.24.250, stratum 3
- 1141651885 2006.03.06 dn238 Mar 6 05:31:25 dn238/dn238 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1141651889 2006.03.06 dn164 Mar 6 05:31:29 dn164/dn164 ntpd[2281]: synchronized to 10.100.30.250, stratum 3
- 1141651889 2006.03.06 dn898 Mar 6 05:31:29 dn898/dn898 ntpd[2262]: synchronized to 10.100.30.250, stratum 3
- 1141651890 2006.03.06 dn772 Mar 6 05:31:30 dn772/dn772 ntpd[2266]: synchronized to 10.100.30.250, stratum 3
- 1141651892 2006.03.06 dn427 Mar 6 05:31:32 dn427/dn427 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141651893 2006.03.06 dn352 Mar 6 05:31:33 dn352/dn352 ntpd[2266]: synchronized to 10.100.30.250, stratum 3
- 1141651893 2006.03.06 dn874 Mar 6 05:31:33 dn874/dn874 ntpd[2265]: synchronized to 10.100.26.250, stratum 3
- 1141651894 2006.03.06 dn179 Mar 6 05:31:34 dn179/dn179 ntpd[2267]: synchronized to 10.100.30.250, stratum 3
- 1141651897 2006.03.06 dn997 Mar 6 05:31:37 dn997/dn997 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141651904 2006.03.06 dn344 Mar 6 05:31:44 dn344/dn344 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
- 1141651906 2006.03.06 dn543 Mar 6 05:31:46 dn543/dn543 ntpd[2277]: synchronized to 10.100.28.250, stratum 3
- 1141651911 2006.03.06 dn352 Mar 6 05:31:51 dn352/dn352 ntpd[2266]: synchronized to 10.100.24.250, stratum 3
- 1141651912 2006.03.06 dn172 Mar 6 05:31:52 dn172/dn172 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1141651914 2006.03.06 dn515 Mar 6 05:31:54 dn515/dn515 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141651920 2006.03.06 dn784 Mar 6 05:32:00 dn784/dn784 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141651928 2006.03.06 dn876 Mar 6 05:32:08 dn876/dn876 ntpd[2266]: synchronized to 10.100.26.250, stratum 3
- 1141651929 2006.03.06 dn281 Mar 6 05:32:09 dn281/dn281 ntpd[2268]: synchronized to 10.100.24.250, stratum 3
- 1141651931 2006.03.06 dn61 Mar 6 05:32:11 dn61/dn61 ntpd[2278]: synchronized to 10.100.24.250, stratum 3
- 1141651931 2006.03.06 dn841 Mar 6 05:32:11 dn841/dn841 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1141651935 2006.03.06 dn22 Mar 6 05:32:15 dn22/dn22 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141651935 2006.03.06 dn767 Mar 6 05:32:15 dn767/dn767 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141651938 2006.03.06 dn341 Mar 6 05:32:18 dn341/dn341 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141651943 2006.03.06 dn790 Mar 6 05:32:23 dn790/dn790 ntpd[2275]: synchronized to 10.100.24.250, stratum 3
- 1141651944 2006.03.06 dn796 Mar 6 05:32:24 dn796/dn796 ntpd[2276]: synchronized to 10.100.30.250, stratum 3
- 1141651949 2006.03.06 dn794 Mar 6 05:32:29 dn794/dn794 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
- 1141651951 2006.03.06 dn830 Mar 6 05:32:31 dn830/dn830 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1141651952 2006.03.06 dn475 Mar 6 05:32:32 dn475/dn475 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141651953 2006.03.06 dn150 Mar 6 05:32:33 dn150/dn150 ntpd[2270]: synchronized to 10.100.26.250, stratum 3
- 1141651953 2006.03.06 dn898 Mar 6 05:32:33 dn898/dn898 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
- 1141651958 2006.03.06 dn791 Mar 6 05:32:38 dn791/dn791 ntpd[2264]: synchronized to 10.100.24.250, stratum 3
- 1141651960 2006.03.06 dn654 Mar 6 05:32:40 dn654/dn654 ntpd[2263]: synchronized to 10.100.30.250, stratum 3
- 1141651962 2006.03.06 dn787 Mar 6 05:32:42 dn787/dn787 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1141651966 2006.03.06 dn686 Mar 6 05:32:46 dn686/dn686 ntpd[2276]: synchronized to 10.100.28.250, stratum 3
- 1141651969 2006.03.06 dn686 Mar 6 05:32:49 dn686/dn686 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1141651969 2006.03.06 dn690 Mar 6 05:32:49 dn690/dn690 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141651974 2006.03.06 dn811 Mar 6 05:32:54 dn811/dn811 ntpd[2277]: synchronized to 10.100.28.250, stratum 3
- 1141651978 2006.03.06 dn841 Mar 6 05:32:58 dn841/dn841 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1141651979 2006.03.06 dn801 Mar 6 05:32:59 dn801/dn801 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141651982 2006.03.06 dn135 Mar 6 05:33:02 dn135/dn135 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141651985 2006.03.06 dn722 Mar 6 05:33:05 dn722/dn722 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141651991 2006.03.06 dn862 Mar 6 05:33:11 dn862/dn862 ntpd[2265]: synchronized to 10.100.24.250, stratum 3
- 1141651994 2006.03.06 dn271 Mar 6 05:33:14 dn271/dn271 ntpd[2283]: synchronized to 10.100.30.250, stratum 3
- 1141651997 2006.03.06 dn272 Mar 6 05:33:17 dn272/dn272 ntpd[2280]: synchronized to 10.100.26.250, stratum 3
- 1141651997 2006.03.06 dn716 Mar 6 05:33:17 dn716/dn716 ntpd[2273]: synchronized to 10.100.30.250, stratum 3
- 1141651999 2006.03.06 dn941 Mar 6 05:33:19 dn941/dn941 ntpd[2262]: synchronized to 10.100.26.250, stratum 3
- 1141652006 2006.03.06 dn771 Mar 6 05:33:26 dn771/dn771 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1141652007 2006.03.06 dn406 Mar 6 05:33:27 dn406/dn406 ntpd[2276]: synchronized to 10.100.30.250, stratum 3
- 1141652009 2006.03.06 dn301 Mar 6 05:33:29 dn301/dn301 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1141652010 2006.03.06 dn833 Mar 6 05:33:30 dn833/dn833 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141652011 2006.03.06 dn629 Mar 6 05:33:31 dn629/dn629 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1141652013 2006.03.06 dn598 Mar 6 05:33:33 dn598/dn598 ntpd[2289]: synchronized to 10.100.30.250, stratum 3
- 1141652013 2006.03.06 dn654 Mar 6 05:33:33 dn654/dn654 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1141652015 2006.03.06 dn814 Mar 6 05:33:35 dn814/dn814 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1141652020 2006.03.06 dn989 Mar 6 05:33:40 dn989/dn989 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1141652021 2006.03.06 dn345 Mar 6 05:33:41 dn345/dn345 ntpd[2276]: synchronized to 10.100.30.250, stratum 3
- 1141652021 2006.03.06 dn504 Mar 6 05:33:41 dn504/dn504 ntpd[2265]: synchronized to 10.100.28.250, stratum 3
- 1141652024 2006.03.06 dn501 Mar 6 05:33:44 dn501/dn501 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1141652025 2006.03.06 dn523 Mar 6 05:33:45 dn523/dn523 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
- 1141652028 2006.03.06 dn100 Mar 6 05:33:48 dn100/dn100 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1141652029 2006.03.06 dn463 Mar 6 05:33:49 dn463/dn463 ntpd[2276]: synchronized to 10.100.28.250, stratum 3
- 1141652029 2006.03.06 dn464 Mar 6 05:33:49 dn464/dn464 ntpd[2279]: synchronized to 10.100.24.250, stratum 3
- 1141652030 2006.03.06 dn482 Mar 6 05:33:50 dn482/dn482 ntpd[2266]: synchronized to 10.100.24.250, stratum 3
- 1141652039 2006.03.06 dn497 Mar 6 05:33:59 dn497/dn497 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
- 1141652046 2006.03.06 dn780 Mar 6 05:34:06 dn780/dn780 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141652047 2006.03.06 dn431 Mar 6 05:34:07 dn431/dn431 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1141652049 2006.03.06 dn53 Mar 6 05:34:09 dn53/dn53 ntpd[2272]: synchronized to 10.100.30.250, stratum 3
- 1141652052 2006.03.06 dn753 Mar 6 05:34:12 dn753/dn753 ntpd[2264]: synchronized to 10.100.30.250, stratum 3
- 1141652053 2006.03.06 dn1009 Mar 6 05:34:13 dn1009/dn1009 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141652055 2006.03.06 dn1020 Mar 6 05:34:15 dn1020/dn1020 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1141652056 2006.03.06 dn292 Mar 6 05:34:16 dn292/dn292 ntpd[2281]: synchronized to 10.100.30.250, stratum 3
- 1141652059 2006.03.06 dn987 Mar 6 05:34:19 dn987/dn987 ntpd[2265]: synchronized to 10.100.28.250, stratum 3
- 1141652063 2006.03.06 dn811 Mar 6 05:34:23 dn811/dn811 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141652064 2006.03.06 dn781 Mar 6 05:34:24 dn781/dn781 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1141652066 2006.03.06 dn907 Mar 6 05:34:26 dn907/dn907 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1141652067 2006.03.06 dn414 Mar 6 05:34:27 dn414/dn414 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1141652070 2006.03.06 dn143 Mar 6 05:34:30 dn143/dn143 ntpd[2278]: synchronized to 10.100.26.250, stratum 3
- 1141652071 2006.03.06 dn2 Mar 6 05:34:31 dn2/dn2 ntpd[2283]: synchronized to 10.100.28.250, stratum 3
- 1141652072 2006.03.06 dn64 Mar 6 05:34:32 dn64/dn64 ntpd[2284]: synchronized to 10.100.28.250, stratum 3
- 1141652072 2006.03.06 dn736 Mar 6 05:34:32 dn736/dn736 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1141652074 2006.03.06 dn757 Mar 6 05:34:34 dn757/dn757 ntpd[2264]: synchronized to 10.100.28.250, stratum 3
- 1141652074 2006.03.06 dn825 Mar 6 05:34:34 dn825/dn825 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1141652076 2006.03.06 dn103 Mar 6 05:34:36 dn103/dn103 ntpd[2268]: synchronized to 10.100.28.250, stratum 3
- 1141652087 2006.03.06 dn312 Mar 6 05:34:47 dn312/dn312 ntpd[2279]: synchronized to 10.100.26.250, stratum 3
- 1141652091 2006.03.06 dn799 Mar 6 05:34:51 dn799/dn799 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141652098 2006.03.06 dn726 Mar 6 05:34:58 dn726/dn726 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141652100 2006.03.06 dn882 Mar 6 05:35:00 dn882/dn882 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
