- 1131566463 2005.11.09 cn142 Nov 9 12:01:03 cn142/cn142 ntpd[7467]: synchronized to 10.100.20.250, stratum 3
- 1131567186 2005.11.09 cn684 Nov 9 12:13:06 cn684/cn684 ntpd[19346]: synchronized to 10.100.20.250, stratum 3
- 1131567187 2005.11.09 bn200 Nov 9 12:13:07 bn200/bn200 ntpd[22120]: synchronized to 10.100.22.250, stratum 3
- 1131567188 2005.11.09 cn103 Nov 9 12:13:08 cn103/cn103 ntpd[19549]: synchronized to 10.100.18.250, stratum 3
- 1131567189 2005.11.09 cn103 Nov 9 12:13:09 cn103/cn103 ntpd[19549]: synchronized to 10.100.20.250, stratum 3
- 1131567194 2005.11.09 cn942 Nov 9 12:13:14 cn942/cn942 ntpd[1515]: synchronized to 10.100.16.250, stratum 3
- 1131567197 2005.11.09 cn572 Nov 9 12:13:17 cn572/cn572 ntpd[15486]: synchronized to 10.100.20.250, stratum 3
- 1131567199 2005.11.09 cn405 Nov 9 12:13:19 cn405/cn405 ntpd[13155]: synchronized to 10.100.20.250, stratum 3
- 1131567201 2005.11.09 cn549 Nov 9 12:13:21 cn549/cn549 ntpd[14729]: synchronized to 10.100.20.250, stratum 3
- 1131567201 2005.11.09 cn974 Nov 9 12:13:21 cn974/cn974 ntpd[19725]: synchronized to 10.100.20.250, stratum 3
- 1131567202 2005.11.09 cn507 Nov 9 12:13:22 cn507/cn507 ntpd[15704]: synchronized to 10.100.20.250, stratum 3
- 1131567203 2005.11.09 cn507 Nov 9 12:13:23 cn507/cn507 ntpd[15704]: synchronized to 10.100.16.250, stratum 3
- 1131567203 2005.11.09 cn628 Nov 9 12:13:23 cn628/cn628 ntpd[18589]: synchronized to 10.100.20.250, stratum 3
- 1131567203 2005.11.09 cn988 Nov 9 12:13:23 cn988/cn988 ntpd[19582]: synchronized to 10.100.22.250, stratum 3
- 1131567205 2005.11.09 bn879 Nov 9 12:13:25 bn879/bn879 ntpd[24606]: synchronized to 10.100.20.250, stratum 3
- 1131567206 2005.11.09 bn51 Nov 9 12:13:26 bn51/bn51 ntpd[22922]: synchronized to 10.100.16.250, stratum 3
- 1131567206 2005.11.09 bn743 Nov 9 12:13:26 bn743/bn743 ntpd[22740]: synchronized to 10.100.16.250, stratum 3
- 1131567206 2005.11.09 cn919 Nov 9 12:13:26 cn919/cn919 ntpd[29159]: synchronized to 10.100.20.250, stratum 3
- 1131567207 2005.11.09 cn225 Nov 9 12:13:27 cn225/cn225 ntpd[10661]: synchronized to 10.100.16.250, stratum 3
- 1131567209 2005.11.09 cn634 Nov 9 12:13:29 cn634/cn634 ntpd[19733]: synchronized to 10.100.18.250, stratum 3
- 1131567211 2005.11.09 cn868 Nov 9 12:13:31 cn868/cn868 ntpd[28419]: synchronized to 10.100.16.250, stratum 3
- 1131567212 2005.11.09 cn1007 Nov 9 12:13:32 cn1007/cn1007 ntpd[19131]: synchronized to 10.100.16.250, stratum 3
- 1131567213 2005.11.09 bn795 Nov 9 12:13:33 bn795/bn795 ntpd[23670]: synchronized to 10.100.20.250, stratum 3
- 1131567214 2005.11.09 cn91 Nov 9 12:13:34 cn91/cn91 ntpd[19566]: synchronized to 10.100.20.250, stratum 3
- 1131567224 2005.11.09 bn145 Nov 9 12:13:44 bn145/bn145 ntpd[22852]: synchronized to 10.100.20.250, stratum 3
- 1131567226 2005.11.09 an895 Nov 9 12:13:46 an895/an895 ntpd[2066]: synchronized to 10.100.12.250, stratum 3
- 1131567230 2005.11.09 bn145 Nov 9 12:13:50 bn145/bn145 ntpd[22852]: synchronized to 10.100.16.250, stratum 3
- 1131567232 2005.11.09 bn678 Nov 9 12:13:52 bn678/bn678 ntpd[24506]: synchronized to 10.100.20.250, stratum 3
- 1131567237 2005.11.09 cn25 Nov 9 12:13:57 cn25/cn25 ntpd[15539]: synchronized to 10.100.20.250, stratum 3
- 1131567240 2005.11.09 bn823 Nov 9 12:14:00 bn823/bn823 ntpd[23016]: synchronized to 10.100.20.250, stratum 3
- 1131567242 2005.11.09 cn315 Nov 9 12:14:02 cn315/cn315 ntpd[23358]: synchronized to 10.100.22.250, stratum 3
- 1131567242 2005.11.09 cn939 Nov 9 12:14:02 cn939/cn939 ntpd[28023]: synchronized to 10.100.20.250, stratum 3
- 1131567244 2005.11.09 bn403 Nov 9 12:14:04 bn403/bn403 ntpd[28876]: synchronized to 10.100.16.250, stratum 3
- 1131567245 2005.11.09 cn290 Nov 9 12:14:05 cn290/cn290 ntpd[23984]: synchronized to 10.100.18.250, stratum 3
- 1131567252 2005.11.09 bn251 Nov 9 12:14:12 bn251/bn251 ntpd[23782]: synchronized to 10.100.16.250, stratum 3
- 1131567255 2005.11.09 bn141 Nov 9 12:14:15 bn141/bn141 ntpd[22934]: synchronized to 10.100.18.250, stratum 3
- 1131567256 2005.11.09 bn153 Nov 9 12:14:16 bn153/bn153 ntpd[22993]: synchronized to 10.100.20.250, stratum 3
- 1131567264 2005.11.09 bn141 Nov 9 12:14:24 bn141/bn141 ntpd[22934]: synchronized to 10.100.20.250, stratum 3
- 1131567264 2005.11.09 cn740 Nov 9 12:14:24 cn740/cn740 ntpd[28764]: synchronized to 10.100.22.250, stratum 3
- 1131567265 2005.11.09 cn539 Nov 9 12:14:25 cn539/cn539 ntpd[15315]: synchronized to 10.100.16.250, stratum 3
- 1131567270 2005.11.09 cn518 Nov 9 12:14:30 cn518/cn518 ntpd[15606]: synchronized to 10.100.20.250, stratum 3
- 1131567288 2005.11.09 cn254 Nov 9 12:14:48 cn254/cn254 ntpd[10022]: synchronized to 10.100.18.250, stratum 3
- 1131567290 2005.11.09 bn508 Nov 9 12:14:50 bn508/bn508 ntpd[29337]: synchronized to 10.100.22.250, stratum 3
- 1131567290 2005.11.09 cn32 Nov 9 12:14:50 cn32/cn32 ntpd[16725]: synchronized to 10.100.20.250, stratum 3
- 1131567290 2005.11.09 cn353 Nov 9 12:14:50 cn353/cn353 ntpd[12629]: synchronized to 10.100.18.250, stratum 3
- 1131567290 2005.11.09 cn564 Nov 9 12:14:50 cn564/cn564 ntpd[17934]: synchronized to 10.100.22.250, stratum 3
- 1131567293 2005.11.09 cn254 Nov 9 12:14:53 cn254/cn254 ntpd[10022]: synchronized to 10.100.20.250, stratum 3
- 1131567294 2005.11.09 bn321 Nov 9 12:14:54 bn321/bn321 ntpd[29422]: synchronized to 10.100.10.250, stratum 3
- 1131567296 2005.11.09 cn665 Nov 9 12:14:56 cn665/cn665 ntpd[23982]: synchronized to 10.100.18.250, stratum 3
- 1131567298 2005.11.09 cn564 Nov 9 12:14:58 cn564/cn564 ntpd[17934]: synchronized to 10.100.16.250, stratum 3
- 1131567303 2005.11.09 cn524 Nov 9 12:15:03 cn524/cn524 ntpd[15917]: synchronized to 10.100.16.250, stratum 3
- 1131567303 2005.11.09 cn920 Nov 9 12:15:03 cn920/cn920 ntpd[29053]: synchronized to 10.100.16.250, stratum 3
- 1131567307 2005.11.09 cn926 Nov 9 12:15:07 cn926/cn926 ntpd[28225]: synchronized to 10.100.22.250, stratum 3
- 1131567309 2005.11.09 cn918 Nov 9 12:15:09 cn918/cn918 ntpd[29960]: synchronized to 10.100.18.250, stratum 3
- 1131567316 2005.11.09 cn773 Nov 9 12:15:16 cn773/cn773 ntpd[27869]: synchronized to 10.100.20.250, stratum 3
- 1131567317 2005.11.09 cn672 Nov 9 12:15:17 cn672/cn672 ntpd[17959]: synchronized to 10.100.20.250, stratum 3
- 1131567319 2005.11.09 bn708 Nov 9 12:15:19 bn708/bn708 ntpd[23420]: synchronized to 10.100.16.250, stratum 3
- 1131567320 2005.11.09 cn811 Nov 9 12:15:20 cn811/cn811 ntpd[13001]: synchronized to 10.100.22.250, stratum 3
- 1131567321 2005.11.09 cn673 Nov 9 12:15:21 cn673/cn673 ntpd[20417]: synchronized to 10.100.18.250, stratum 3
- 1131567321 2005.11.09 cn918 Nov 9 12:15:21 cn918/cn918 ntpd[29960]: synchronized to 10.100.20.250, stratum 3
- 1131567323 2005.11.09 bn964 Nov 9 12:15:23 bn964/bn964 ntpd[15605]: synchronized to 10.100.16.250, stratum 3
- 1131567324 2005.11.09 cn756 Nov 9 12:15:24 cn756/cn756 ntpd[28777]: synchronized to 10.100.20.250, stratum 3
- 1131567329 2005.11.09 bn512 Nov 9 12:15:29 bn512/bn512 ntpd[28490]: synchronized to 10.100.12.250, stratum 3
- 1131567329 2005.11.09 cn710 Nov 9 12:15:29 cn710/cn710 ntpd[19103]: synchronized to 10.100.20.250, stratum 3
- 1131567330 2005.11.09 bn633 Nov 9 12:15:30 bn633/bn633 ntpd[23704]: synchronized to 10.100.16.250, stratum 3
- 1131567330 2005.11.09 bn964 Nov 9 12:15:30 bn964/bn964 ntpd[15605]: synchronized to 10.100.22.250, stratum 3
- 1131567331 2005.11.09 bn3 Nov 9 12:15:31 bn3/bn3 ntpd[22869]: synchronized to 10.100.16.250, stratum 3
- 1131567331 2005.11.09 cn918 Nov 9 12:15:31 cn918/cn918 ntpd[29960]: synchronized to 10.100.22.250, stratum 3
- 1131567332 2005.11.09 cn390 Nov 9 12:15:32 cn390/cn390 ntpd[10152]: synchronized to 10.100.20.250, stratum 3
- 1131567334 2005.11.09 cn649 Nov 9 12:15:34 cn649/cn649 ntpd[19098]: synchronized to 10.100.20.250, stratum 3
- 1131567337 2005.11.09 cn844 Nov 9 12:15:37 cn844/cn844 ntpd[28132]: synchronized to 10.100.18.250, stratum 3
- 1131567338 2005.11.09 bn87 Nov 9 12:15:38 bn87/bn87 ntpd[22630]: synchronized to 10.100.20.250, stratum 3
- 1131567343 2005.11.09 cn1019 Nov 9 12:15:43 cn1019/cn1019 ntpd[19637]: synchronized to 10.100.16.250, stratum 3
- 1131567351 2005.11.09 bn864 Nov 9 12:15:51 bn864/bn864 ntpd[29799]: synchronized to 10.100.22.250, stratum 3
- 1131567351 2005.11.09 cn116 Nov 9 12:15:51 cn116/cn116 ntpd[20328]: synchronized to 10.100.18.250, stratum 3
- 1131567354 2005.11.09 bn106 Nov 9 12:15:54 bn106/bn106 ntpd[22697]: synchronized to 10.100.22.250, stratum 3
- 1131567354 2005.11.09 cn295 Nov 9 12:15:54 cn295/cn295 ntpd[24584]: synchronized to 10.100.22.250, stratum 3
- 1131567355 2005.11.09 cn295 Nov 9 12:15:55 cn295/cn295 ntpd[24584]: synchronized to 10.100.18.250, stratum 3
- 1131567355 2005.11.09 cn446 Nov 9 12:15:55 cn446/cn446 ntpd[12193]: synchronized to 10.100.22.250, stratum 3
- 1131567356 2005.11.09 bn512 Nov 9 12:15:56 bn512/bn512 ntpd[28490]: synchronized to 10.100.10.250, stratum 3
- 1131567357 2005.11.09 cn673 Nov 9 12:15:57 cn673/cn673 ntpd[20417]: synchronized to 10.100.20.250, stratum 3
- 1131567357 2005.11.09 cn681 Nov 9 12:15:57 cn681/cn681 ntpd[18283]: synchronized to 10.100.20.250, stratum 3
- 1131567358 2005.11.09 bn659 Nov 9 12:15:58 bn659/bn659 ntpd[23245]: synchronized to 10.100.20.250, stratum 3
- 1131567361 2005.11.09 cn518 Nov 9 12:16:01 cn518/cn518 ntpd[15606]: synchronized to 10.100.18.250, stratum 3
- 1131567362 2005.11.09 cn681 Nov 9 12:16:02 cn681/cn681 ntpd[18283]: synchronized to 10.100.22.250, stratum 3
- 1131567364 2005.11.09 cn666 Nov 9 12:16:04 cn666/cn666 ntpd[18497]: synchronized to 10.100.20.250, stratum 3
- 1131567365 2005.11.09 cn423 Nov 9 12:16:05 cn423/cn423 ntpd[13592]: synchronized to 10.100.20.250, stratum 3
- 1131567365 2005.11.09 cn749 Nov 9 12:16:05 cn749/cn749 ntpd[29241]: synchronized to 10.100.22.250, stratum 3
- 1131567366 2005.11.09 bn912 Nov 9 12:16:06 bn912/bn912 ntpd[23918]: synchronized to 10.100.16.250, stratum 3
- 1131567366 2005.11.09 bn932 Nov 9 12:16:06 bn932/bn932 ntpd[25246]: synchronized to 10.100.20.250, stratum 3
- 1131567371 2005.11.09 bn919 Nov 9 12:16:11 bn919/bn919 ntpd[25008]: synchronized to 10.100.20.250, stratum 3
- 1131567373 2005.11.09 bn53 Nov 9 12:16:13 bn53/bn53 ntpd[22743]: synchronized to 10.100.20.250, stratum 3
- 1131567373 2005.11.09 cn371 Nov 9 12:16:13 cn371/cn371 ntpd[10340]: synchronized to 10.100.20.250, stratum 3
- 1131567374 2005.11.09 cn833 Nov 9 12:16:14 cn833/cn833 ntpd[32023]: synchronized to 10.100.20.250, stratum 3
- 1131567376 2005.11.09 cn160 Nov 9 12:16:16 cn160/cn160 ntpd[9830]: synchronized to 10.100.22.250, stratum 3
- 1131567377 2005.11.09 cn525 Nov 9 12:16:17 cn525/cn525 ntpd[16011]: synchronized to 10.100.20.250, stratum 3
- 1131567378 2005.11.09 cn666 Nov 9 12:16:18 cn666/cn666 ntpd[18497]: synchronized to 10.100.16.250, stratum 3
- 1131567379 2005.11.09 cn835 Nov 9 12:16:19 cn835/cn835 ntpd[28019]: synchronized to 10.100.22.250, stratum 3
- 1131567380 2005.11.09 bn210 Nov 9 12:16:20 bn210/bn210 ntpd[31625]: synchronized to 10.100.12.250, stratum 3
- 1131567381 2005.11.09 bn912 Nov 9 12:16:21 bn912/bn912 ntpd[23918]: synchronized to 10.100.22.250, stratum 3
- 1131567381 2005.11.09 cn749 Nov 9 12:16:21 cn749/cn749 ntpd[29241]: synchronized to 10.100.20.250, stratum 3
- 1131567384 2005.11.09 cn222 Nov 9 12:16:24 cn222/cn222 ntpd[9898]: synchronized to 10.100.16.250, stratum 3
- 1131567387 2005.11.09 cn282 Nov 9 12:16:27 cn282/cn282 ntpd[12176]: synchronized to 10.100.22.250, stratum 3
- 1131567390 2005.11.09 bn508 Nov 9 12:16:30 bn508/bn508 ntpd[29337]: synchronized to 10.100.20.250, stratum 3
- 1131567396 2005.11.09 bn911 Nov 9 12:16:36 bn911/bn911 ntpd[24230]: synchronized to 10.100.22.250, stratum 3
- 1131567396 2005.11.09 cn840 Nov 9 12:16:36 cn840/cn840 ntpd[28070]: synchronized to 10.100.16.250, stratum 3
- 1131567397 2005.11.09 cn668 Nov 9 12:16:37 cn668/cn668 ntpd[18869]: synchronized to 10.100.20.250, stratum 3
- 1131567403 2005.11.09 cn717 Nov 9 12:16:43 cn717/cn717 ntpd[18846]: synchronized to 10.100.18.250, stratum 3
- 1131567406 2005.11.09 cn577 Nov 9 12:16:46 cn577/cn577 ntpd[19361]: synchronized to 10.100.20.250, stratum 3
- 1131567408 2005.11.09 bn842 Nov 9 12:16:48 bn842/bn842 ntpd[22031]: synchronized to 10.100.16.250, stratum 3
- 1131567411 2005.11.09 cn83 Nov 9 12:16:51 cn83/cn83 ntpd[19800]: synchronized to 10.100.18.250, stratum 3
- 1131567413 2005.11.09 cn646 Nov 9 12:16:53 cn646/cn646 ntpd[19563]: synchronized to 10.100.16.250, stratum 3
- 1131567419 2005.11.09 cn603 Nov 9 12:16:59 cn603/cn603 ntpd[19182]: synchronized to 10.100.20.250, stratum 3
- 1131567426 2005.11.09 bn401 Nov 9 12:17:06 bn401/bn401 ntpd[28876]: synchronized to 10.100.22.250, stratum 3
- 1131567427 2005.11.09 bn47 Nov 9 12:17:07 bn47/bn47 ntpd[21837]: synchronized to 10.100.22.250, stratum 3
- 1131567429 2005.11.09 bn115 Nov 9 12:17:09 bn115/bn115 ntpd[22400]: synchronized to 10.100.20.250, stratum 3
- 1131567429 2005.11.09 cn543 Nov 9 12:17:09 cn543/cn543 ntpd[13785]: synchronized to 10.100.20.250, stratum 3
- 1131567430 2005.11.09 cn543 Nov 9 12:17:10 cn543/cn543 ntpd[13785]: synchronized to 10.100.16.250, stratum 3
- 1131567430 2005.11.09 cn949 Nov 9 12:17:10 cn949/cn949 ntpd[24739]: synchronized to 10.100.18.250, stratum 3
- 1131567433 2005.11.09 bn24 Nov 9 12:17:13 bn24/bn24 ntpd[22671]: synchronized to 10.100.16.250, stratum 3
- 1131567433 2005.11.09 cn935 Nov 9 12:17:13 cn935/cn935 ntpd[29402]: synchronized to 10.100.20.250, stratum 3
- 1131567435 2005.11.09 cn639 Nov 9 12:17:15 cn639/cn639 ntpd[19588]: synchronized to 10.100.20.250, stratum 3
- 1131567436 2005.11.09 cn668 Nov 9 12:17:16 cn668/cn668 ntpd[18869]: synchronized to 10.100.22.250, stratum 3
- 1131567437 2005.11.09 bn438 Nov 9 12:17:17 bn438/bn438 ntpd[29106]: synchronized to 10.100.12.250, stratum 3
- 1131567441 2005.11.09 bn469 Nov 9 12:17:21 bn469/bn469 ntpd[29302]: synchronized to 10.100.12.250, stratum 3
- 1131567442 2005.11.09 cn759 Nov 9 12:17:22 cn759/cn759 ntpd[28733]: synchronized to 10.100.16.250, stratum 3
- 1131567443 2005.11.09 cn190 Nov 9 12:17:23 cn190/cn190 ntpd[5382]: synchronized to 10.100.16.250, stratum 3
- 1131567445 2005.11.09 cn519 Nov 9 12:17:25 cn519/cn519 ntpd[16839]: synchronized to 10.100.16.250, stratum 3
- 1131567446 2005.11.09 bn355 Nov 9 12:17:26 bn355/bn355 ntpd[28740]: synchronized to 10.100.18.250, stratum 3
- 1131567453 2005.11.09 cn407 Nov 9 12:17:33 cn407/cn407 ntpd[12879]: synchronized to 10.100.22.250, stratum 3
- 1131567455 2005.11.09 bn126 Nov 9 12:17:35 bn126/bn126 ntpd[21446]: synchronized to 10.100.20.250, stratum 3
- 1131567455 2005.11.09 bn978 Nov 9 12:17:35 bn978/bn978 ntpd[14255]: synchronized to 10.100.20.250, stratum 3
- 1131567456 2005.11.09 cn707 Nov 9 12:17:36 cn707/cn707 ntpd[20117]: synchronized to 10.100.22.250, stratum 3
- 1131567464 2005.11.09 cn669 Nov 9 12:17:44 cn669/cn669 ntpd[18564]: synchronized to 10.100.20.250, stratum 3
- 1131567469 2005.11.09 cn528 Nov 9 12:17:49 cn528/cn528 ntpd[15311]: synchronized to 10.100.16.250, stratum 3
- 1131567469 2005.11.09 cn862 Nov 9 12:17:49 cn862/cn862 ntpd[27427]: synchronized to 10.100.16.250, stratum 3
- 1131567473 2005.11.09 bn361 Nov 9 12:17:53 bn361/bn361 ntpd[28875]: synchronized to 10.100.20.250, stratum 3
- 1131567475 2005.11.09 cn198 Nov 9 12:17:55 cn198/cn198 ntpd[19818]: synchronized to 10.100.16.250, stratum 3
- 1131567475 2005.11.09 cn655 Nov 9 12:17:55 cn655/cn655 ntpd[18484]: synchronized to 10.100.20.250, stratum 3
- 1131567476 2005.11.09 cn974 Nov 9 12:17:56 cn974/cn974 ntpd[19725]: synchronized to 10.100.18.250, stratum 3
- 1131567477 2005.11.09 bn861 Nov 9 12:17:57 bn861/bn861 ntpd[30539]: synchronized to 10.100.16.250, stratum 3
- 1131567479 2005.11.09 cn649 Nov 9 12:17:59 cn649/cn649 ntpd[19098]: synchronized to 10.100.16.250, stratum 3
- 1131567482 2005.11.09 cn316 Nov 9 12:18:02 cn316/cn316 ntpd[24483]: synchronized to 10.100.20.250, stratum 3
- 1131567484 2005.11.09 bn946 Nov 9 12:18:04 bn946/bn946 ntpd[15562]: synchronized to 10.100.20.250, stratum 3
- 1131567489 2005.11.09 bn889 Nov 9 12:18:09 bn889/bn889 ntpd[24455]: synchronized to 10.100.22.250, stratum 3
- 1131567495 2005.11.09 cn291 Nov 9 12:18:15 cn291/cn291 ntpd[24257]: synchronized to 10.100.16.250, stratum 3
- 1131567496 2005.11.09 bn275 Nov 9 12:18:16 bn275/bn275 ntpd[23834]: synchronized to 10.100.16.250, stratum 3
- 1131567496 2005.11.09 bn864 Nov 9 12:18:16 bn864/bn864 ntpd[29799]: synchronized to 10.100.20.250, stratum 3
- 1131567502 2005.11.09 cn551 Nov 9 12:18:22 cn551/cn551 ntpd[15308]: synchronized to 10.100.20.250, stratum 3
- 1131567504 2005.11.09 cn370 Nov 9 12:18:24 cn370/cn370 ntpd[10288]: synchronized to 10.100.20.250, stratum 3
- 1131567506 2005.11.09 bn456 Nov 9 12:18:26 bn456/bn456 ntpd[29701]: synchronized to 10.100.14.250, stratum 3
- 1131567507 2005.11.09 bn750 Nov 9 12:18:27 bn750/bn750 ntpd[22883]: synchronized to 10.100.22.250, stratum 3
- 1131567509 2005.11.09 cn628 Nov 9 12:18:29 cn628/cn628 ntpd[18589]: synchronized to 10.100.16.250, stratum 3
- 1131567511 2005.11.09 cn183 Nov 9 12:18:31 cn183/cn183 ntpd[4314]: synchronized to 10.100.20.250, stratum 3
- 1131567511 2005.11.09 cn526 Nov 9 12:18:31 cn526/cn526 ntpd[15288]: synchronized to 10.100.16.250, stratum 3
- 1131567513 2005.11.09 cn382 Nov 9 12:18:33 cn382/cn382 ntpd[9390]: synchronized to 10.100.20.250, stratum 3
- 1131567516 2005.11.09 bn177 Nov 9 12:18:36 bn177/bn177 ntpd[21975]: synchronized to 10.100.22.250, stratum 3
- 1131567522 2005.11.09 cn27 Nov 9 12:18:42 cn27/cn27 ntpd[15528]: synchronized to 10.100.20.250, stratum 3
- 1131567522 2005.11.09 cn999 Nov 9 12:18:42 cn999/cn999 ntpd[19394]: synchronized to 10.100.20.250, stratum 3
- 1131567523 2005.11.09 cn22 Nov 9 12:18:43 cn22/cn22 ntpd[15311]: synchronized to 10.100.18.250, stratum 3
- 1131567523 2005.11.09 cn975 Nov 9 12:18:43 cn975/cn975 ntpd[18975]: synchronized to 10.100.16.250, stratum 3
- 1131567524 2005.11.09 cn525 Nov 9 12:18:44 cn525/cn525 ntpd[16011]: synchronized to 10.100.22.250, stratum 3
- 1131567525 2005.11.09 cn822 Nov 9 12:18:45 cn822/cn822 ntpd[28661]: synchronized to 10.100.16.250, stratum 3
- 1131567526 2005.11.09 cn47 Nov 9 12:18:46 cn47/cn47 ntpd[15445]: synchronized to 10.100.22.250, stratum 3
- 1131567528 2005.11.09 cn272 Nov 9 12:18:48 cn272/cn272 ntpd[12016]: synchronized to 10.100.20.250, stratum 3
- 1131567528 2005.11.09 cn434 Nov 9 12:18:48 cn434/cn434 ntpd[11533]: synchronized to 10.100.18.250, stratum 3
- 1131567529 2005.11.09 bn62 Nov 9 12:18:49 bn62/bn62 ntpd[22043]: synchronized to 10.100.22.250, stratum 3
- 1131567529 2005.11.09 cn18 Nov 9 12:18:49 cn18/cn18 ntpd[25277]: synchronized to 10.100.20.250, stratum 3
- 1131567530 2005.11.09 bn235 Nov 9 12:18:50 bn235/bn235 ntpd[23304]: synchronized to 10.100.16.250, stratum 3
- 1131567530 2005.11.09 bn500 Nov 9 12:18:50 bn500/bn500 ntpd[30554]: synchronized to 10.100.18.250, stratum 3
- 1131567532 2005.11.09 cn953 Nov 9 12:18:52 cn953/cn953 ntpd[19786]: synchronized to 10.100.18.250, stratum 3
- 1131567533 2005.11.09 cn817 Nov 9 12:18:53 cn817/cn817 ntpd[28044]: synchronized to 10.100.20.250, stratum 3
- 1131567536 2005.11.09 bn495 Nov 9 12:18:56 bn495/bn495 ntpd[27741]: synchronized to 10.100.8.250, stratum 3
- 1131567538 2005.11.09 bn343 Nov 9 12:18:58 bn343/bn343 ntpd[28723]: synchronized to 10.100.20.250, stratum 3
- 1131567540 2005.11.09 cn633 Nov 9 12:19:00 cn633/cn633 ntpd[18665]: synchronized to 10.100.16.250, stratum 3
- 1131567540 2005.11.09 cn879 Nov 9 12:19:00 cn879/cn879 ntpd[25560]: synchronized to 10.100.20.250, stratum 3
- 1131567541 2005.11.09 bn124 Nov 9 12:19:01 bn124/bn124 ntpd[22190]: synchronized to 10.100.18.250, stratum 3
- 1131567543 2005.11.09 cn439 Nov 9 12:19:03 cn439/cn439 ntpd[13201]: synchronized to 10.100.20.250, stratum 3
- 1131567543 2005.11.09 cn616 Nov 9 12:19:03 cn616/cn616 ntpd[18387]: synchronized to 10.100.16.250, stratum 3
- 1131567545 2005.11.09 cn63 Nov 9 12:19:05 cn63/cn63 ntpd[15366]: synchronized to 10.100.18.250, stratum 3
- 1131567545 2005.11.09 cn790 Nov 9 12:19:05 cn790/cn790 ntpd[28316]: synchronized to 10.100.22.250, stratum 3
- 1131567546 2005.11.09 bn1013 Nov 9 12:19:06 bn1013/bn1013 ntpd[14694]: synchronized to 10.100.16.250, stratum 3
- 1131567548 2005.11.09 cn367 Nov 9 12:19:08 cn367/cn367 ntpd[9827]: synchronized to 10.100.18.250, stratum 3
- 1131567549 2005.11.09 bn130 Nov 9 12:19:09 bn130/bn130 ntpd[22231]: synchronized to 10.100.16.250, stratum 3
- 1131567550 2005.11.09 bn305 Nov 9 12:19:10 bn305/bn305 ntpd[22840]: synchronized to 10.100.16.250, stratum 3
- 1131567551 2005.11.09 bn106 Nov 9 12:19:11 bn106/bn106 ntpd[22697]: synchronized to 10.100.16.250, stratum 3
- 1131567551 2005.11.09 cn1016 Nov 9 12:19:11 cn1016/cn1016 ntpd[19493]: synchronized to 10.100.22.250, stratum 3
- 1131567553 2005.11.09 bn269 Nov 9 12:19:13 bn269/bn269 ntpd[23830]: synchronized to 10.100.16.250, stratum 3
- 1131567556 2005.11.09 cn63 Nov 9 12:19:16 cn63/cn63 ntpd[15366]: synchronized to 10.100.22.250, stratum 3
- 1131567558 2005.11.09 bn413 Nov 9 12:19:18 bn413/bn413 ntpd[29462]: synchronized to 10.100.22.250, stratum 3
- 1131567561 2005.11.09 cn159 Nov 9 12:19:21 cn159/cn159 ntpd[5971]: synchronized to 10.100.22.250, stratum 3
- 1131567562 2005.11.09 cn1016 Nov 9 12:19:22 cn1016/cn1016 ntpd[19493]: synchronized to 10.100.18.250, stratum 3
- 1131567566 2005.11.09 bn38 Nov 9 12:19:26 bn38/bn38 ntpd[22638]: synchronized to 10.100.18.250, stratum 3
- 1131567567 2005.11.09 bn493 Nov 9 12:19:27 bn493/bn493 ntpd[28388]: synchronized to 10.100.10.250, stratum 3
- 1131567567 2005.11.09 cn888 Nov 9 12:19:27 cn888/cn888 ntpd[29037]: synchronized to 10.100.20.250, stratum 3
- 1131567569 2005.11.09 cn22 Nov 9 12:19:29 cn22/cn22 ntpd[15311]: synchronized to 10.100.20.250, stratum 3
- 1131567569 2005.11.09 cn30 Nov 9 12:19:29 cn30/cn30 ntpd[17395]: synchronized to 10.100.16.250, stratum 3
- 1131567571 2005.11.09 cn15 Nov 9 12:19:31 cn15/cn15 ntpd[15650]: synchronized to 10.100.16.250, stratum 3
- 1131567571 2005.11.09 cn508 Nov 9 12:19:31 cn508/cn508 ntpd[15811]: synchronized to 10.100.20.250, stratum 3
- 1131567574 2005.11.09 cn313 Nov 9 12:19:34 cn313/cn313 ntpd[23160]: synchronized to 10.100.20.250, stratum 3
- 1131567575 2005.11.09 bn388 Nov 9 12:19:35 bn388/bn388 ntpd[9660]: synchronized to 10.100.22.250, stratum 3
- 1131567579 2005.11.09 cn10 Nov 9 12:19:39 cn10/cn10 ntpd[14614]: synchronized to 10.100.20.250, stratum 3
- 1131567581 2005.11.09 cn639 Nov 9 12:19:41 cn639/cn639 ntpd[19588]: synchronized to 10.100.18.250, stratum 3
- 1131567582 2005.11.09 cn505 Nov 9 12:19:42 cn505/cn505 ntpd[15690]: synchronized to 10.100.18.250, stratum 3
- 1131567587 2005.11.09 bn630 Nov 9 12:19:47 bn630/bn630 ntpd[23931]: synchronized to 10.100.16.250, stratum 3
- 1131567587 2005.11.09 cn279 Nov 9 12:19:47 cn279/cn279 ntpd[12017]: synchronized to 10.100.18.250, stratum 3
- 1131567590 2005.11.09 cn55 Nov 9 12:19:50 cn55/cn55 ntpd[15859]: synchronized to 10.100.16.250, stratum 3
- 1131567591 2005.11.09 bn578 Nov 9 12:19:51 bn578/bn578 ntpd[11145]: synchronized to 10.100.22.250, stratum 3
