- 1126421092 2005.09.10 R21-M0-N0-I:J18-U11 2005-09-10-23.44.52.239494 R21-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/swl-prep/rky-swl/MPI-PERF/IMB/perf_tests/IMB-MPI1.14MB: invalid or missing program image, Permission denied
- 1126539185 2005.09.12 R12-M1-N2-C:J12-U11 2005-09-12-08.33.05.192424 R12-M1-N2-C:J12-U11 RAS KERNEL FATAL machine check status register: 0x91800000
APPSEV 1126539185 2005.09.12 R54-M1-N0-I:J18-U01 2005-09-12-08.33.05.893247 R54-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40833: Link has been severed
APPSEV 1126539185 2005.09.12 R54-M1-N8-I:J18-U11 2005-09-12-08.33.05.978653 R54-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40828: Link has been severed
APPSEV 1126539186 2005.09.12 R54-M1-N8-I:J18-U01 2005-09-12-08.33.06.070364 R54-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40829: Link has been severed
APPSEV 1126539187 2005.09.12 R51-M1-N0-I:J18-U11 2005-09-12-08.33.07.281577 R51-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41024: Link has been severed
APPSEV 1126539187 2005.09.12 R51-M1-N0-I:J18-U01 2005-09-12-08.33.07.371041 R51-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41025: Link has been severed
APPSEV 1126539187 2005.09.12 R51-M1-NC-I:J18-U11 2005-09-12-08.33.07.463989 R51-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41018: Link has been severed
APPSEV 1126539187 2005.09.12 R51-M1-NC-I:J18-U01 2005-09-12-08.33.07.544295 R51-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41019: Link has been severed
APPSEV 1126539187 2005.09.12 R54-M1-NC-I:J18-U11 2005-09-12-08.33.07.621948 R54-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40826: Link has been severed
APPSEV 1126539187 2005.09.12 R54-M1-NC-I:J18-U01 2005-09-12-08.33.07.699571 R54-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40827: Link has been severed
APPSEV 1126539187 2005.09.12 R54-M1-N4-I:J18-U11 2005-09-12-08.33.07.777555 R54-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40830: Link has been severed
APPSEV 1126539187 2005.09.12 R51-M1-N4-I:J18-U11 2005-09-12-08.33.07.910885 R51-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41022: Link has been severed
APPSEV 1126539188 2005.09.12 R51-M1-N4-I:J18-U01 2005-09-12-08.33.08.006600 R51-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41023: Link has been severed
APPSEV 1126539188 2005.09.12 R51-M1-N8-I:J18-U11 2005-09-12-08.33.08.353153 R51-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41020: Link has been severed
APPSEV 1126539188 2005.09.12 R51-M1-N8-I:J18-U01 2005-09-12-08.33.08.418351 R51-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41021: Link has been severed
APPSEV 1126539188 2005.09.12 R42-M0-N4-I:J18-U11 2005-09-12-08.33.08.735791 R42-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40982: Link has been severed
APPSEV 1126539188 2005.09.12 R42-M0-N4-I:J18-U01 2005-09-12-08.33.08.820283 R42-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40983: Link has been severed
APPSEV 1126539188 2005.09.12 R36-M0-NC-I:J18-U01 2005-09-12-08.33.08.914221 R36-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:40883: Link has been severed
- 1126539203 2005.09.12 R12-M1-N2-C:J12-U11 2005-09-12-08.33.23.678871 R12-M1-N2-C:J12-U11 RAS KERNEL FATAL summary...........................1
- 1126552713 2005.09.12 R30-M0-N7-C:J09-U01 2005-09-12-12.18.33.765360 R30-M0-N7-C:J09-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 3
- 1126552714 2005.09.12 R30-M0-N7-C:J09-U01 2005-09-12-12.18.34.192948 R30-M0-N7-C:J09-U01 RAS KERNEL INFO CE sym 26, at 0x07a95e80, mask 0x10
- 1126552714 2005.09.12 R30-M0-N7-C:J09-U01 2005-09-12-12.18.34.654294 R30-M0-N7-C:J09-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1126555444 2005.09.12 R66-M0-NC-C:J17-U11 2005-09-12-13.04.04.672570 R66-M0-NC-C:J17-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 5
- 1126555444 2005.09.12 R15-M0-N3-C:J17-U01 2005-09-12-13.04.04.827413 R15-M0-N3-C:J17-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 4
- 1126555444 2005.09.12 R06-M1-N6-C:J15-U01 2005-09-12-13.04.04.932894 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1126555445 2005.09.12 R36-M0-N5-C:J03-U01 2005-09-12-13.04.05.136828 R36-M0-N5-C:J03-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 3
- 1126555445 2005.09.12 R06-M1-N7-C:J09-U01 2005-09-12-13.04.05.641228 R06-M1-N7-C:J09-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 3
- 1126555446 2005.09.12 R54-M1-NC-C:J12-U11 2005-09-12-13.04.06.005675 R54-M1-NC-C:J12-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 6
- 1126555448 2005.09.12 R66-M0-NC-C:J17-U11 2005-09-12-13.04.08.881675 R66-M0-NC-C:J17-U11 RAS KERNEL INFO CE sym 29, at 0x03a32fc0, mask 0x04
- 1126555448 2005.09.12 R15-M0-N3-C:J17-U01 2005-09-12-13.04.08.966546 R15-M0-N3-C:J17-U01 RAS KERNEL INFO CE sym 29, at 0x0b32cd60, mask 0x08
- 1126555449 2005.09.12 R06-M1-N6-C:J15-U01 2005-09-12-13.04.09.068735 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 1 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1126555449 2005.09.12 R36-M0-N5-C:J03-U01 2005-09-12-13.04.09.554638 R36-M0-N5-C:J03-U01 RAS KERNEL INFO CE sym 23, at 0x03f89c00, mask 0x10
- 1126555449 2005.09.12 R06-M1-N7-C:J09-U01 2005-09-12-13.04.09.790101 R06-M1-N7-C:J09-U01 RAS KERNEL INFO CE sym 35, at 0x0692aae0, mask 0x10
- 1126555450 2005.09.12 R54-M1-NC-C:J12-U11 2005-09-12-13.04.10.482794 R54-M1-NC-C:J12-U11 RAS KERNEL INFO CE sym 19, at 0x03b3e980, mask 0x02
- 1126555456 2005.09.12 R15-M0-N3-C:J17-U01 2005-09-12-13.04.16.633276 R15-M0-N3-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1126555456 2005.09.12 R36-M0-N5-C:J03-U01 2005-09-12-13.04.16.837177 R36-M0-N5-C:J03-U01 RAS KERNEL INFO CE sym 23, at 0x03f89c00, mask 0x10
- 1126555456 2005.09.12 R06-M1-N7-C:J09-U01 2005-09-12-13.04.16.930509 R06-M1-N7-C:J09-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1126555457 2005.09.12 R54-M1-NC-C:J12-U11 2005-09-12-13.04.17.745005 R54-M1-NC-C:J12-U11 RAS KERNEL INFO CE sym 19, at 0x03b3e980, mask 0x02
- 1126555465 2005.09.12 R66-M0-NC-C:J17-U11 2005-09-12-13.04.25.555058 R66-M0-NC-C:J17-U11 RAS KERNEL INFO CE sym 29, at 0x03a32fc0, mask 0x04
- 1126555467 2005.09.12 R36-M0-N5-C:J03-U01 2005-09-12-13.04.27.196924 R36-M0-N5-C:J03-U01 RAS KERNEL INFO CE sym 23, at 0x03f89c00, mask 0x10
- 1126555467 2005.09.12 R54-M1-NC-C:J12-U11 2005-09-12-13.04.27.798581 R54-M1-NC-C:J12-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1126555476 2005.09.12 R66-M0-NC-C:J17-U11 2005-09-12-13.04.36.273344 R66-M0-NC-C:J17-U11 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1126555477 2005.09.12 R36-M0-N5-C:J03-U01 2005-09-12-13.04.37.686731 R36-M0-N5-C:J03-U01 RAS KERNEL INFO total of 3 ddr error(s) detected and corrected
- 1126556830 2005.09.12 R63-M0-N0-I:J18-U11 2005-09-12-13.27.10.596206 R63-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error loading ALLc2_bgl: invalid or missing program image, No such file or directory
- 1126556830 2005.09.12 R63-M0-N0-I:J18-U01 2005-09-12-13.27.10.656091 R63-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading ALLc2_bgl: invalid or missing program image, No such file or directory
- 1126556830 2005.09.12 R63-M0-NC-I:J18-U11 2005-09-12-13.27.10.679169 R63-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading ALLc2_bgl: invalid or missing program image, No such file or directory
- 1126556830 2005.09.12 R63-M0-NC-I:J18-U01 2005-09-12-13.27.10.703065 R63-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error loading ALLc2_bgl: invalid or missing program image, No such file or directory
- 1126556830 2005.09.12 R63-M0-N8-I:J18-U11 2005-09-12-13.27.10.726978 R63-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading ALLc2_bgl: invalid or missing program image, No such file or directory
- 1126556830 2005.09.12 R63-M0-N8-I:J18-U01 2005-09-12-13.27.10.750899 R63-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading ALLc2_bgl: invalid or missing program image, No such file or directory
- 1126556830 2005.09.12 R63-M0-N4-I:J18-U11 2005-09-12-13.27.10.780773 R63-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading ALLc2_bgl: invalid or missing program image, No such file or directory
- 1126556830 2005.09.12 R63-M0-N4-I:J18-U01 2005-09-12-13.27.10.816191 R63-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading ALLc2_bgl: invalid or missing program image, No such file or directory
- 1126577432 2005.09.12 R24-M0-N6-C:J11-U11 2005-09-12-19.10.32.860115 R24-M0-N6-C:J11-U11 RAS KERNEL INFO ddr: activating redundant bit steering: rank=0 symbol=6
- 1126579659 2005.09.12 R06-M0-N6-C:J10-U11 2005-09-12-19.47.39.576338 R06-M0-N6-C:J10-U11 RAS KERNEL INFO ddr: activating redundant bit steering: rank=0 symbol=2
- 1126586478 2005.09.12 R30-M0-N7-C:J09-U01 2005-09-12-21.41.18.869874 R30-M0-N7-C:J09-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 3
- 1126586479 2005.09.12 R33-M1-NF-C:J17-U11 2005-09-12-21.41.19.487801 R33-M1-NF-C:J17-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 12, bit 4
- 1126586479 2005.09.12 R63-M1-ND-C:J15-U01 2005-09-12-21.41.19.577714 R63-M1-ND-C:J15-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 7
- 1126586479 2005.09.12 R24-M0-N6-C:J11-U11 2005-09-12-21.41.19.823288 R24-M0-N6-C:J11-U11 RAS KERNEL INFO 30 ddr errors(s) detected and corrected on rank 0, symbol 6, bit 0
- 1126586480 2005.09.12 R12-M1-NE-C:J13-U01 2005-09-12-21.41.20.120636 R12-M1-NE-C:J13-U01 RAS KERNEL INFO 10 ddr errors(s) detected and corrected on rank 0, symbol 21, bit 1
- 1126586480 2005.09.12 R00-M1-NF-C:J13-U11 2005-09-12-21.41.20.221990 R00-M1-NF-C:J13-U11 RAS KERNEL INFO 16 ddr errors(s) detected and corrected on rank 0, symbol 6, bit 0
- 1126586480 2005.09.12 R03-M0-N9-C:J13-U11 2005-09-12-21.41.20.336622 R03-M0-N9-C:J13-U11 RAS KERNEL INFO 1 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1126586480 2005.09.12 R06-M1-N6-C:J15-U01 2005-09-12-21.41.20.538677 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 6 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1126586480 2005.09.12 R06-M0-N0-C:J11-U01 2005-09-12-21.41.20.900649 R06-M0-N0-C:J11-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 4, bit 0
- 1126586481 2005.09.12 R36-M0-N5-C:J03-U01 2005-09-12-21.41.21.041893 R36-M0-N5-C:J03-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 3
- 1126586481 2005.09.12 R57-M0-NB-C:J07-U11 2005-09-12-21.41.21.239777 R57-M0-NB-C:J07-U11 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1
- 1126586481 2005.09.12 R66-M0-N1-C:J05-U01 2005-09-12-21.41.21.334547 R66-M0-N1-C:J05-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 3
- 1126586481 2005.09.12 R66-M0-N1-C:J03-U01 2005-09-12-21.41.21.430418 R66-M0-N1-C:J03-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 5
- 1126586481 2005.09.12 R57-M1-NC-C:J09-U11 2005-09-12-21.41.21.526352 R57-M1-NC-C:J09-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 21, bit 7
- 1126586481 2005.09.12 R57-M0-N6-C:J07-U11 2005-09-12-21.41.21.622673 R57-M0-N6-C:J07-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 0
- 1126586481 2005.09.12 R60-M0-ND-C:J07-U11 2005-09-12-21.41.21.813682 R60-M0-ND-C:J07-U11 RAS KERNEL INFO 7 ddr errors(s) detected and corrected on rank 0, symbol 11, bit 5
- 1126586481 2005.09.12 R30-M0-N7-C:J09-U01 2005-09-12-21.41.21.902825 R30-M0-N7-C:J09-U01 RAS KERNEL INFO CE sym 26, at 0x07a95e80, mask 0x10
- 1126586482 2005.09.12 R72-M0-N5-C:J07-U11 2005-09-12-21.41.22.113827 R72-M0-N5-C:J07-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 16, bit 6
- 1126586482 2005.09.12 R12-M1-N6-C:J09-U11 2005-09-12-21.41.22.388620 R12-M1-N6-C:J09-U11 RAS KERNEL INFO 6 ddr errors(s) detected and corrected on rank 0, symbol 31, bit 5
- 1126586482 2005.09.12 R03-M1-N9-C:J09-U11 2005-09-12-21.41.22.477828 R03-M1-N9-C:J09-U11 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1
- 1126586482 2005.09.12 R06-M1-N7-C:J09-U01 2005-09-12-21.41.22.657093 R06-M1-N7-C:J09-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 3
- 1126586482 2005.09.12 R36-M1-N9-C:J12-U11 2005-09-12-21.41.22.842537 R36-M1-N9-C:J12-U11 RAS KERNEL INFO 6 ddr errors(s) detected and corrected on rank 0, symbol 5, bit 6
- 1126586482 2005.09.12 R33-M0-N6-C:J16-U01 2005-09-12-21.41.22.934474 R33-M0-N6-C:J16-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 13, bit 7
- 1126586483 2005.09.12 R63-M1-N1-C:J10-U01 2005-09-12-21.41.23.124396 R63-M1-N1-C:J10-U01 RAS KERNEL INFO 3 ddr errors(s) detected and corrected on rank 0, symbol 14, bit 1
- 1126586483 2005.09.12 R06-M0-N6-C:J10-U11 2005-09-12-21.41.23.539090 R06-M0-N6-C:J10-U11 RAS KERNEL INFO 30 ddr errors(s) detected and corrected on rank 0, symbol 2, bit 3
- 1126586483 2005.09.12 R15-M0-N5-C:J10-U01 2005-09-12-21.41.23.640855 R15-M0-N5-C:J10-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 6, bit 4
- 1126586483 2005.09.12 R54-M1-NC-C:J12-U11 2005-09-12-21.41.23.939189 R54-M1-NC-C:J12-U11 RAS KERNEL INFO 7 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 6
- 1126586484 2005.09.12 R63-M1-NC-C:J06-U01 2005-09-12-21.41.24.770077 R63-M1-NC-C:J06-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 13, bit 5
- 1126586484 2005.09.12 R45-M0-N4-C:J08-U01 2005-09-12-21.41.24.873342 R45-M0-N4-C:J08-U01 RAS KERNEL INFO 12 L3 EDRAM error(s) (dcr 0x0157) detected and corrected
- 1126586485 2005.09.12 R21-M0-ND-C:J04-U01 2005-09-12-21.41.25.075732 R21-M0-ND-C:J04-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 1
- 1126586485 2005.09.12 R33-M0-N5-C:J08-U01 2005-09-12-21.41.25.375168 R33-M0-N5-C:J08-U01 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 6, bit 0
- 1126586485 2005.09.12 R45-M0-N9-C:J08-U11 2005-09-12-21.41.25.566486 R45-M0-N9-C:J08-U11 RAS KERNEL INFO 4 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 0
- 1126586486 2005.09.12 R15-M1-N6-C:J04-U11 2005-09-12-21.41.26.279459 R15-M1-N6-C:J04-U11 RAS KERNEL INFO 9 ddr errors(s) detected and corrected on rank 0, symbol 14, bit 2
- 1126586486 2005.09.12 R33-M1-NF-C:J17-U11 2005-09-12-21.41.26.820087 R33-M1-NF-C:J17-U11 RAS KERNEL INFO CE sym 12, at 0x07f181a0, mask 0x08
- 1126586486 2005.09.12 R63-M1-ND-C:J15-U01 2005-09-12-21.41.26.940206 R63-M1-ND-C:J15-U01 RAS KERNEL INFO CE sym 26, at 0x070c4060, mask 0x01
- 1126586487 2005.09.12 R24-M0-N6-C:J11-U11 2005-09-12-21.41.27.263974 R24-M0-N6-C:J11-U11 RAS KERNEL INFO CE sym 6, at 0x08218ce0, mask 0x80
- 1126586487 2005.09.12 R12-M1-NE-C:J13-U01 2005-09-12-21.41.27.545081 R12-M1-NE-C:J13-U01 RAS KERNEL INFO CE sym 21, at 0x08c33100, mask 0x40
- 1126586487 2005.09.12 R00-M1-NF-C:J13-U11 2005-09-12-21.41.27.639969 R00-M1-NF-C:J13-U11 RAS KERNEL INFO CE sym 6, at 0x0795ad60, mask 0x80
- 1126586487 2005.09.12 R06-M1-N6-C:J15-U01 2005-09-12-21.41.27.825271 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 1 torus receiver x- input pipe error(s) (dcr 0x02ed) detected and corrected
- 1126586488 2005.09.12 R06-M0-N0-C:J11-U01 2005-09-12-21.41.28.113658 R06-M0-N0-C:J11-U01 RAS KERNEL INFO CE sym 4, at 0x00a17fe0, mask 0x80
- 1126586488 2005.09.12 R36-M0-N5-C:J03-U01 2005-09-12-21.41.28.209544 R36-M0-N5-C:J03-U01 RAS KERNEL INFO CE sym 23, at 0x03f89c00, mask 0x10
- 1126586488 2005.09.12 R57-M0-NB-C:J07-U11 2005-09-12-21.41.28.400966 R57-M0-NB-C:J07-U11 RAS KERNEL INFO CE sym 35, at 0x0475dd60, mask 0x40
- 1126586488 2005.09.12 R66-M0-N1-C:J05-U01 2005-09-12-21.41.28.489503 R66-M0-N1-C:J05-U01 RAS KERNEL INFO CE sym 33, at 0x0378ba20, mask 0x10
- 1126586488 2005.09.12 R66-M0-N1-C:J03-U01 2005-09-12-21.41.28.578727 R66-M0-N1-C:J03-U01 RAS KERNEL INFO CE sym 15, at 0x06a72120, mask 0x04
- 1126586488 2005.09.12 R57-M1-NC-C:J09-U11 2005-09-12-21.41.28.669624 R57-M1-NC-C:J09-U11 RAS KERNEL INFO CE sym 21, at 0x091440e0, mask 0x01
- 1126586488 2005.09.12 R57-M0-N6-C:J07-U11 2005-09-12-21.41.28.765896 R57-M0-N6-C:J07-U11 RAS KERNEL INFO CE sym 33, at 0x08cbb840, mask 0x80
- 1126586488 2005.09.12 R60-M0-ND-C:J07-U11 2005-09-12-21.41.28.947407 R60-M0-ND-C:J07-U11 RAS KERNEL INFO CE sym 11, at 0x06366640, mask 0x04
- 1126586489 2005.09.12 R30-M0-N7-C:J09-U01 2005-09-12-21.41.29.035740 R30-M0-N7-C:J09-U01 RAS KERNEL INFO CE sym 26, at 0x07a95e80, mask 0x10
- 1126586489 2005.09.12 R72-M0-N5-C:J07-U11 2005-09-12-21.41.29.186434 R72-M0-N5-C:J07-U11 RAS KERNEL INFO CE sym 16, at 0x073a9600, mask 0x02
- 1126586489 2005.09.12 R12-M1-N6-C:J09-U11 2005-09-12-21.41.29.478027 R12-M1-N6-C:J09-U11 RAS KERNEL INFO CE sym 31, at 0x03cf9420, mask 0x04
- 1126586489 2005.09.12 R03-M1-N9-C:J09-U11 2005-09-12-21.41.29.579744 R03-M1-N9-C:J09-U11 RAS KERNEL INFO CE sym 25, at 0x06c27c60, mask 0x40
- 1126586489 2005.09.12 R06-M1-N7-C:J09-U01 2005-09-12-21.41.29.782121 R06-M1-N7-C:J09-U01 RAS KERNEL INFO CE sym 35, at 0x0692aae0, mask 0x10
- 1126586489 2005.09.12 R36-M1-N9-C:J12-U11 2005-09-12-21.41.29.997596 R36-M1-N9-C:J12-U11 RAS KERNEL INFO CE sym 5, at 0x09248e40, mask 0x02
- 1126586490 2005.09.12 R33-M0-N6-C:J16-U01 2005-09-12-21.41.30.100156 R33-M0-N6-C:J16-U01 RAS KERNEL INFO CE sym 13, at 0x023521e0, mask 0x01
- 1126586490 2005.09.12 R63-M1-N1-C:J10-U01 2005-09-12-21.41.30.308547 R63-M1-N1-C:J10-U01 RAS KERNEL INFO CE sym 14, at 0x0261f760, mask 0x40
- 1126586490 2005.09.12 R06-M0-N6-C:J10-U11 2005-09-12-21.41.30.711571 R06-M0-N6-C:J10-U11 RAS KERNEL INFO CE sym 2, at 0x046461e0, mask 0x10
- 1126586490 2005.09.12 R15-M0-N5-C:J10-U01 2005-09-12-21.41.30.806458 R15-M0-N5-C:J10-U01 RAS KERNEL INFO CE sym 6, at 0x0504aae0, mask 0x08
- 1126586491 2005.09.12 R54-M1-NC-C:J12-U11 2005-09-12-21.41.31.112726 R54-M1-NC-C:J12-U11 RAS KERNEL INFO CE sym 19, at 0x03b3e980, mask 0x02
- 1126586491 2005.09.12 R63-M1-NC-C:J06-U01 2005-09-12-21.41.31.871451 R63-M1-NC-C:J06-U01 RAS KERNEL INFO 6 ddr errors(s) detected and corrected on rank 0, symbol 13, bit 7
- 1126586492 2005.09.12 R21-M0-ND-C:J04-U01 2005-09-12-21.41.32.051673 R21-M0-ND-C:J04-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 3
- 1126586492 2005.09.12 R33-M0-N5-C:J08-U01 2005-09-12-21.41.32.236420 R33-M0-N5-C:J08-U01 RAS KERNEL INFO CE sym 6, at 0x0555c1c0, mask 0x80
- 1126586492 2005.09.12 R45-M0-N9-C:J08-U11 2005-09-12-21.41.32.415813 R45-M0-N9-C:J08-U11 RAS KERNEL INFO CE sym 35, at 0x090075e0, mask 0x80
- 1126586493 2005.09.12 R15-M1-N6-C:J04-U11 2005-09-12-21.41.33.021187 R15-M1-N6-C:J04-U11 RAS KERNEL INFO CE sym 14, at 0x06047860, mask 0x20
- 1126586493 2005.09.12 R33-M1-NF-C:J17-U11 2005-09-12-21.41.33.559400 R33-M1-NF-C:J17-U11 RAS KERNEL INFO CE sym 12, at 0x07f181a0, mask 0x08
- 1126586493 2005.09.12 R63-M1-ND-C:J15-U01 2005-09-12-21.41.33.660929 R63-M1-ND-C:J15-U01 RAS KERNEL INFO CE sym 26, at 0x070c4060, mask 0x01
- 1126586493 2005.09.12 R24-M0-N6-C:J11-U11 2005-09-12-21.41.33.966403 R24-M0-N6-C:J11-U11 RAS KERNEL INFO CE sym 6, at 0x08218ce0, mask 0x80
- 1126586494 2005.09.12 R12-M1-NE-C:J13-U01 2005-09-12-21.41.34.301010 R12-M1-NE-C:J13-U01 RAS KERNEL INFO CE sym 21, at 0x08c33100, mask 0x40
- 1126586494 2005.09.12 R00-M1-NF-C:J13-U11 2005-09-12-21.41.34.402621 R00-M1-NF-C:J13-U11 RAS KERNEL INFO CE sym 6, at 0x0795ad60, mask 0x80
- 1126586494 2005.09.12 R06-M1-N6-C:J15-U01 2005-09-12-21.41.34.606358 R06-M1-N6-C:J15-U01 RAS KERNEL INFO 3 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected
- 1126586494 2005.09.12 R06-M0-N0-C:J11-U01 2005-09-12-21.41.34.887865 R06-M0-N0-C:J11-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1126586494 2005.09.12 R36-M0-N5-C:J03-U01 2005-09-12-21.41.34.983652 R36-M0-N5-C:J03-U01 RAS KERNEL INFO CE sym 23, at 0x03f89c00, mask 0x10
- 1126586495 2005.09.12 R57-M0-NB-C:J07-U11 2005-09-12-21.41.35.162224 R57-M0-NB-C:J07-U11 RAS KERNEL INFO CE sym 35, at 0x0475dd60, mask 0x40
- 1126586495 2005.09.12 R66-M0-N1-C:J05-U01 2005-09-12-21.41.35.238406 R66-M0-N1-C:J05-U01 RAS KERNEL INFO CE sym 33, at 0x0378ba20, mask 0x10
- 1126586495 2005.09.12 R66-M0-N1-C:J03-U01 2005-09-12-21.41.35.320045 R66-M0-N1-C:J03-U01 RAS KERNEL INFO CE sym 15, at 0x06a72120, mask 0x04
- 1126586495 2005.09.12 R57-M1-NC-C:J09-U11 2005-09-12-21.41.35.395506 R57-M1-NC-C:J09-U11 RAS KERNEL INFO CE sym 21, at 0x091440e0, mask 0x01
- 1126586495 2005.09.12 R57-M0-N6-C:J07-U11 2005-09-12-21.41.35.476119 R57-M0-N6-C:J07-U11 RAS KERNEL INFO CE sym 33, at 0x08cbb840, mask 0x80
- 1126586495 2005.09.12 R60-M0-ND-C:J07-U11 2005-09-12-21.41.35.630902 R60-M0-ND-C:J07-U11 RAS KERNEL INFO CE sym 11, at 0x06366640, mask 0x04
