- 1152232683 2006.07.06 dn603 Jul 6 17:38:03 dn603/dn603 ntpd[2289]: synchronized to 10.100.30.250, stratum 3
- 1152234015 2006.07.06 dn632 Jul 6 18:00:15 dn632/dn632 ntpd[2290]: synchronized to 10.100.24.250, stratum 3
- 1152234028 2006.07.06 dn340 Jul 6 18:00:28 dn340/dn340 ntpd[2289]: synchronized to 10.100.24.250, stratum 3
- 1152234030 2006.07.06 dn607 Jul 6 18:00:30 dn607/dn607 ntpd[2341]: synchronized to 10.100.24.250, stratum 3
- 1152234035 2006.07.06 dn230 Jul 6 18:00:35 dn230/dn230 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1152234039 2006.07.06 dn236 Jul 6 18:00:39 dn236/dn236 ntpd[2270]: synchronized to 10.100.28.250, stratum 3
- 1152234041 2006.07.06 dn546 Jul 6 18:00:41 dn546/dn546 ntpd[2284]: synchronized to 10.100.24.250, stratum 3
- 1152234049 2006.07.06 dn335 Jul 6 18:00:49 dn335/dn335 ntpd[2288]: synchronized to 10.100.26.250, stratum 3
- 1152234061 2006.07.06 dn10 Jul 6 18:01:01 dn10/dn10 crond(pam_unix)[1962]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn10 Jul 6 18:01:01 dn10/dn10 crond[1963]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn100 Jul 6 18:01:01 dn100/dn100 crond(pam_unix)[26127]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn100 Jul 6 18:01:01 dn100/dn100 crond[26128]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn1000 Jul 6 18:01:01 dn1000/dn1000 crond(pam_unix)[24717]: session closed for user root
- 1152234061 2006.07.06 dn1000 Jul 6 18:01:01 dn1000/dn1000 crond(pam_unix)[24717]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn1000 Jul 6 18:01:01 dn1000/dn1000 crond[24718]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn1006 Jul 6 18:01:01 dn1006/dn1006 crond(pam_unix)[27400]: session closed for user root
- 1152234061 2006.07.06 dn101 Jul 6 18:01:01 dn101/dn101 crond[27376]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn1011 Jul 6 18:01:01 dn1011/dn1011 crond(pam_unix)[23084]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn1015 Jul 6 18:01:01 dn1015/dn1015 crond(pam_unix)[23588]: session closed for user root
- 1152234061 2006.07.06 dn1015 Jul 6 18:01:01 dn1015/dn1015 crond(pam_unix)[23588]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn1015 Jul 6 18:01:01 dn1015/dn1015 crond[23589]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn102 Jul 6 18:01:01 dn102/dn102 crond(pam_unix)[27301]: session closed for user root
- 1152234061 2006.07.06 dn102 Jul 6 18:01:01 dn102/dn102 crond(pam_unix)[27301]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn102 Jul 6 18:01:01 dn102/dn102 crond[27302]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn1021 Jul 6 18:01:01 dn1021/dn1021 crond[32057]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn1023 Jul 6 18:01:01 dn1023/dn1023 crond[29027]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn1024 Jul 6 18:01:01 dn1024/dn1024 crond(pam_unix)[13078]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn104 Jul 6 18:01:01 dn104/dn104 crond(pam_unix)[27418]: session closed for user root
- 1152234061 2006.07.06 dn104 Jul 6 18:01:01 dn104/dn104 crond(pam_unix)[27418]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn105 Jul 6 18:01:01 dn105/dn105 crond(pam_unix)[24718]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn106 Jul 6 18:01:01 dn106/dn106 crond[25469]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn110 Jul 6 18:01:01 dn110/dn110 crond(pam_unix)[26157]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn113 Jul 6 18:01:01 dn113/dn113 crond(pam_unix)[24370]: session closed for user root
- 1152234061 2006.07.06 dn113 Jul 6 18:01:01 dn113/dn113 crond(pam_unix)[24370]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn113 Jul 6 18:01:01 dn113/dn113 crond[24371]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn116 Jul 6 18:01:01 dn116/dn116 crond(pam_unix)[16940]: session closed for user root
- 1152234061 2006.07.06 dn116 Jul 6 18:01:01 dn116/dn116 crond(pam_unix)[16940]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn117 Jul 6 18:01:01 dn117/dn117 crond(pam_unix)[26166]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn119 Jul 6 18:01:01 dn119/dn119 crond(pam_unix)[24810]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn122 Jul 6 18:01:01 dn122/dn122 crond(pam_unix)[24552]: session closed for user root
- 1152234061 2006.07.06 dn125 Jul 6 18:01:01 dn125/dn125 crond(pam_unix)[26069]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn127 Jul 6 18:01:01 dn127/dn127 crond(pam_unix)[26967]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn128 Jul 6 18:01:01 dn128/dn128 crond(pam_unix)[31988]: session closed for user root
- 1152234061 2006.07.06 dn129 Jul 6 18:01:01 dn129/dn129 crond[25437]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn13 Jul 6 18:01:01 dn13/dn13 crond[28122]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn131 Jul 6 18:01:01 dn131/dn131 crond(pam_unix)[26936]: session closed for user root
- 1152234061 2006.07.06 dn131 Jul 6 18:01:01 dn131/dn131 crond(pam_unix)[26936]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn132 Jul 6 18:01:01 dn132/dn132 crond[23020]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn136 Jul 6 18:01:01 dn136/dn136 crond(pam_unix)[21338]: session closed for user root
- 1152234061 2006.07.06 dn138 Jul 6 18:01:01 dn138/dn138 crond(pam_unix)[27473]: session closed for user root
- 1152234061 2006.07.06 dn147 Jul 6 18:01:01 dn147/dn147 crond(pam_unix)[24043]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn15 Jul 6 18:01:01 dn15/dn15 crond[24026]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn151 Jul 6 18:01:01 dn151/dn151 crond[27252]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn158 Jul 6 18:01:01 dn158/dn158 crond(pam_unix)[25777]: session closed for user root
- 1152234061 2006.07.06 dn158 Jul 6 18:01:01 dn158/dn158 crond(pam_unix)[25777]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn158 Jul 6 18:01:01 dn158/dn158 crond[25778]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn164 Jul 6 18:01:01 dn164/dn164 crond(pam_unix)[24389]: session closed for user root
- 1152234061 2006.07.06 dn166 Jul 6 18:01:01 dn166/dn166 crond(pam_unix)[24810]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn166 Jul 6 18:01:01 dn166/dn166 crond[24811]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn168 Jul 6 18:01:01 dn168/dn168 crond(pam_unix)[26154]: session closed for user root
- 1152234061 2006.07.06 dn168 Jul 6 18:01:01 dn168/dn168 crond(pam_unix)[26154]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn17 Jul 6 18:01:01 dn17/dn17 crond(pam_unix)[24304]: session closed for user root
- 1152234061 2006.07.06 dn17 Jul 6 18:01:01 dn17/dn17 crond(pam_unix)[24304]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn174 Jul 6 18:01:01 dn174/dn174 crond[24250]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn175 Jul 6 18:01:01 dn175/dn175 crond(pam_unix)[21096]: session closed for user root
- 1152234061 2006.07.06 dn175 Jul 6 18:01:01 dn175/dn175 crond(pam_unix)[21096]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn175 Jul 6 18:01:01 dn175/dn175 crond[21097]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn176 Jul 6 18:01:01 dn176/dn176 crond(pam_unix)[24060]: session closed for user root
- 1152234061 2006.07.06 dn176 Jul 6 18:01:01 dn176/dn176 crond(pam_unix)[24060]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn176 Jul 6 18:01:01 dn176/dn176 crond[24061]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn179 Jul 6 18:01:01 dn179/dn179 crond[24065]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn181 Jul 6 18:01:01 dn181/dn181 crond[24205]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn183 Jul 6 18:01:01 dn183/dn183 crond(pam_unix)[25759]: session closed for user root
- 1152234061 2006.07.06 dn183 Jul 6 18:01:01 dn183/dn183 crond(pam_unix)[25759]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn184 Jul 6 18:01:01 dn184/dn184 crond(pam_unix)[24342]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn189 Jul 6 18:01:01 dn189/dn189 crond(pam_unix)[27324]: session closed for user root
- 1152234061 2006.07.06 dn189 Jul 6 18:01:01 dn189/dn189 crond(pam_unix)[27324]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn189 Jul 6 18:01:01 dn189/dn189 crond[27325]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn19 Jul 6 18:01:01 dn19/dn19 crond(pam_unix)[32086]: session closed for user root
- 1152234061 2006.07.06 dn19 Jul 6 18:01:01 dn19/dn19 crond(pam_unix)[32086]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn19 Jul 6 18:01:01 dn19/dn19 crond[32087]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn192 Jul 6 18:01:01 dn192/dn192 crond(pam_unix)[25832]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn196 Jul 6 18:01:01 dn196/dn196 crond[25510]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn203 Jul 6 18:01:01 dn203/dn203 crond[25649]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn207 Jul 6 18:01:01 dn207/dn207 crond(pam_unix)[24163]: session closed for user root
- 1152234061 2006.07.06 dn209 Jul 6 18:01:01 dn209/dn209 crond(pam_unix)[25689]: session closed for user root
- 1152234061 2006.07.06 dn21 Jul 6 18:01:01 dn21/dn21 crond(pam_unix)[7828]: session closed for user root
- 1152234061 2006.07.06 dn21 Jul 6 18:01:01 dn21/dn21 crond[7829]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn211 Jul 6 18:01:01 dn211/dn211 crond[25378]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn213 Jul 6 18:01:01 dn213/dn213 crond(pam_unix)[24633]: session closed for user root
- 1152234061 2006.07.06 dn217 Jul 6 18:01:01 dn217/dn217 crond(pam_unix)[24816]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn218 Jul 6 18:01:01 dn218/dn218 crond(pam_unix)[24964]: session closed for user root
- 1152234061 2006.07.06 dn218 Jul 6 18:01:01 dn218/dn218 crond(pam_unix)[24964]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn218 Jul 6 18:01:01 dn218/dn218 crond[24965]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn220 Jul 6 18:01:01 dn220/dn220 crond[28151]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn222 Jul 6 18:01:01 dn222/dn222 crond[24684]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn223 Jul 6 18:01:01 dn223/dn223 crond(pam_unix)[25566]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn225 Jul 6 18:01:01 dn225/dn225 crond(pam_unix)[27088]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn226 Jul 6 18:01:01 dn226/dn226 crond(pam_unix)[27007]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn227 Jul 6 18:01:01 dn227/dn227 crond[26286]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn229 Jul 6 18:01:01 dn229/dn229 crond(pam_unix)[27415]: session closed for user root
- 1152234061 2006.07.06 dn229 Jul 6 18:01:01 dn229/dn229 crond[27416]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn232 Jul 6 18:01:01 dn232/dn232 crond[9309]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn233 Jul 6 18:01:01 dn233/dn233 crond(pam_unix)[23636]: session closed for user root
- 1152234061 2006.07.06 dn233 Jul 6 18:01:01 dn233/dn233 crond(pam_unix)[23636]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn233 Jul 6 18:01:01 dn233/dn233 crond[23637]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn236 Jul 6 18:01:01 dn236/dn236 crond(pam_unix)[25235]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn236 Jul 6 18:01:01 dn236/dn236 crond[25236]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn238 Jul 6 18:01:01 dn238/dn238 crond[24959]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn24 Jul 6 18:01:01 dn24/dn24 crond(pam_unix)[26776]: session closed for user root
- 1152234061 2006.07.06 dn24 Jul 6 18:01:01 dn24/dn24 crond(pam_unix)[26776]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn24 Jul 6 18:01:01 dn24/dn24 crond[26777]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn240 Jul 6 18:01:01 dn240/dn240 crond(pam_unix)[24986]: session closed for user root
- 1152234061 2006.07.06 dn240 Jul 6 18:01:01 dn240/dn240 crond(pam_unix)[24986]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn240 Jul 6 18:01:01 dn240/dn240 crond[24987]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn242 Jul 6 18:01:01 dn242/dn242 crond(pam_unix)[23847]: session closed for user root
- 1152234061 2006.07.06 dn245 Jul 6 18:01:01 dn245/dn245 crond(pam_unix)[25014]: session closed for user root
- 1152234061 2006.07.06 dn245 Jul 6 18:01:01 dn245/dn245 crond(pam_unix)[25014]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn245 Jul 6 18:01:01 dn245/dn245 crond[25015]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn246 Jul 6 18:01:01 dn246/dn246 crond(pam_unix)[24892]: session closed for user root
- 1152234061 2006.07.06 dn246 Jul 6 18:01:01 dn246/dn246 crond(pam_unix)[24892]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn246 Jul 6 18:01:01 dn246/dn246 crond[24893]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn247 Jul 6 18:01:01 dn247/dn247 crond(pam_unix)[24937]: session closed for user root
- 1152234061 2006.07.06 dn247 Jul 6 18:01:01 dn247/dn247 crond(pam_unix)[24937]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn247 Jul 6 18:01:01 dn247/dn247 crond[24938]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn249 Jul 6 18:01:01 dn249/dn249 crond(pam_unix)[24968]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn25 Jul 6 18:01:01 dn25/dn25 crond(pam_unix)[26429]: session closed for user root
- 1152234061 2006.07.06 dn25 Jul 6 18:01:01 dn25/dn25 crond(pam_unix)[26429]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn25 Jul 6 18:01:01 dn25/dn25 crond[26430]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn251 Jul 6 18:01:01 dn251/dn251 crond(pam_unix)[24937]: session closed for user root
- 1152234061 2006.07.06 dn251 Jul 6 18:01:01 dn251/dn251 crond(pam_unix)[24937]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn251 Jul 6 18:01:01 dn251/dn251 crond[24938]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn252 Jul 6 18:01:01 dn252/dn252 crond[9922]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn259 Jul 6 18:01:01 dn259/dn259 crond(pam_unix)[467]: session closed for user root
- 1152234061 2006.07.06 dn259 Jul 6 18:01:01 dn259/dn259 crond(pam_unix)[467]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn259 Jul 6 18:01:01 dn259/dn259 crond[468]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn260 Jul 6 18:01:01 dn260/dn260 crond(pam_unix)[32536]: session closed for user root
- 1152234061 2006.07.06 dn265 Jul 6 18:01:01 dn265/dn265 crond(pam_unix)[32435]: session closed for user root
- 1152234061 2006.07.06 dn265 Jul 6 18:01:01 dn265/dn265 crond(pam_unix)[32435]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn265 Jul 6 18:01:01 dn265/dn265 crond[32436]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn267 Jul 6 18:01:01 dn267/dn267 crond(pam_unix)[32140]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn269 Jul 6 18:01:01 dn269/dn269 crond(pam_unix)[23967]: session closed for user root
- 1152234061 2006.07.06 dn270 Jul 6 18:01:01 dn270/dn270 crond(pam_unix)[4842]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn272 Jul 6 18:01:01 dn272/dn272 crond(pam_unix)[24149]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn272 Jul 6 18:01:01 dn272/dn272 crond[24150]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn273 Jul 6 18:01:01 dn273/dn273 crond[22870]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn283 Jul 6 18:01:01 dn283/dn283 crond(pam_unix)[1473]: session closed for user root
- 1152234061 2006.07.06 dn283 Jul 6 18:01:01 dn283/dn283 crond(pam_unix)[1473]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn283 Jul 6 18:01:01 dn283/dn283 crond[1474]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn285 Jul 6 18:01:01 dn285/dn285 crond(pam_unix)[1524]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn287 Jul 6 18:01:01 dn287/dn287 crond(pam_unix)[30310]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn287 Jul 6 18:01:01 dn287/dn287 crond[30311]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn288 Jul 6 18:01:01 dn288/dn288 crond(pam_unix)[24040]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn289 Jul 6 18:01:01 dn289/dn289 crond(pam_unix)[1346]: session closed for user root
- 1152234061 2006.07.06 dn289 Jul 6 18:01:01 dn289/dn289 crond(pam_unix)[1346]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn290 Jul 6 18:01:01 dn290/dn290 crond(pam_unix)[695]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn290 Jul 6 18:01:01 dn290/dn290 crond[696]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn293 Jul 6 18:01:01 dn293/dn293 crond(pam_unix)[23319]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn294 Jul 6 18:01:01 dn294/dn294 crond(pam_unix)[25739]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn295 Jul 6 18:01:01 dn295/dn295 crond(pam_unix)[23960]: session closed for user root
- 1152234061 2006.07.06 dn295 Jul 6 18:01:01 dn295/dn295 crond(pam_unix)[23960]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn295 Jul 6 18:01:01 dn295/dn295 crond[23961]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn296 Jul 6 18:01:01 dn296/dn296 crond(pam_unix)[28248]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn298 Jul 6 18:01:01 dn298/dn298 crond(pam_unix)[6601]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn3 Jul 6 18:01:01 dn3/dn3 crond(pam_unix)[25466]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn3 Jul 6 18:01:01 dn3/dn3 crond[25467]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn30 Jul 6 18:01:01 dn30/dn30 crond(pam_unix)[20055]: session closed for user root
- 1152234061 2006.07.06 dn30 Jul 6 18:01:01 dn30/dn30 crond(pam_unix)[20055]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn30 Jul 6 18:01:01 dn30/dn30 crond[20056]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn303 Jul 6 18:01:01 dn303/dn303 crond(pam_unix)[25518]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn304 Jul 6 18:01:01 dn304/dn304 crond(pam_unix)[22074]: session closed for user root
- 1152234061 2006.07.06 dn305 Jul 6 18:01:01 dn305/dn305 crond(pam_unix)[25341]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn305 Jul 6 18:01:01 dn305/dn305 crond[25342]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn307 Jul 6 18:01:01 dn307/dn307 crond(pam_unix)[25604]: session closed for user root
- 1152234061 2006.07.06 dn307 Jul 6 18:01:01 dn307/dn307 crond(pam_unix)[25604]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn307 Jul 6 18:01:01 dn307/dn307 crond[25605]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn312 Jul 6 18:01:01 dn312/dn312 crond[26027]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn314 Jul 6 18:01:01 dn314/dn314 crond(pam_unix)[25811]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn317 Jul 6 18:01:01 dn317/dn317 crond(pam_unix)[22440]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn318 Jul 6 18:01:01 dn318/dn318 crond(pam_unix)[26234]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn318 Jul 6 18:01:01 dn318/dn318 crond[26235]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn320 Jul 6 18:01:01 dn320/dn320 crond(pam_unix)[25603]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn322 Jul 6 18:01:01 dn322/dn322 crond[24528]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn324 Jul 6 18:01:01 dn324/dn324 crond[21822]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn325 Jul 6 18:01:01 dn325/dn325 crond(pam_unix)[21586]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn326 Jul 6 18:01:01 dn326/dn326 crond(pam_unix)[24293]: session closed for user root
- 1152234061 2006.07.06 dn328 Jul 6 18:01:01 dn328/dn328 crond(pam_unix)[22952]: session closed for user root
- 1152234061 2006.07.06 dn328 Jul 6 18:01:01 dn328/dn328 crond(pam_unix)[22952]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn329 Jul 6 18:01:01 dn329/dn329 crond(pam_unix)[30808]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn330 Jul 6 18:01:01 dn330/dn330 crond(pam_unix)[26071]: session closed for user root
- 1152234061 2006.07.06 dn330 Jul 6 18:01:01 dn330/dn330 crond(pam_unix)[26071]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn330 Jul 6 18:01:01 dn330/dn330 crond[26072]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn332 Jul 6 18:01:01 dn332/dn332 crond(pam_unix)[26152]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn334 Jul 6 18:01:01 dn334/dn334 crond(pam_unix)[27148]: session closed for user root
- 1152234061 2006.07.06 dn334 Jul 6 18:01:01 dn334/dn334 crond(pam_unix)[27148]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn334 Jul 6 18:01:01 dn334/dn334 crond[27149]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn335 Jul 6 18:01:01 dn335/dn335 crond(pam_unix)[21329]: session closed for user root
- 1152234061 2006.07.06 dn336 Jul 6 18:01:01 dn336/dn336 crond(pam_unix)[28339]: session closed for user root
- 1152234061 2006.07.06 dn336 Jul 6 18:01:01 dn336/dn336 crond(pam_unix)[28339]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn336 Jul 6 18:01:01 dn336/dn336 crond[28340]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn337 Jul 6 18:01:01 dn337/dn337 crond(pam_unix)[27278]: session closed for user root
- 1152234061 2006.07.06 dn340 Jul 6 18:01:01 dn340/dn340 crond(pam_unix)[26900]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn343 Jul 6 18:01:01 dn343/dn343 crond(pam_unix)[25015]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn344 Jul 6 18:01:01 dn344/dn344 crond[28570]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn349 Jul 6 18:01:01 dn349/dn349 crond(pam_unix)[22713]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn352 Jul 6 18:01:01 dn352/dn352 crond(pam_unix)[26263]: session closed for user root
- 1152234061 2006.07.06 dn353 Jul 6 18:01:01 dn353/dn353 crond(pam_unix)[28075]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn354 Jul 6 18:01:01 dn354/dn354 crond(pam_unix)[25874]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn356 Jul 6 18:01:01 dn356/dn356 crond(pam_unix)[25930]: session closed for user root
- 1152234061 2006.07.06 dn356 Jul 6 18:01:01 dn356/dn356 crond(pam_unix)[25930]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn356 Jul 6 18:01:01 dn356/dn356 crond[25931]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn357 Jul 6 18:01:01 dn357/dn357 crond[25517]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn358 Jul 6 18:01:01 dn358/dn358 crond(pam_unix)[25975]: session opened for user root by (uid=0)
- 1152234061 2006.07.06 dn358 Jul 6 18:01:01 dn358/dn358 crond[25976]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234061 2006.07.06 dn36 Jul 6 18:01:01 dn36/dn36 crond(pam_unix)[25048]: session closed for user root
